"Country or Area";"Year";"Value";"Value Footnotes"
"Afghanistan";"2014";"2554678000";""
"Afghanistan";"2013";"2576820000";""
"Afghanistan";"2012";"2708631000";""
"Afghanistan";"2011";"2627442000";""
"Afghanistan";"2010";"2423336000";"2"
"Afghanistan";"2009";"2469925000";"3"
"Afghanistan";"2008";"2133805000";"3"
"Afghanistan";"2007";"2012885000";"3"
"Afghanistan";"2006";"969197000";"4"
"Albania";"2014";"8000121000";""
"Albania";"2013";"8430209000";""
"Albania";"2012";"7156672000";""
"Albania";"2011";"6227735000";""
"Albania";"2010";"5200642000";""
"Albania";"2009";"4310066000";""
"Albania";"2008";"4238095000";""
"Albania";"2007";"2897759000";""
"Albania";"2006";"2465359000";""
"Albania";"2005";"2101163000";""
"Albania";"2004";"1606136000";""
"Albania";"2003";"1552159000";""
"Albania";"2002";"1181526000";""
"Albania";"2001";"1154850000";""
"Albania";"2000";"1122296000";""
"Albania";"1999";"773092000";""
"Albania";"1998";"623593000";""
"Albania";"1997";"516477000";""
"Albania";"1996";"491993000";""
"Albania";"1995";"458850000";""
"Albania";"1994";"883105000";""
"Albania";"1993";"786034000";""
"Albania";"1992";"632621000";""
"Albania";"1991";"511485000";""
"Algeria";"2014";"5452993000";""
"Algeria";"2013";"5231264000";""
"Algeria";"2012";"5495347000";""
"Algeria";"2011";"6044782000";""
"Algeria";"2010";"7246004000";""
"Algeria";"2009";"7405467000";""
"Algeria";"2008";"6246392000";""
"Algeria";"2007";"6134509000";""
"Algeria";"2006";"5910801000";""
"Algeria";"2005";"17092402000";""
"Algeria";"2004";"22426650000";""
"Algeria";"2003";"23774850000";""
"Algeria";"2002";"23040224000";""
"Algeria";"2001";"22763886000";""
"Algeria";"2000";"25476934000";""
"Algeria";"1999";"28206784000";""
"Algeria";"1998";"30692715000";""
"Algeria";"1997";"30902557000";""
"Algeria";"1996";"33653884000";""
"Algeria";"1995";"33051926000";""
"Algeria";"1994";"30241912000";""
"Algeria";"1993";"26274671000";""
"Algeria";"1992";"27351220000";""
"Algeria";"1991";"28489946000";""
"Algeria";"1990";"28153909000";""
"Algeria";"1989";"27248120000";""
"Algeria";"1988";"26101338000";""
"Algeria";"1987";"24435167000";""
"Algeria";"1986";"22638664000";""
"Algeria";"1985";"18251976000";""
"Algeria";"1984";"15883460000";""
"Algeria";"1983";"16367460000";""
"Algeria";"1982";"17624189000";""
"Algeria";"1981";"18360310000";""
"Algeria";"1980";"19313420000";""
"Algeria";"1979";"18428221000";""
"Algeria";"1978";"15733603000";""
"Algeria";"1977";"10598950000";""
"Algeria";"1976";"6114380000";""
"Algeria";"1975";"4632813000";""
"Algeria";"1974";"3365978000";""
"Algeria";"1973";"2991380000";""
"Algeria";"1972";"1549797000";""
"Algeria";"1971";"1260811000";""
"Algeria";"1970";"939559000";""
"Angola";"2014";"28449577000";""
"Angola";"2013";"25003929000";""
"Angola";"2012";"21106468000";""
"Angola";"2011";"19298252000";""
"Angola";"2010";"16949092000";""
"Angola";"2009";"17014273000";""
"Angola";"2008";"15501573000";""
"Angola";"2007";"11931683000";""
"Angola";"2006";"9890494000";""
"Angola";"2005";"12223964000";""
"Angola";"2004";"9786141000";""
"Angola";"2003";"9099853000";""
"Angola";"2002";"9110398000";""
"Angola";"2001";"8776913000";""
"Angola";"2000";"9763470000";""
"Angola";"1999";"10673235000";""
"Angola";"1998";"10784075000";""
"Angola";"1997";"9948271000";""
"Angola";"1996";"10545818000";""
"Angola";"1995";"11500021000";""
"Angola";"1994";"11292746000";""
"Angola";"1993";"10584311000";""
"Angola";"1992";"10067610000";""
"Angola";"1991";"9002060000";""
"Angola";"1990";"8591990000";""
"Angola";"1989";"7288778000";""
"Argentina";"2005";"";"5"
"Armenia";"2014";"8550992000";""
"Armenia";"2013";"8677559000";""
"Armenia";"2012";"7637010000";""
"Armenia";"2011";"7407348000";""
"Armenia";"2010";"6304487000";""
"Armenia";"2009";"4932598000";""
"Armenia";"2008";"3609238000";""
"Armenia";"2007";"3078652000";""
"Armenia";"2006";"2136305000";""
"Armenia";"2005";"1968027000";""
"Armenia";"2004";"2106357000";""
"Armenia";"2003";"1994268000";""
"Armenia";"2002";"1711690000";""
"Armenia";"2001";"1401649000";""
"Armenia";"2000";"1009643000";""
"Armenia";"1999";"1022596000";""
"Armenia";"1998";"804243000";""
"Armenia";"1997";"638485000";""
"Armenia";"1996";"520544000";""
"Armenia";"1995";"370657000";""
"Armenia";"1994";"214330000";""
"Armenia";"1993";"133923000";""
"Azerbaijan";"2014";"11693019000";""
"Azerbaijan";"2013";"10294204000";""
"Azerbaijan";"2012";"9551438000";""
"Azerbaijan";"2011";"8084603000";""
"Azerbaijan";"2010";"7028983000";""
"Azerbaijan";"2009";"4754598000";""
"Azerbaijan";"2008";"4465748000";""
"Azerbaijan";"2007";"3728508000";""
"Azerbaijan";"2006";"2687517000";""
"Azerbaijan";"2005";"2118242000";""
"Azerbaijan";"2004";"2019786000";""
"Azerbaijan";"2003";"1876746000";""
"Azerbaijan";"2002";"1626957000";""
"Azerbaijan";"2001";"1459853000";""
"Azerbaijan";"2000";"1524261000";""
"Azerbaijan";"1999";"1266107000";""
"Azerbaijan";"1998";"705992000";""
"Azerbaijan";"1997";"508060000";""
"Azerbaijan";"1996";"438310000";""
"Azerbaijan";"1995";"320987000";""
"Azerbaijan";"1994";"112815000";""
"Azerbaijan";"1993";"35540000";""
"Bangladesh";"2014";"34925179000";""
"Bangladesh";"2013";"33535408000";""
"Bangladesh";"2012";"28300163000";""
"Bangladesh";"2011";"27180255000";""
"Bangladesh";"2010";"25751685000";""
"Bangladesh";"2009";"24595980000";""
"Bangladesh";"2008";"22929387000";""
"Bangladesh";"2007";"21372645000";""
"Bangladesh";"2006";"20105778000";""
"Bangladesh";"2005";"18448815000";""
"Bangladesh";"2004";"19659229000";""
"Bangladesh";"2003";"18385489000";""
"Bangladesh";"2002";"16632862000";""
"Bangladesh";"2001";"14924208000";""
"Bangladesh";"2000";"15596073000";""
"Bangladesh";"1999";"16444690000";""
"Bangladesh";"1998";"15502095000";""
"Bangladesh";"1997";"14250132000";""
"Bangladesh";"1996";"15160701000";""
"Bangladesh";"1995";"15725858000";""
"Bangladesh";"1994";"15481582000";""
"Bangladesh";"1993";"14116386000";""
"Bangladesh";"1992";"13419429000";""
"Bangladesh";"1991";"12989952000";""
"Bangladesh";"1990";"12285285000";""
"Bangladesh";"1989";"10698424000";""
"Bangladesh";"1988";"10273203000";""
"Bangladesh";"1987";"9737079000";""
"Bangladesh";"1986";"7913200000";""
"Bangladesh";"1985";"6529760000";""
"Bangladesh";"1984";"5541813000";""
"Bangladesh";"1983";"5346290000";""
"Bangladesh";"1982";"4940332000";""
"Bangladesh";"1981";"4209316000";""
"Bangladesh";"1980";"3802227000";""
"Bangladesh";"1979";"2967070000";""
"Bangladesh";"1978";"2820090000";""
"Bangladesh";"1977";"2331731000";""
"Bangladesh";"1976";"1993988000";""
"Bangladesh";"1975";"1680487000";""
"Bangladesh";"1974";"1257485000";""
"Bangladesh";"1973";"497821000";""
"Bangladesh";"1972";"146504000";""
"Belarus";"2014";"40013831000";""
"Belarus";"2013";"39573469000";""
"Belarus";"2012";"33755736000";""
"Belarus";"2011";"33925656000";""
"Belarus";"2010";"28396882000";""
"Belarus";"2009";"22053829000";""
"Belarus";"2008";"15121509000";""
"Belarus";"2007";"12488163000";""
"Belarus";"2006";"6543942000";""
"Belarus";"2005";"5283532000";""
"Belarus";"2004";"4584153000";""
"Belarus";"2003";"3760979000";""
"Belarus";"2002";"3378292000";""
"Belarus";"2001";"2780349000";""
"Belarus";"2000";"2604108000";""
"Belarus";"1999";"2666420000";""
"Belarus";"1998";"2366403000";""
"Belarus";"1997";"2066387000";""
"Belarus";"1996";"1952022000";""
"Belarus";"1995";"1688343000";""
"Belarus";"1994";"1296123000";""
"Belarus";"1993";"968283000";""
"Belize";"2014";"1288465000";""
"Belize";"2013";"1249099000";""
"Belize";"2012";"1195808000";""
"Belize";"2011";"1261072000";""
"Belize";"2010";"1286915000";""
"Belize";"2009";"1270864000";""
"Belize";"2008";"1252490000";""
"Belize";"2007";"1048500000";""
"Belize";"2006";"1023887000";""
"Belize";"2005";"988820000";""
"Belize";"2004";"927891000";""
"Belize";"2003";"909530000";""
"Belize";"2002";"697329000";""
"Belize";"2001";"597881000";""
"Belize";"2000";"527902000";""
"Belize";"1999";"371179000";""
"Belize";"1998";"333460000";""
"Belize";"1997";"450096000";""
"Belize";"1996";"281526000";""
"Belize";"1995";"255158000";""
"Belize";"1994";"198666000";""
"Belize";"1993";"194553000";""
"Belize";"1992";"180961000";""
"Belize";"1991";"161782000";""
"Belize";"1990";"142753000";""
"Belize";"1989";"137218000";""
"Belize";"1988";"132277000";""
"Belize";"1987";"137195000";""
"Belize";"1986";"121871000";""
"Belize";"1985";"118126000";""
"Belize";"1984";"98759000";""
"Belize";"1983";"100640000";""
"Belize";"1982";"69804000";""
"Belize";"1981";"60228000";""
"Belize";"1980";"63043000";""
"Belize";"1979";"71829000";""
"Belize";"1978";"33313000";""
"Belize";"1977";"20670000";""
"Belize";"1976";"9166000";""
"Belize";"1975";"4827000";""
"Belize";"1974";"5274000";""
"Belize";"1973";"4826000";""
"Belize";"1972";"5070000";""
"Belize";"1971";"4339000";""
"Belize";"1970";"4085000";""
"Benin";"2014";"1984084000";""
"Benin";"2013";"2366618000";""
"Benin";"2012";"2053574000";""
"Benin";"2011";"1868559000";""
"Benin";"2010";"1599164000";""
"Benin";"2009";"1317169000";""
"Benin";"2008";"971814000";""
"Benin";"2007";"754913000";""
"Benin";"2006";"629001000";"6"
"Benin";"2005";"1536152000";""
"Benin";"2004";"1586768000";""
"Benin";"2003";"1460923000";""
"Benin";"2002";"1585651000";""
"Benin";"2001";"1448760000";""
"Benin";"2000";"1369959000";""
"Benin";"1999";"1439643000";""
"Benin";"1998";"1381678000";""
"Benin";"1997";"1361194000";""
"Benin";"1996";"1334457000";""
"Benin";"1995";"1352720000";""
"Benin";"1994";"1339269000";""
"Benin";"1993";"1224491000";""
"Benin";"1992";"1151927000";""
"Benin";"1991";"1109866000";""
"Benin";"1990";"1079162000";""
"Benin";"1989";"1028891000";""
"Benin";"1988";"1125711000";""
"Benin";"1987";"1200794000";""
"Benin";"1986";"999353000";""
"Benin";"1985";"860994000";""
"Benin";"1984";"724500000";""
"Benin";"1983";"751510000";""
"Benin";"1982";"713131000";""
"Benin";"1981";"499410000";""
"Benin";"1980";"427662000";""
"Benin";"1979";"405684000";""
"Benin";"1978";"244348000";""
"Benin";"1977";"177691000";""
"Benin";"1976";"109308000";""
"Benin";"1975";"88693000";""
"Benin";"1974";"108806000";""
"Benin";"1973";"90483000";""
"Benin";"1972";"47314000";""
"Benin";"1971";"51047000";""
"Benin";"1970";"43207000";""
"Bhutan";"2014";"1840092000";""
"Bhutan";"2013";"1528151000";""
"Bhutan";"2012";"1474648000";""
"Bhutan";"2011";"1071602000";""
"Bhutan";"2010";"934630000";""
"Bhutan";"2009";"786648000";""
"Bhutan";"2008";"693077000";""
"Bhutan";"2007";"801239000";""
"Bhutan";"2006";"721114000";""
"Bhutan";"2005";"656602000";""
"Bhutan";"2004";"601317000";""
"Bhutan";"2003";"493625000";""
"Bhutan";"2002";"386050000";""
"Bhutan";"2001";"272714000";""
"Bhutan";"2000";"211575000";""
"Bhutan";"1999";"192034000";""
"Bhutan";"1998";"171041000";""
"Bhutan";"1997";"119620000";""
"Bhutan";"1996";"113041000";""
"Bhutan";"1995";"105770000";""
"Bhutan";"1994";"104510000";""
"Bhutan";"1993";"96620000";""
"Bhutan";"1992";"89199000";""
"Bhutan";"1991";"86340000";""
"Bhutan";"1990";"83544000";""
"Bhutan";"1989";"73856000";""
"Bhutan";"1988";"67083000";""
"Bhutan";"1987";"40242000";""
"Bhutan";"1986";"20952000";""
"Bhutan";"1985";"8832000";""
"Bhutan";"1984";"2733000";""
"Bhutan";"1983";"1764000";""
"Bhutan";"1982";"1144000";""
"Bhutan";"1981";"326000";""
"Bolivia";"2014";"8780817000";""
"Bolivia";"2013";"8008535000";""
"Bolivia";"2012";"6565832000";""
"Bolivia";"2011";"6136292000";""
"Bolivia";"2010";"5726009000";""
"Bolivia";"2009";"5731455000";""
"Bolivia";"2008";"5655831000";""
"Bolivia";"2007";"5049448000";"6"
"Bolivia";"2006";"6200221000";"6"
"Bolivia";"2005";"6908382000";""
"Bolivia";"2004";"6220296000";""
"Bolivia";"2003";"5793310000";""
"Bolivia";"2002";"5041139000";""
"Bolivia";"2001";"4770180000";""
"Bolivia";"2000";"5875443000";""
"Bolivia";"1999";"5642453000";""
"Bolivia";"1998";"5674720000";""
"Bolivia";"1997";"5298471000";""
"Bolivia";"1996";"5258985000";""
"Bolivia";"1995";"5343037000";""
"Bolivia";"1994";"4959753000";""
"Bolivia";"1993";"4398758000";""
"Bolivia";"1992";"4332369000";""
"Bolivia";"1991";"4158856000";""
"Bolivia";"1990";"4369980000";""
"Bolivia";"1989";"4229853000";""
"Bolivia";"1988";"4997496000";""
"Bolivia";"1987";"5934541000";""
"Bolivia";"1986";"5670013000";""
"Bolivia";"1985";"4898178000";""
"Bolivia";"1984";"4412206000";""
"Bolivia";"1983";"4164851000";""
"Bolivia";"1982";"3422088000";""
"Bolivia";"1981";"3310318000";""
"Bolivia";"1980";"2784674000";""
"Bolivia";"1979";"2633583000";""
"Bolivia";"1978";"2238360000";""
"Bolivia";"1977";"1803420000";""
"Bolivia";"1976";"1360673000";""
"Bolivia";"1975";"1080565000";""
"Bolivia";"1974";"946415000";""
"Bolivia";"1973";"851175000";""
"Bolivia";"1972";"809514000";""
"Bolivia";"1971";"693955000";""
"Bolivia";"1970";"716253000";""
"Bosnia and Herzegovina";"2014";"10590579000";""
"Bosnia and Herzegovina";"2013";"11077506000";""
"Bosnia and Herzegovina";"2012";"10576007000";""
"Bosnia and Herzegovina";"2011";"10164772000";""
"Bosnia and Herzegovina";"2010";"9934954000";""
"Bosnia and Herzegovina";"2009";"11327640000";""
"Bosnia and Herzegovina";"2008";"9814962000";""
"Bosnia and Herzegovina";"2007";"9249572000";""
"Bosnia and Herzegovina";"2006";"7130617000";""
"Bosnia and Herzegovina";"2005";"6377547000";""
"Bosnia and Herzegovina";"2004";"5573734000";""
"Bosnia and Herzegovina";"2003";"4482979000";""
"Bosnia and Herzegovina";"2002";"3165153000";""
"Bosnia and Herzegovina";"2001";"2656301000";""
"Bosnia and Herzegovina";"2000";"2799822000";""
"Bosnia and Herzegovina";"1999";"2404661000";""
"Botswana";"2014";"2383923000";""
"Botswana";"2013";"2426720000";""
"Botswana";"2012";"2488244000";""
"Botswana";"2011";"2396239000";""
"Botswana";"2010";"1797095000";""
"Botswana";"2009";"1705715000";""
"Botswana";"2008";"438843000";""
"Botswana";"2007";"419982000";""
"Botswana";"2006";"388732000";""
"Botswana";"2005";"453535000";""
"Botswana";"2004";"516798000";""
"Botswana";"2003";"520126000";""
"Botswana";"2002";"494349000";""
"Botswana";"2001";"405351000";""
"Botswana";"2000";"458434000";""
"Botswana";"1999";"510194000";""
"Botswana";"1998";"532171000";""
"Botswana";"1997";"574728000";""
"Botswana";"1996";"626529000";""
"Botswana";"1995";"717156000";""
"Botswana";"1994";"700005000";""
"Botswana";"1993";"663974000";""
"Botswana";"1992";"606350000";""
"Botswana";"1991";"612547000";""
"Botswana";"1990";"552922000";""
"Botswana";"1989";"549843000";""
"Botswana";"1988";"532597000";""
"Botswana";"1987";"543405000";""
"Botswana";"1986";"407034000";""
"Botswana";"1985";"345664000";""
"Botswana";"1984";"266914000";""
"Botswana";"1983";"228124000";""
"Botswana";"1982";"204805000";""
"Botswana";"1981";"159543000";""
"Botswana";"1980";"135630000";""
"Botswana";"1979";"130020000";""
"Botswana";"1978";"125538000";""
"Botswana";"1977";"185565000";""
"Botswana";"1976";"166351000";""
"Botswana";"1975";"147981000";""
"Botswana";"1974";"134057000";""
"Botswana";"1973";"114918000";""
"Botswana";"1972";"74755000";""
"Botswana";"1971";"33200000";""
"Botswana";"1970";"17359000";""
"Brazil";"2014";"556871157000";""
"Brazil";"2013";"483814083000";""
"Brazil";"2012";"440512741000";""
"Brazil";"2011";"404046105000";""
"Brazil";"2010";"352364412000";""
"Brazil";"2009";"281651132000";""
"Brazil";"2008";"262955670000";""
"Brazil";"2007";"238444455000";""
"Brazil";"2006";"194303020000";""
"Brazil";"2005";"188351368000";""
"Brazil";"2004";"220693598000";""
"Brazil";"2003";"235907976000";""
"Brazil";"2002";"231944164000";""
"Brazil";"2001";"229959713000";""
"Brazil";"2000";"242431549000";""
"Brazil";"1999";"244877277000";""
"Brazil";"1998";"241970955000";""
"Brazil";"1997";"193724040000";""
"Brazil";"1996";"181381552000";""
"Brazil";"1995";"160921243000";""
"Brazil";"1994";"152896267000";""
"Brazil";"1993";"144597613000";""
"Brazil";"1992";"129525315000";""
"Brazil";"1991";"121334294000";""
"Brazil";"1990";"120309909000";""
"Brazil";"1989";"114857512000";""
"Brazil";"1988";"117966798000";""
"Brazil";"1987";"120403983000";""
"Brazil";"1986";"109572570000";""
"Brazil";"1985";"104095853000";""
"Brazil";"1984";"104288291000";""
"Brazil";"1983";"98946047000";""
"Brazil";"1982";"94263767000";""
"Brazil";"1981";"81838434000";""
"Brazil";"1980";"71981784000";""
"Brazil";"1979";"61792296000";""
"Brazil";"1978";"55029134000";""
"Brazil";"1977";"42497219000";""
"Brazil";"1976";"33799343000";""
"Brazil";"1975";"27733954000";""
"Brazil";"1974";"22448141000";""
"Brazil";"1973";"15049207000";""
"Brazil";"1972";"11861681000";""
"Brazil";"1971";"7726268000";""
"Brazil";"1970";"5984158000";""
"Bulgaria";"2014";"48742394000";""
"Bulgaria";"2013";"51978052000";""
"Bulgaria";"2012";"50702773000";""
"Bulgaria";"2011";"47642116000";""
"Bulgaria";"2010";"50634696000";""
"Bulgaria";"2009";"55670272000";""
"Bulgaria";"2008";"53065077000";""
"Bulgaria";"2007";"43822452000";""
"Bulgaria";"2006";"28007277000";""
"Bulgaria";"2005";"18507345000";""
"Bulgaria";"2004";"16620264000";""
"Bulgaria";"2003";"14259736000";""
"Bulgaria";"2002";"12313482000";""
"Bulgaria";"2001";"11274812000";""
"Bulgaria";"2000";"12008619000";""
"Bulgaria";"1999";"11845085000";""
"Bulgaria";"1998";"11391681000";""
"Bulgaria";"1997";"11099447000";""
"Bulgaria";"1996";"10368310000";""
"Bulgaria";"1995";"10378604000";""
"Bulgaria";"1994";"9828332000";""
"Bulgaria";"1993";"12177639000";""
"Bulgaria";"1992";"11838555000";""
"Bulgaria";"1991";"11741677000";""
"Bulgaria";"1990";"10889630000";""
"Bulgaria";"1989";"10085972000";""
"Bulgaria";"1988";"8943894000";""
"Bulgaria";"1987";"8265581000";""
"Bulgaria";"1986";"5866002000";""
"Bulgaria";"1985";"3851537000";""
"Bulgaria";"1984";"2583927000";""
"Bulgaria";"1983";"1738593000";""
"Bulgaria";"1982";"1313091000";""
"Bulgaria";"1981";"772738000";""
"Burkina Faso";"2014";"2543690000";""
"Burkina Faso";"2013";"2564598000";""
"Burkina Faso";"2012";"2519207000";""
"Burkina Faso";"2011";"2290314000";""
"Burkina Faso";"2010";"2148426000";""
"Burkina Faso";"2009";"1916662000";""
"Burkina Faso";"2008";"1583206000";""
"Burkina Faso";"2007";"1465190000";""
"Burkina Faso";"2006";"1131708000";"6"
"Burkina Faso";"2005";"2000152000";""
"Burkina Faso";"2004";"1930598000";""
"Burkina Faso";"2003";"1744190000";""
"Burkina Faso";"2002";"1552590000";""
"Burkina Faso";"2001";"1503930000";""
"Burkina Faso";"2000";"1435098000";""
"Burkina Faso";"1999";"1596661000";""
"Burkina Faso";"1998";"1459101000";""
"Burkina Faso";"1997";"1301634000";""
"Burkina Faso";"1996";"1298254000";""
"Burkina Faso";"1995";"1270624000";""
"Burkina Faso";"1994";"1131292000";""
"Burkina Faso";"1993";"1114542000";""
"Burkina Faso";"1992";"1036243000";""
"Burkina Faso";"1991";"964513000";""
"Burkina Faso";"1990";"832147000";""
"Burkina Faso";"1989";"717255000";""
"Burkina Faso";"1988";"845242000";""
"Burkina Faso";"1987";"827504000";""
"Burkina Faso";"1986";"639698000";""
"Burkina Faso";"1985";"511098000";""
"Burkina Faso";"1984";"409964000";""
"Burkina Faso";"1983";"397716000";""
"Burkina Faso";"1982";"351739000";""
"Burkina Faso";"1981";"328050000";""
"Burkina Faso";"1980";"330414000";""
"Burkina Faso";"1979";"295034000";""
"Burkina Faso";"1978";"262706000";""
"Burkina Faso";"1977";"164289000";""
"Burkina Faso";"1976";"84417000";""
"Burkina Faso";"1975";"61644000";""
"Burkina Faso";"1974";"47356000";""
"Burkina Faso";"1973";"31067000";""
"Burkina Faso";"1972";"20019000";""
"Burkina Faso";"1971";"23601000";""
"Burkina Faso";"1970";"20787000";""
"Burundi";"2014";"690170000";""
"Burundi";"2013";"683609000";""
"Burundi";"2012";"667316000";""
"Burundi";"2011";"604411000";""
"Burundi";"2010";"620921000";"2"
"Burundi";"2009";"607228000";"7"
"Burundi";"2008";"1390284000";"3"
"Burundi";"2007";"1409727000";"3"
"Burundi";"2006";"1371906000";""
"Burundi";"2005";"1287890000";""
"Burundi";"2004";"1357933000";""
"Burundi";"2003";"1348343000";""
"Burundi";"2002";"1232211000";""
"Burundi";"2001";"1093541000";""
"Burundi";"2000";"1125866000";""
"Burundi";"1999";"1153730000";""
"Burundi";"1998";"1121832000";""
"Burundi";"1997";"1068958000";""
"Burundi";"1996";"1130902000";""
"Burundi";"1995";"1161955000";""
"Burundi";"1994";"1127405000";""
"Burundi";"1993";"1065650000";""
"Burundi";"1992";"1026584000";""
"Burundi";"1991";"963470000";""
"Burundi";"1990";"906937000";""
"Burundi";"1989";"888853000";""
"Burundi";"1988";"800692000";""
"Burundi";"1987";"769580000";""
"Burundi";"1986";"570431000";""
"Burundi";"1985";"455098000";""
"Burundi";"1984";"348005000";""
"Burundi";"1983";"307725000";""
"Burundi";"1982";"227433000";""
"Burundi";"1981";"178613000";""
"Burundi";"1980";"165720000";""
"Burundi";"1979";"136188000";""
"Burundi";"1978";"74680000";""
"Burundi";"1977";"47222000";""
"Burundi";"1976";"22364000";""
"Burundi";"1975";"19380000";""
"Burundi";"1974";"9438000";""
"Burundi";"1973";"7780000";""
"Burundi";"1972";"6895000";""
"Burundi";"1971";"13628000";""
"Burundi";"1970";"14970000";""
"Cambodia";"2014";"6811044000";""
"Cambodia";"2013";"6472149000";""
"Cambodia";"2012";"5716600000";""
"Cambodia";"2011";"4346254000";""
"Cambodia";"2010";"3745005000";""
"Cambodia";"2009";"3430058000";""
"Cambodia";"2008";"3172499000";""
"Cambodia";"2007";"2760333000";""
"Cambodia";"2006";"3517935000";"6"
"Cambodia";"2005";"3524812000";""
"Cambodia";"2004";"3463040000";""
"Cambodia";"2003";"3214879000";""
"Cambodia";"2002";"2921276000";""
"Cambodia";"2001";"2715880000";""
"Cambodia";"2000";"2647984000";""
"Cambodia";"1999";"2538515000";""
"Cambodia";"1998";"2464552000";""
"Cambodia";"1997";"2382836000";""
"Cambodia";"1996";"2353729000";""
"Cambodia";"1995";"2281042000";""
"Cambodia";"1994";"1908642000";""
"Cambodia";"1993";"1820522000";""
"Cambodia";"1992";"1830616000";""
"Cambodia";"1991";"1852344000";""
"Cambodia";"1990";"1845023000";""
"Cambodia";"1989";"1678760000";""
"Cambodia";"1988";"39950000";""
"Cambodia";"1987";"41791000";""
"Cambodia";"1986";"31348000";""
"Cambodia";"1985";"7400000";""
"Cambodia";"1984";"5380000";""
"Cambodia";"1983";"9360000";""
"Cambodia";"1982";"9340000";""
"Cambodia";"1981";"1320000";""
"Cameroon";"2014";"5288948000";""
"Cameroon";"2013";"4902829000";""
"Cameroon";"2012";"3736987000";""
"Cameroon";"2011";"3094742000";""
"Cameroon";"2010";"3188534000";""
"Cameroon";"2009";"3237834000";""
"Cameroon";"2008";"2836545000";""
"Cameroon";"2007";"3085945000";""
"Cameroon";"2006";"3418552000";"8"
"Cameroon";"2005";"7700087000";""
"Cameroon";"2004";"10855778000";""
"Cameroon";"2003";"11408146000";""
"Cameroon";"2002";"10287685000";""
"Cameroon";"2001";"9748845000";""
"Cameroon";"2000";"10561273000";""
"Cameroon";"1999";"10765385000";""
"Cameroon";"1998";"11307903000";""
"Cameroon";"1997";"10721252000";""
"Cameroon";"1996";"11024155000";""
"Cameroon";"1995";"10992523000";""
"Cameroon";"1994";"9302306000";""
"Cameroon";"1993";"7675402000";""
"Cameroon";"1992";"7518669000";""
"Cameroon";"1991";"6770476000";""
"Cameroon";"1990";"6562510000";""
"Cameroon";"1989";"5364591000";""
"Cameroon";"1988";"4813315000";""
"Cameroon";"1987";"4588507000";""
"Cameroon";"1986";"4137222000";""
"Cameroon";"1985";"3161494000";""
"Cameroon";"1984";"2895909000";""
"Cameroon";"1983";"2895591000";""
"Cameroon";"1982";"2802940000";""
"Cameroon";"1981";"2646361000";""
"Cameroon";"1980";"2572796000";""
"Cameroon";"1979";"2172014000";""
"Cameroon";"1978";"1529109000";""
"Cameroon";"1977";"1112891000";""
"Cameroon";"1976";"610921000";""
"Cameroon";"1975";"441410000";""
"Cameroon";"1974";"323576000";""
"Cameroon";"1973";"265900000";""
"Cameroon";"1972";"221564000";""
"Cameroon";"1971";"180104000";""
"Cameroon";"1970";"145920000";""
"Cape Verde";"2014";"1536772000";""
"Cape Verde";"2013";"1486237000";""
"Cape Verde";"2012";"1244897000";""
"Cape Verde";"2011";"1038634000";""
"Cape Verde";"2010";"892424000";""
"Cape Verde";"2009";"726703000";""
"Cape Verde";"2008";"626141000";""
"Cape Verde";"2007";"580581000";""
"Cape Verde";"2006";"523695000";""
"Cape Verde";"2005";"476830000";""
"Cape Verde";"2004";"463394000";""
"Cape Verde";"2003";"441401000";""
"Cape Verde";"2002";"387897000";""
"Cape Verde";"2001";"345641000";""
"Cape Verde";"2000";"319703000";""
"Cape Verde";"1999";"328534000";""
"Cape Verde";"1998";"246755000";""
"Cape Verde";"1997";"206531000";""
"Cape Verde";"1996";"202637000";""
"Cape Verde";"1995";"214117000";""
"Cape Verde";"1994";"175923000";""
"Cape Verde";"1993";"147574000";""
"Cape Verde";"1992";"141994000";""
"Cape Verde";"1991";"134225000";""
"Cape Verde";"1990";"133760000";""
"Cape Verde";"1989";"126041000";""
"Cape Verde";"1988";"124349000";""
"Cape Verde";"1987";"129538000";""
"Cape Verde";"1986";"113301000";""
"Cape Verde";"1985";"94919000";""
"Cape Verde";"1984";"76251000";""
"Cape Verde";"1983";"71696000";""
"Cape Verde";"1982";"59015000";""
"Cape Verde";"1981";"39377000";""
"Central African Republic";"2014";"657361000";""
"Central African Republic";"2013";"574656000";""
"Central African Republic";"2012";"551507000";""
"Central African Republic";"2011";"547297000";""
"Central African Republic";"2010";"614160000";""
"Central African Republic";"2009";"537593000";"9"
"Central African Republic";"2008";"990007000";"3"
"Central African Republic";"2007";"997445000";"10"
"Central African Republic";"2006";"1023582000";""
"Central African Republic";"2005";"1032954000";""
"Central African Republic";"2004";"1093313000";""
"Central African Republic";"2003";"1065924000";""
"Central African Republic";"2002";"1085709000";""
"Central African Republic";"2001";"835757000";""
"Central African Republic";"2000";"872117000";""
"Central African Republic";"1999";"924196000";""
"Central African Republic";"1998";"918778000";""
"Central African Republic";"1997";"882963000";""
"Central African Republic";"1996";"932750000";""
"Central African Republic";"1995";"945953000";""
"Central African Republic";"1994";"888056000";""
"Central African Republic";"1993";"875128000";""
"Central African Republic";"1992";"813886000";""
"Central African Republic";"1991";"793854000";""
"Central African Republic";"1990";"698480000";""
"Central African Republic";"1989";"693534000";""
"Central African Republic";"1988";"668831000";""
"Central African Republic";"1987";"617836000";""
