"Country or Area";"Year";"Value";"Value Footnotes"
"Liberia";"1982";"902280000";""
"Liberia";"1981";"813390000";""
"Liberia";"1980";"685623000";""
"Liberia";"1979";"596484000";""
"Liberia";"1978";"443070000";""
"Liberia";"1977";"292111000";""
"Liberia";"1976";"208532000";""
"Liberia";"1975";"178683000";""
"Liberia";"1974";"161976000";""
"Liberia";"1973";"159152000";""
"Liberia";"1972";"159382000";""
"Liberia";"1971";"162114000";""
"Liberia";"1970";"162260000";""
"Low & middle income";"2014";"5393390684030.8";""
"Low & middle income";"2013";"5056144843258.4";""
"Low & middle income";"2012";"4564312117526.1";""
"Low & middle income";"2011";"4112297182873.8";""
"Low & middle income";"2010";"3665541806846.3";""
"Low & middle income";"2009";"3175080756815.1";""
"Low & middle income";"2008";"2908883617213.5";""
"Low & middle income";"2007";"2693260308253";""
"Low & middle income";"2006";"2267446791785.7";""
"Low & middle income";"2005";"2089796030772.8";""
"Low & middle income";"2004";"2081973785468.5";""
"Low & middle income";"2003";"1953504387312.7";""
"Low & middle income";"2002";"1820741532747.9";""
"Low & middle income";"2001";"1756874752664.8";""
"Low & middle income";"2000";"1742959631801.7";""
"Low & middle income";"1999";"1785708416530.7";""
"Low & middle income";"1998";"1765235748362.2";""
"Low & middle income";"1997";"1655150653015.3";""
"Low & middle income";"1996";"1618915808012";""
"Low & middle income";"1995";"1573389713823.3";""
"Low & middle income";"1994";"1426166447138.8";""
"Low & middle income";"1993";"1292425784965.5";""
"Low & middle income";"1992";"1181848073593.7";""
"Low & middle income";"1991";"1131771985761.1";""
"Low & middle income";"1990";"1074121336378.5";""
"Low & middle income";"1989";"984881322299.6";""
"Low & middle income";"1988";"931040312714.4";""
"Low & middle income";"1987";"928066096975.5";""
"Low & middle income";"1986";"807514304099";""
"Low & middle income";"1985";"727687644750.5";""
"Low & middle income";"1984";"656805472864.4";""
"Low & middle income";"1983";"631309550855.5";""
"Low & middle income";"1982";"580388813931.5";""
"Low & middle income";"1981";"511171708666.2";""
"Low & middle income";"1980";"437631764951.8";""
"Low & middle income";"1979";"354366788076";""
"Low & middle income";"1978";"306521712764.5";""
"Low & middle income";"1977";"250642850813.6";""
"Low & middle income";"1976";"187669074656.2";""
"Low & middle income";"1975";"154635647177.4";""
"Low & middle income";"1974";"125139987305.7";""
"Low & middle income";"1973";"99309771622.8";""
"Low & middle income";"1972";"81785572547.7";""
"Low & middle income";"1971";"69841514524.7";""
"Low & middle income";"1970";"59317766057.1";""
"Low income";"2014";"167105335000";""
"Low income";"2013";"155194295000";""
"Low income";"2012";"137866737000";""
"Low income";"2011";"128179490000";""
"Low income";"2010";"120405649000";""
"Low income";"2009";"122182245000";""
"Low income";"2008";"112754280000";""
"Low income";"2007";"107445097000";""
"Low income";"2006";"98539688000";""
"Low income";"2005";"116368125000";""
"Low income";"2004";"122322387000";""
"Low income";"2003";"117913839000";""
"Low income";"2002";"107735126000";""
"Low income";"2001";"100366971000";""
"Low income";"2000";"105463213000";""
"Low income";"1999";"109240043000";""
"Low income";"1998";"113548907000";""
"Low income";"1997";"107454057000";""
"Low income";"1996";"108463916000";""
"Low income";"1995";"110460120000";""
"Low income";"1994";"106904172000";""
"Low income";"1993";"99990209000";""
"Low income";"1992";"96210026000";""
"Low income";"1991";"93247509000";""
"Low income";"1990";"89041578000";""
"Low income";"1989";"79304152000";""
"Low income";"1988";"76266832000";""
"Low income";"1987";"74591779000";""
"Low income";"1986";"62013408000";""
"Low income";"1985";"57696543000";""
"Low income";"1984";"47101902000";""
"Low income";"1983";"44444996000";""
"Low income";"1982";"40692460000";""
"Low income";"1981";"35763446000";""
"Low income";"1980";"31258766000";""
"Low income";"1979";"26219957000";""
"Low income";"1978";"23230687000";""
"Low income";"1977";"18203092000";""
"Low income";"1976";"13890738000";""
"Low income";"1975";"12177106000";""
"Low income";"1974";"10356881000";""
"Low income";"1973";"7624262000";""
"Low income";"1972";"5673736000";""
"Low income";"1971";"4801396000";""
"Low income";"1970";"3410548000";""
"Lower middle income";"2014";"1527246114030.8";""
"Lower middle income";"2013";"1441753692258.4";""
"Lower middle income";"2012";"1325385835526.1";""
"Lower middle income";"2011";"1195786816873.8";""
"Lower middle income";"2010";"1075313509846.3";""
"Lower middle income";"2009";"950800619815.1";""
"Lower middle income";"2008";"853866184213.5";""
"Lower middle income";"2007";"773925710253";""
"Lower middle income";"2006";"661227406785.7";""
"Lower middle income";"2005";"630226587772.8";""
"Lower middle income";"2004";"665175057468.5";""
"Lower middle income";"2003";"641519373312.7";""
"Lower middle income";"2002";"596308225747.9";""
"Lower middle income";"2001";"579564724664.8";""
"Lower middle income";"2000";"594276697801.7";""
"Lower middle income";"1999";"617497180530.7";""
"Lower middle income";"1998";"607137879362.2";""
"Lower middle income";"1997";"568166770015.3";""
"Lower middle income";"1996";"567792274012";""
"Lower middle income";"1995";"565215362823.3";""
"Lower middle income";"1994";"537067550138.8";""
"Lower middle income";"1993";"489127343965.5";""
"Lower middle income";"1992";"473138871593.7";""
"Lower middle income";"1991";"460371237761.1";""
"Lower middle income";"1990";"442724859378.5";""
"Lower middle income";"1989";"411340686299.6";""
"Lower middle income";"1988";"364212149714.4";""
"Lower middle income";"1987";"352653320975.5";""
"Lower middle income";"1986";"302037372099";""
"Lower middle income";"1985";"265067796750.5";""
"Lower middle income";"1984";"233137404864.4";""
"Lower middle income";"1983";"222297316855.5";""
"Lower middle income";"1982";"196654929931.5";""
"Lower middle income";"1981";"170405524666.2";""
"Lower middle income";"1980";"149766247951.8";""
"Lower middle income";"1979";"122087293076";""
"Lower middle income";"1978";"106652474764.5";""
"Lower middle income";"1977";"90797960813.6";""
"Lower middle income";"1976";"68701777656.2";""
"Lower middle income";"1975";"57819832177.4";""
"Lower middle income";"1974";"46475516305.7";""
"Lower middle income";"1973";"39112594622.8";""
"Lower middle income";"1972";"33830500547.7";""
"Lower middle income";"1971";"30514482524.7";""
"Lower middle income";"1970";"26375841057.1";""
"Macedonia, FYR";"2014";"7241004000";""
"Macedonia, FYR";"2013";"6736814000";""
"Macedonia, FYR";"2012";"6469413000";""
"Macedonia, FYR";"2011";"6131376000";""
"Macedonia, FYR";"2010";"5159225000";""
"Macedonia, FYR";"2009";"5246915000";""
"Macedonia, FYR";"2008";"4337476000";""
"Macedonia, FYR";"2007";"4174060000";""
"Macedonia, FYR";"2006";"3296984000";""
"Macedonia, FYR";"2005";"2981489000";""
"Macedonia, FYR";"2004";"2829110000";""
"Macedonia, FYR";"2003";"1889304000";""
"Macedonia, FYR";"2002";"1685420000";""
"Macedonia, FYR";"2001";"1498001000";""
"Macedonia, FYR";"2000";"1479938000";""
"Macedonia, FYR";"1999";"1436805000";""
"Macedonia, FYR";"1998";"1489950000";""
"Macedonia, FYR";"1997";"1233574000";""
"Macedonia, FYR";"1996";"1818416000";""
"Macedonia, FYR";"1995";"1277108000";""
"Macedonia, FYR";"1994";"1103614000";""
"Macedonia, FYR";"1993";"1041777000";"19"
"Madagascar";"2014";"2852723000";""
"Madagascar";"2013";"2871978000";""
"Madagascar";"2012";"2929899000";""
"Madagascar";"2011";"2809562000";""
"Madagascar";"2010";"2699286000";""
"Madagascar";"2009";"2788052000";""
"Madagascar";"2008";"2479908000";""
"Madagascar";"2007";"2283015000";""
"Madagascar";"2006";"1520521000";"6"
"Madagascar";"2005";"3518972000";""
"Madagascar";"2004";"3815991000";""
"Madagascar";"2003";"4949005000";""
"Madagascar";"2002";"4537267000";""
"Madagascar";"2001";"4177482000";""
"Madagascar";"2000";"4716266000";""
"Madagascar";"1999";"4771072000";""
"Madagascar";"1998";"4383690000";""
"Madagascar";"1997";"4099009000";""
"Madagascar";"1996";"4127375000";""
"Madagascar";"1995";"4301656000";""
"Madagascar";"1994";"4075946000";""
"Madagascar";"1993";"3786904000";""
"Madagascar";"1992";"3895784000";""
"Madagascar";"1991";"3891874000";""
"Madagascar";"1990";"3686064000";""
"Madagascar";"1989";"3417547000";""
"Madagascar";"1988";"3667764000";""
"Madagascar";"1987";"3667520000";""
"Madagascar";"1986";"2994425000";""
"Madagascar";"1985";"2519876000";""
"Madagascar";"1984";"2138513000";""
"Madagascar";"1983";"2031442000";""
"Madagascar";"1982";"1924100000";""
"Madagascar";"1981";"1604163000";""
"Madagascar";"1980";"1238564000";""
"Madagascar";"1979";"773089000";""
"Madagascar";"1978";"355900000";""
"Madagascar";"1977";"781573000";""
"Madagascar";"1976";"189939000";""
"Madagascar";"1975";"791022000";""
"Madagascar";"1974";"750848000";""
"Madagascar";"1973";"504983000";""
"Madagascar";"1972";"510141000";""
"Madagascar";"1971";"488440000";""
"Madagascar";"1970";"485141000";""
"Malawi";"2014";"1637225000";""
"Malawi";"2013";"1554299000";""
"Malawi";"2012";"1316034000";""
"Malawi";"2011";"1205419000";""
"Malawi";"2010";"1038633000";"3"
"Malawi";"2009";"1144299000";"3"
"Malawi";"2008";"995624000";"3"
"Malawi";"2007";"868791000";"3"
"Malawi";"2006";"869593000";"20"
"Malawi";"2005";"3195858000";""
"Malawi";"2004";"3444382000";""
"Malawi";"2003";"3114550000";""
"Malawi";"2002";"2901809000";""
"Malawi";"2001";"2598167000";""
"Malawi";"2000";"2719222000";""
"Malawi";"1999";"2756385000";""
"Malawi";"1998";"2438187000";""
"Malawi";"1997";"2224729000";""
"Malawi";"1996";"2310882000";""
"Malawi";"1995";"2237771000";""
"Malawi";"1994";"2020022000";""
"Malawi";"1993";"1825150000";""
"Malawi";"1992";"1707662000";""
"Malawi";"1991";"1663579000";""
"Malawi";"1990";"1556812000";""
"Malawi";"1989";"1408664000";""
"Malawi";"1988";"1358307000";""
"Malawi";"1987";"1366792000";""
"Malawi";"1986";"1157321000";""
"Malawi";"1985";"1020832000";""
"Malawi";"1984";"879967000";""
"Malawi";"1983";"892448000";""
"Malawi";"1982";"864821000";""
"Malawi";"1981";"821554000";""
"Malawi";"1980";"830101000";""
"Malawi";"1979";"668974000";""
"Malawi";"1978";"594683000";""
"Malawi";"1977";"460544000";""
"Malawi";"1976";"309344000";""
"Malawi";"1975";"270144000";""
"Malawi";"1974";"242454000";""
"Malawi";"1973";"215017000";""
"Malawi";"1972";"175659000";""
"Malawi";"1971";"152211000";""
"Malawi";"1970";"135210000";""
"Malaysia";"2014";"210819985000";""
"Malaysia";"2013";"212386698000";""
"Malaysia";"2012";"193879982000";""
"Malaysia";"2011";"144898454000";""
"Malaysia";"2010";"133799555000";""
"Malaysia";"2009";"119611354000";""
"Malaysia";"2008";"106896007000";""
"Malaysia";"2007";"84215420000";""
"Malaysia";"2006";"70050746000";""
"Malaysia";"2005";"64911362000";""
"Malaysia";"2004";"60510496000";""
"Malaysia";"2003";"50773204000";""
"Malaysia";"2002";"48343648000";""
"Malaysia";"2001";"45157951000";""
"Malaysia";"2000";"41946128000";""
"Malaysia";"1999";"41976337000";""
"Malaysia";"1998";"42409220000";""
"Malaysia";"1997";"47228241000";""
"Malaysia";"1996";"39673262000";""
"Malaysia";"1995";"34342562000";""
"Malaysia";"1994";"30335877000";""
"Malaysia";"1993";"26148472000";""
"Malaysia";"1992";"20018184000";""
"Malaysia";"1991";"17080598000";""
"Malaysia";"1990";"15329832000";""
"Malaysia";"1989";"16279833000";""
"Malaysia";"1988";"18569336000";""
"Malaysia";"1987";"22841643000";""
"Malaysia";"1986";"21882901000";""
"Malaysia";"1985";"20273081000";""
"Malaysia";"1984";"18737476000";""
"Malaysia";"1983";"17553908000";""
"Malaysia";"1982";"13353768000";""
"Malaysia";"1981";"9179631000";""
"Malaysia";"1980";"6610722000";""
"Malaysia";"1979";"4955504000";""
"Malaysia";"1978";"4166917000";""
"Malaysia";"1977";"3425066000";""
"Malaysia";"1976";"2712756000";""
"Malaysia";"1975";"2104263000";""
"Malaysia";"1974";"1278107000";""
"Malaysia";"1973";"1019657000";""
"Malaysia";"1972";"939925000";""
"Malaysia";"1971";"701049000";""
"Malaysia";"1970";"501773000";""
"Maldives";"2014";"1025533000";""
"Maldives";"2013";"821062000";""
"Maldives";"2012";"844789000";""
"Maldives";"2011";"973839000";""
"Maldives";"2010";"994326000";""
"Maldives";"2009";"965065000";""
"Maldives";"2008";"898647000";""
"Maldives";"2007";"831640000";""
"Maldives";"2006";"556397000";""
"Maldives";"2005";"362338000";""
"Maldives";"2004";"339687000";""
"Maldives";"2003";"292924000";""
"Maldives";"2002";"271505000";""
"Maldives";"2001";"235280000";""
"Maldives";"2000";"206372000";""
"Maldives";"1999";"219242000";""
"Maldives";"1998";"193600000";""
"Maldives";"1997";"171334000";""
"Maldives";"1996";"168203000";""
"Maldives";"1995";"154868000";""
"Maldives";"1994";"123524000";""
"Maldives";"1993";"112349000";""
"Maldives";"1992";"94899000";""
"Maldives";"1991";"81243000";""
"Maldives";"1990";"77967000";""
"Maldives";"1989";"66800000";""
"Maldives";"1988";"71361000";""
"Maldives";"1987";"72837000";""
"Maldives";"1986";"68686000";""
"Maldives";"1985";"83066000";""
"Maldives";"1984";"82808000";""
"Maldives";"1983";"77222000";""
"Maldives";"1982";"65069000";""
"Maldives";"1981";"38886000";""
"Maldives";"1980";"25763000";""
"Maldives";"1979";"12814000";""
"Maldives";"1978";"8885000";""
"Mali";"2014";"3416256000";""
"Mali";"2013";"3430306000";""
"Mali";"2012";"3056992000";""
"Mali";"2011";"2921941000";""
"Mali";"2010";"2455770000";""
"Mali";"2009";"2210303000";""
"Mali";"2008";"2055382000";""
"Mali";"2007";"1850254000";""
"Mali";"2006";"1603838000";"6"
"Mali";"2005";"3223563000";""
"Mali";"2004";"3289431000";""
"Mali";"2003";"3076153000";""
"Mali";"2002";"2792059000";""
"Mali";"2001";"2878082000";""
"Mali";"2000";"2981178000";""
"Mali";"1999";"3217983000";""
"Mali";"1998";"3204823000";""
"Mali";"1997";"3152287000";""
"Mali";"1996";"3006608000";""
"Mali";"1995";"2958177000";""
"Mali";"1994";"2694510000";""
"Mali";"1993";"2903222000";""
"Mali";"1992";"2900466000";""
"Mali";"1991";"2599268000";""
"Mali";"1990";"2468005000";""
"Mali";"1989";"2127519000";""
"Mali";"1988";"2019875000";""
"Mali";"1987";"2049083000";""
"Mali";"1986";"1743109000";""
"Mali";"1985";"1456138000";""
"Mali";"1984";"1237245000";""
"Mali";"1983";"988421000";""
"Mali";"1982";"875178000";""
"Mali";"1981";"830266000";""
"Mali";"1980";"727064000";""
"Mali";"1979";"567286000";""
"Mali";"1978";"564050000";""
"Mali";"1977";"471755000";""
"Mali";"1976";"373796000";""
"Mali";"1975";"356082000";""
"Mali";"1974";"349030000";""
"Mali";"1973";"301153000";""
"Mali";"1972";"268461000";""
"Mali";"1971";"270908000";""
"Mali";"1970";"247327000";""
"Mauritania";"2014";"3521909000";""
"Mauritania";"2013";"3528686000";""
"Mauritania";"2012";"3308464000";""
"Mauritania";"2011";"2814577000";""
"Mauritania";"2010";"2683433000";""
"Mauritania";"2009";"2288781000";""
"Mauritania";"2008";"2000565000";""
"Mauritania";"2007";"1719436000";""
"Mauritania";"2006";"1598821000";"6"
"Mauritania";"2005";"2321440000";""
"Mauritania";"2004";"2337971000";""
"Mauritania";"2003";"2358115000";""
"Mauritania";"2002";"2278378000";""
"Mauritania";"2001";"2296088000";""
"Mauritania";"2000";"2389592000";""
"Mauritania";"1999";"2544449000";""
"Mauritania";"1998";"2389607000";""
"Mauritania";"1997";"2492270000";""
"Mauritania";"1996";"2455389000";""
"Mauritania";"1995";"2395373000";""
"Mauritania";"1994";"2259267000";""
"Mauritania";"1993";"2173485000";""
"Mauritania";"1992";"2104440000";""
"Mauritania";"1991";"2205199000";""
"Mauritania";"1990";"2113524000";""
"Mauritania";"1989";"1971950000";""
"Mauritania";"1988";"2051136000";""
"Mauritania";"1987";"2028383000";""
"Mauritania";"1986";"1746214000";""
"Mauritania";"1985";"1454647000";""
"Mauritania";"1984";"1320993000";""
"Mauritania";"1983";"1277250000";""
"Mauritania";"1982";"1136811000";""
"Mauritania";"1981";"964380000";""
"Mauritania";"1980";"839481000";""
"Mauritania";"1979";"716478000";""
"Mauritania";"1978";"682624000";""
"Mauritania";"1977";"522569000";""
"Mauritania";"1976";"407018000";""
"Mauritania";"1975";"188224000";""
"Mauritania";"1974";"167766000";""
"Mauritania";"1973";"105096000";""
"Mauritania";"1972";"55904000";""
"Mauritania";"1971";"38922000";""
"Mauritania";"1970";"26314000";""
"Mauritius";"2014";"11288438000";""
"Mauritius";"2013";"10916028000";""
"Mauritius";"2012";"10218372000";""
"Mauritius";"2011";"9574142000";""
"Mauritius";"2010";"2733923000";""
"Mauritius";"2009";"2265007000";""
"Mauritius";"2008";"670775000";""
"Mauritius";"2007";"714362000";""
"Mauritius";"2006";"670171000";""
"Mauritius";"2005";"805000000";""
"Mauritius";"2004";"948588000";""
"Mauritius";"2003";"1003326000";""
"Mauritius";"2002";"931115000";""
"Mauritius";"2001";"867308000";""
"Mauritius";"2000";"966764000";""
"Mauritius";"1999";"1292871000";""
"Mauritius";"1998";"1281159000";""
"Mauritius";"1997";"1339676000";""
"Mauritius";"1996";"1398985000";""
"Mauritius";"1995";"1415083000";""
"Mauritius";"1994";"1098539000";""
"Mauritius";"1993";"891126000";""
"Mauritius";"1992";"943715000";""
"Mauritius";"1991";"991773000";""
"Mauritius";"1990";"932293000";""
"Mauritius";"1989";"812914000";""
"Mauritius";"1988";"824026000";""
"Mauritius";"1987";"785231000";""
"Mauritius";"1986";"634221000";""
"Mauritius";"1985";"577757000";""
"Mauritius";"1984";"510117000";""
"Mauritius";"1983";"512033000";""
"Mauritius";"1982";"550036000";""
"Mauritius";"1981";"504757000";""
"Mauritius";"1980";"420230000";""
"Mauritius";"1979";"306193000";""
"Mauritius";"1978";"190057000";""
"Mauritius";"1977";"101516000";""
"Mauritius";"1976";"64922000";""
"Mauritius";"1975";"52179000";""
"Mauritius";"1974";"47814000";""
"Mauritius";"1973";"42350000";""
"Mauritius";"1972";"35860000";""
"Mauritius";"1971";"33286000";""
"Mauritius";"1970";"31738000";""
"Mexico";"2014";"432602236000";""
"Mexico";"2013";"406042143000";""
"Mexico";"2012";"348945146000";""
"Mexico";"2011";"291833290000";""
"Mexico";"2010";"245906481000";""
"Mexico";"2009";"193342946000";"21"
"Mexico";"2008";"197671890000";""
"Mexico";"2007";"196080703000";""
"Mexico";"2006";"170608370000";""
"Mexico";"2005";"170520204000";""
"Mexico";"2004";"165602737000";""
"Mexico";"2003";"158369264000";""
"Mexico";"2002";"156970661000";""
"Mexico";"2001";"165913875000";""
"Mexico";"2000";"152260437000";""
"Mexico";"1999";"167187656000";""
"Mexico";"1998";"159250431000";""
"Mexico";"1997";"147773789000";""
"Mexico";"1996";"156339589000";""
"Mexico";"1995";"164954676000";""
"Mexico";"1994";"138135524000";""
"Mexico";"1993";"130124346000";""
"Mexico";"1992";"111919243000";""
"Mexico";"1991";"114219788000";""
"Mexico";"1990";"104604453000";""
"Mexico";"1989";"94016246000";""
"Mexico";"1988";"99399527000";""
"Mexico";"1987";"109652607000";""
"Mexico";"1986";"101083076000";""
"Mexico";"1985";"97063213000";""
"Mexico";"1984";"94966519000";""
"Mexico";"1983";"93108281000";""
"Mexico";"1982";"86274651000";""
"Mexico";"1981";"78412643000";""
"Mexico";"1980";"57574362000";""
"Mexico";"1979";"42974451000";""
"Mexico";"1978";"35905340000";""
"Mexico";"1977";"31382400000";""
"Mexico";"1976";"24139106000";""
"Mexico";"1975";"18381409000";""
"Mexico";"1974";"14080544000";""
"Mexico";"1973";"10667131000";""
"Mexico";"1972";"8351504000";""
"Mexico";"1971";"7627450000";""
"Mexico";"1970";"7097272000";""
"Middle East & North Africa (developing only)";"2014";"187877976000";""
"Middle East & North Africa (developing only)";"2013";"188937509000";""
"Middle East & North Africa (developing only)";"2012";"172509321000";""
"Middle East & North Africa (developing only)";"2011";"165675261000";""
"Middle East & North Africa (developing only)";"2010";"167918035000";""
"Middle East & North Africa (developing only)";"2009";"160636647000";""
"Middle East & North Africa (developing only)";"2008";"148710699000";""
"Middle East & North Africa (developing only)";"2007";"156284536000";""
"Middle East & North Africa (developing only)";"2006";"144687210000";""
"Middle East & North Africa (developing only)";"2005";"150576903000";""
"Middle East & North Africa (developing only)";"2004";"171617553000";""
"Middle East & North Africa (developing only)";"2003";"161334218000";""
"Middle East & North Africa (developing only)";"2002";"151031164000";""
"Middle East & North Africa (developing only)";"2001";"140717544000";""
"Middle East & North Africa (developing only)";"2000";"143659447000";""
"Middle East & North Africa (developing only)";"1999";"148675545000";""
"Middle East & North Africa (developing only)";"1998";"153377796000";""
"Middle East & North Africa (developing only)";"1997";"145187624000";""
"Middle East & North Africa (developing only)";"1996";"157193240000";""
"Middle East & North Africa (developing only)";"1995";"161498535000";""
"Middle East & North Africa (developing only)";"1994";"154455132000";""
"Middle East & North Africa (developing only)";"1993";"146502243000";""
"Middle East & North Africa (developing only)";"1992";"141555931000";""
"Middle East & North Africa (developing only)";"1991";"140115276000";""
"Middle East & North Africa (developing only)";"1990";"136569058000";""
"Middle East & North Africa (developing only)";"1989";"140056732000";""
"Middle East & North Africa (developing only)";"1988";"134797630000";""
"Middle East & North Africa (developing only)";"1987";"130163451000";""
"Middle East & North Africa (developing only)";"1986";"114675970000";""
"Middle East & North Africa (developing only)";"1985";"100462781000";""
"Middle East & North Africa (developing only)";"1984";"87035242000";""
"Middle East & North Africa (developing only)";"1983";"86277930000";""
"Middle East & North Africa (developing only)";"1982";"81432692000";""
"Middle East & North Africa (developing only)";"1981";"68222598000";""
"Middle East & North Africa (developing only)";"1980";"63906421000";""
"Middle East & North Africa (developing only)";"1979";"50227671000";""
"Middle East & North Africa (developing only)";"1978";"42774759000";""
"Middle East & North Africa (developing only)";"1977";"33635405000";""
"Middle East & North Africa (developing only)";"1976";"19326864000";""
"Middle East & North Africa (developing only)";"1975";"14895007000";""
"Middle East & North Africa (developing only)";"1974";"9415346000";""
"Middle East & North Africa (developing only)";"1973";"8200119000";""
"Middle East & North Africa (developing only)";"1972";"6205476000";""
"Middle East & North Africa (developing only)";"1971";"5735505000";""
"Middle East & North Africa (developing only)";"1970";"4794132000";""
"Middle income";"2014";"5226285349030.8";""
"Middle income";"2013";"4900950548258.4";""
"Middle income";"2012";"4426445380526.1";""
"Middle income";"2011";"3984117692873.8";""
"Middle income";"2010";"3545136157846.3";""
"Middle income";"2009";"3052898511815.1";""
"Middle income";"2008";"2796129337213.5";""
"Middle income";"2007";"2585815211253";""
"Middle income";"2006";"2168907103785.7";""
"Middle income";"2005";"1973427905772.8";""
"Middle income";"2004";"1959651398468.5";""
"Middle income";"2003";"1835590548312.7";""
"Middle income";"2002";"1713006406747.9";""
"Middle income";"2001";"1656507781664.8";""
"Middle income";"2000";"1637496418801.7";""
"Middle income";"1999";"1676468373530.7";""
"Middle income";"1998";"1651686841362.2";""
"Middle income";"1997";"1547696596015.3";""
"Middle income";"1996";"1510451892012";""
"Middle income";"1995";"1462929593823.3";""
"Middle income";"1994";"1319262275138.8";""
"Middle income";"1993";"1192435575965.5";""
"Middle income";"1992";"1085638047593.7";""
"Middle income";"1991";"1038524476761.1";""
"Middle income";"1990";"985079758378.5";""
"Middle income";"1989";"905577170299.6";""
"Middle income";"1988";"854773480714.4";""
"Middle income";"1987";"853474317975.5";""
"Middle income";"1986";"745500896099";""
"Middle income";"1985";"669991101750.5";""
"Middle income";"1984";"609703570864.4";""
"Middle income";"1983";"586864554855.5";""
"Middle income";"1982";"539696353931.5";""
"Middle income";"1981";"475408262666.2";""
"Middle income";"1980";"406372998951.8";""
"Middle income";"1979";"328146831076";""
"Middle income";"1978";"283291025764.5";""
"Middle income";"1977";"232439758813.6";""
"Middle income";"1976";"173778336656.2";""
"Middle income";"1975";"142458541177.4";""
"Middle income";"1974";"114783106305.7";""
"Middle income";"1973";"91685509622.8";""
"Middle income";"1972";"76111836547.7";""
"Middle income";"1971";"65040118524.7";""
"Middle income";"1970";"55907218057.1";""
"Moldova";"2014";"6463445000";""
"Moldova";"2013";"6490627000";""
"Moldova";"2012";"5759967000";""
"Moldova";"2011";"5208778000";""
"Moldova";"2010";"4724733000";""
"Moldova";"2009";"3715120000";""
"Moldova";"2008";"3724454000";""
"Moldova";"2007";"3365276000";""
"Moldova";"2006";"2622104000";""
"Moldova";"2005";"2219300000";""
"Moldova";"2004";"2111450000";""
"Moldova";"2003";"2113537000";""
"Moldova";"2002";"1961922000";""
"Moldova";"2001";"1786071000";""
"Moldova";"2000";"1843209000";""
"Moldova";"1999";"1179445000";""
"Moldova";"1998";"1061525000";""
"Moldova";"1997";"1073844000";""
"Moldova";"1996";"840822000";""
"Moldova";"1995";"695157000";""
"Moldova";"1994";"502493000";""
"Moldova";"1993";"277649000";""
"Moldova";"1992";"38504000";""
"Mongolia";"2014";"20826128000";""
"Mongolia";"2013";"18892673000";""
"Mongolia";"2012";"15384510000";""
"Mongolia";"2011";"9626575000";""
"Mongolia";"2010";"5927962000";""
"Mongolia";"2009";"2985758000";""
"Mongolia";"2008";"2183512000";""
"Mongolia";"2007";"1741843000";""
"Mongolia";"2006";"1494386000";""
"Mongolia";"2005";"1396368000";""
"Mongolia";"2004";"1593614000";""
"Mongolia";"2003";"1544707000";""
"Mongolia";"2002";"1102127000";""
"Mongolia";"2001";"946236000";""
"Mongolia";"2000";"959973000";""
"Mongolia";"1999";"981028000";""
"Mongolia";"1998";"726729000";""
"Mongolia";"1997";"606209000";""
"Mongolia";"1996";"534110000";""
"Mongolia";"1995";"530709000";""
"Mongolia";"1994";"464446000";""
"Mongolia";"1993";"387586000";""
"Mongolia";"1992";"354767000";""
"Montenegro";"2014";"2454474000";""
"Montenegro";"2013";"3023216000";""
"Montenegro";"2012";"2830158000";""
"Montenegro";"2011";"2353590000";""
"Montenegro";"2010";"1603308000";""
"Montenegro";"2009";"2356696000";""
"Montenegro";"2008";"1502101000";""
"Montenegro";"2007";"1299340000";""
"Montenegro";"2006";"875742000";""
"Montenegro";"2005";"424887000";""
"Montenegro";"2004";"449558000";""
"Montenegro";"2003";"391122000";""
"Montenegro";"2002";"320606000";""
"Montenegro";"2001";"32452000";""
"Montenegro";"2000";"33644000";""
"Montenegro";"1999";"35441000";""
"Montenegro";"1998";"0";""
"Montenegro";"1997";"0";""
"Montenegro";"1996";"0";""
"Montenegro";"1995";"0";""
"Montenegro";"1994";"0";""
"Montenegro";"1993";"0";""
"Montenegro";"1992";"0";""
"Montenegro";"1991";"0";""
"Montenegro";"1990";"0";""
"Montenegro";"1989";"0";""
"Montenegro";"1988";"0";""
"Montenegro";"1987";"0";""
"Montenegro";"1986";"0";""
"Montenegro";"1985";"0";""
"Montenegro";"1984";"0";""
"Montenegro";"1983";"0";""
"Montenegro";"1982";"0";""
"Montenegro";"1981";"0";""
"Montenegro";"1980";"0";""
"Montenegro";"1979";"0";""
"Montenegro";"1978";"0";""
"Montenegro";"1977";"0";""
"Montenegro";"1976";"0";""
"Montenegro";"1975";"0";""
"Montenegro";"1974";"0";""
"Montenegro";"1973";"0";""
"Montenegro";"1972";"0";""
"Montenegro";"1971";"0";""
"Montenegro";"1970";"0";""
"Morocco";"2014";"42771806000";""
"Morocco";"2013";"39242839000";""
"Morocco";"2012";"33815227000";""
"Morocco";"2011";"29902854000";""
"Morocco";"2010";"27249685000";""
"Morocco";"2009";"24662214000";""
"Morocco";"2008";"20956808000";""
"Morocco";"2007";"20679213000";""
"Morocco";"2006";"17944740000";""
"Morocco";"2005";"16253549000";""
"Morocco";"2004";"16969211000";""
"Morocco";"2003";"18331586000";""
"Morocco";"2002";"18103497000";""
"Morocco";"2001";"18737911000";""
"Morocco";"2000";"20617744000";""
"Morocco";"1999";"22873306000";""
"Morocco";"1998";"23458372000";""
"Morocco";"1997";"23313932000";""
"Morocco";"1996";"24108024000";""
