"Country or Area";"Year";"Value";"Value Footnotes"
"Afghanistan";"2014";"138.4757386362";""
"Afghanistan";"2013";"135.9150942926";""
"Afghanistan";"2012";"137.0147898649";""
"Afghanistan";"2011";"145.2391886649";""
"Afghanistan";"2010";"143.5900624397";"2"
"Afghanistan";"2009";"138.7710582931";"2"
"Afghanistan";"2008";"128.4665795731";"2"
"Afghanistan";"2007";"128.7292521939";"2"
"Afghanistan";"2006";"126.6433000686";"2"
"Afghanistan";"2005";"119.74570637";"2"
"Afghanistan";"2004";"121.5647052744";"2"
"Afghanistan";"2003";"111.9422452916";"2"
"Afghanistan";"2002";"115.5862087015";"2"
"Afghanistan";"2001";"116.15984007";"2"
"Afghanistan";"2000";"100";"2"
"Albania";"2014";"89.8460358945";""
"Albania";"2013";"92.2724519728";""
"Albania";"2012";"93.370505272";""
"Albania";"2011";"91.8231697796";""
"Albania";"2010";"91.8635194168";"2"
"Albania";"2009";"88.7324483616";"2"
"Albania";"2008";"88.8077418283";"2"
"Albania";"2007";"89.6657119415";"2"
"Albania";"2006";"91.0721585104";"2"
"Albania";"2005";"91.2771538151";"2"
"Albania";"2004";"92.3965209863";"2"
"Albania";"2003";"94.3145694835";"2"
"Albania";"2002";"98.7138707791";"2"
"Albania";"2001";"98.8561005046";"2"
"Albania";"2000";"100";"2"
"Algeria";"2014";"264.5231118791";""
"Algeria";"2013";"283.2325811632";""
"Algeria";"2012";"290.9034635697";""
"Algeria";"2011";"262.5226378556";""
"Algeria";"2010";"225.0760125313";"2"
"Algeria";"2009";"171.2309049181";"2"
"Algeria";"2008";"231.4292699283";"2"
"Algeria";"2007";"189.5236718712";"2"
"Algeria";"2006";"190.1892510525";"2"
"Algeria";"2005";"165.0610263057";"2"
"Algeria";"2004";"129.7084035074";"2"
"Algeria";"2003";"116.0340263615";"2"
"Algeria";"2002";"101.3521699647";"2"
"Algeria";"2001";"103.9153439153";"2"
"Algeria";"2000";"100";"2"
"Algeria";"1999";"59.4339622642";"2"
"Algeria";"1998";"50.9259259259";"2"
"Algeria";"1997";"70.7547169811";"2"
"Algeria";"1996";"67.5438596491";"2"
"Algeria";"1995";"57.8947368421";"2"
"Algeria";"1994";"57.4074074074";"2"
"Algeria";"1993";"58.5585585586";"2"
"Algeria";"1992";"70.5882352941";"2"
"Algeria";"1991";"81.1881188119";"2"
"Algeria";"1990";"73.9495798319";"2"
"Algeria";"1989";"59.0909090909";"2"
"Algeria";"1988";"57.4074074074";"2"
"Algeria";"1987";"63.1067961165";"2"
"Algeria";"1986";"67.0454545455";"2"
"Algeria";"1985";"136.1111111111";"2"
"Algeria";"1984";"139.7260273973";"2"
"Algeria";"1983";"168.253968254";"2"
"Algeria";"1982";"165.7142857143";"2"
"Algeria";"1981";"194.4444444444";"2"
"Algeria";"1980";"168.3544303797";"2"
"American Samoa";"2014";"137.3083102109";""
"American Samoa";"2013";"137.7306795192";""
"American Samoa";"2012";"137.2745736615";""
"American Samoa";"2011";"136.2595377869";""
"American Samoa";"2010";"156.7067071312";"2"
"American Samoa";"2009";"152.9434765449";"2"
"American Samoa";"2008";"150.7633188851";"2"
"American Samoa";"2007";"170.7244612829";"2"
"American Samoa";"2006";"172.5833113234";"2"
"American Samoa";"2005";"107.3546377396";"2"
"American Samoa";"2004";"116.7638383587";"2"
"American Samoa";"2003";"113.1513176877";"2"
"American Samoa";"2002";"101.295268629";"2"
"American Samoa";"2001";"102.174294166";"2"
"American Samoa";"2000";"100";"2"
"Andorra";"2004";"95.0865527984";"2"
"Andorra";"2003";"98.9599586747";"2"
"Andorra";"2002";"100.7626920886";"2"
"Andorra";"2001";"99.6491463095";"2"
"Andorra";"2000";"100";"2"
"Angola";"2014";"239.8120718517";""
"Angola";"2013";"252.636246817";""
"Angola";"2012";"257.3388863648";""
"Angola";"2011";"253.524574808";""
"Angola";"2010";"200.8418085536";"2"
"Angola";"2009";"166.1917840747";"2"
"Angola";"2008";"240.3077547503";"2"
"Angola";"2007";"199.8290856956";"2"
"Angola";"2006";"189.2932815288";"2"
"Angola";"2005";"166.6673169017";"2"
"Angola";"2004";"121.6479841753";"2"
"Angola";"2003";"101.7262019568";"2"
"Angola";"2002";"92.4703516921";"2"
"Angola";"2001";"91.4672216441";"2"
"Angola";"2000";"100";"2"
"Angola";"1999";"60";"2"
"Angola";"1998";"44.3298969072";"2"
"Angola";"1997";"68.3168316832";"2"
"Angola";"1996";"86.5384615385";"2"
"Angola";"1995";"80.7692307692";"2"
"Angola";"1994";"68.5714285714";"2"
"Angola";"1993";"61.7021276596";"2"
"Angola";"1992";"66.6666666667";"2"
"Angola";"1991";"63.5761589404";"2"
"Angola";"1990";"94.2528735632";"2"
"Angola";"1989";"121.3114754098";"2"
"Angola";"1988";"106.6666666667";"2"
"Angola";"1987";"84.9315068493";"2"
"Angola";"1986";"85.2941176471";"2"
"Angola";"1985";"118.8679245283";"2"
"Antigua and Barbuda";"2014";"57.0246035927";""
"Antigua and Barbuda";"2013";"59.3755495497";""
"Antigua and Barbuda";"2012";"63.7614542138";""
"Antigua and Barbuda";"2011";"64.8722825427";""
"Antigua and Barbuda";"2010";"73.1127572905";"2"
"Antigua and Barbuda";"2009";"81.4755624347";"2"
"Antigua and Barbuda";"2008";"81.9077524073";"2"
"Antigua and Barbuda";"2007";"80.918157023";"2"
"Antigua and Barbuda";"2006";"79.6335324353";"2"
"Antigua and Barbuda";"2005";"78.5429194459";"2"
"Antigua and Barbuda";"2004";"85.0697831637";"2"
"Antigua and Barbuda";"2003";"88.4818266625";"2"
"Antigua and Barbuda";"2002";"93.1401473865";"2"
"Antigua and Barbuda";"2001";"92.1371599984";"2"
"Antigua and Barbuda";"2000";"100";"2"
"Argentina";"2014";"170.2755483564";""
"Argentina";"2013";"174.0257502555";""
"Argentina";"2012";"177.9632240419";""
"Argentina";"2011";"175.4203564847";""
"Argentina";"2010";"148.735231645";"2"
"Argentina";"2009";"141.3192754205";"2"
"Argentina";"2008";"169.9395313215";"2"
"Argentina";"2007";"136.0798619957";"2"
"Argentina";"2006";"121.9867318647";"2"
"Argentina";"2005";"112.4334965738";"2"
"Argentina";"2004";"110.8273408172";"2"
"Argentina";"2003";"100.8022534173";"2"
"Argentina";"2002";"92.8663202839";"2"
"Argentina";"2001";"96.5843214784";"2"
"Argentina";"2000";"100";"2"
"Argentina";"1999";"91";"2"
"Argentina";"1998";"95.1923076923";"2"
"Argentina";"1997";"100";"2"
"Argentina";"1996";"100";"2"
"Argentina";"1995";"91.5966386555";"2"
"Argentina";"1994";"97.247706422";"2"
"Argentina";"1993";"96.0784313725";"2"
"Argentina";"1992";"93.2692307692";"2"
"Argentina";"1991";"92.0792079208";"2"
"Argentina";"1990";"63.5593220339";"2"
"Argentina";"1989";"69.0909090909";"2"
"Argentina";"1988";"75";"2"
"Argentina";"1987";"82.1782178218";"2"
"Argentina";"1986";"91.3043478261";"2"
"Argentina";"1985";"94.1176470588";"2"
"Argentina";"1984";"83.7209302326";"2"
"Argentina";"1983";"83.908045977";"2"
"Argentina";"1982";"79.0697674419";"2"
"Argentina";"1981";"86.8131868132";"2"
"Argentina";"1980";"106.25";"2"
"Armenia";"2014";"112.7499336159";""
"Armenia";"2013";"114.7359074082";""
"Armenia";"2012";"119.0211835927";""
"Armenia";"2011";"126.0386542811";""
"Armenia";"2010";"127.0879526381";"2"
"Armenia";"2009";"112.3797805895";"2"
"Armenia";"2008";"114.8142595035";"2"
"Armenia";"2007";"112.3133312514";"2"
"Armenia";"2006";"112.7681873581";"2"
"Armenia";"2005";"101.0773071587";"2"
"Armenia";"2004";"105.5844325902";"2"
"Armenia";"2003";"99.3994416824";"2"
"Armenia";"2002";"99.9217632093";"2"
"Armenia";"2001";"98.9084747299";"2"
"Armenia";"2000";"100";"2"
"Aruba";"2014";"133.4793377575";""
"Aruba";"2013";"114.4858519122";""
"Aruba";"2012";"109.9144266832";""
"Aruba";"2011";"108.0310144414";""
"Aruba";"2010";"98.5118133598";"2"
"Aruba";"2009";"94.1217913232";"2"
"Aruba";"2008";"132.4299266166";"2"
"Aruba";"2007";"119.3829240515";"2"
"Aruba";"2006";"119.6496732709";"2"
"Aruba";"2005";"115.9100604436";"2"
"Aruba";"2004";"101.8701711659";"2"
"Aruba";"2003";"96.1375777396";"2"
"Aruba";"2002";"89.1431411786";"2"
"Aruba";"2001";"92.8782641501";"2"
"Aruba";"2000";"100";"2"
"Australia";"2014";"165.0740496659";""
"Australia";"2013";"176.9916007623";""
"Australia";"2012";"181.9911308727";""
"Australia";"2011";"200.4326852485";""
"Australia";"2010";"178.9001644788";"2"
"Australia";"2009";"162.9756368157";"2"
"Australia";"2008";"174.6305017351";"2"
"Australia";"2007";"152.3912420323";"2"
"Australia";"2006";"145.5161197847";"2"
"Australia";"2005";"131.0849231918";"2"
"Australia";"2004";"116.1755043058";"2"
"Australia";"2003";"105.9235049661";"2"
"Australia";"2002";"105.8494737968";"2"
"Australia";"2001";"104.0752706158";"2"
"Australia";"2000";"100";"2"
"Austria";"2014";"87.7416133223";""
"Austria";"2013";"87.7514290681";""
"Austria";"2012";"87.4328057739";""
"Austria";"2011";"88.6635689707";""
"Austria";"2010";"91.3734392736";"2"
"Austria";"2009";"93.6673331465";"2"
"Austria";"2008";"92.0136936028";"2"
"Austria";"2007";"94.4708439947";"2"
"Austria";"2006";"93.9585420169";"2"
"Austria";"2005";"95.1285121204";"2"
"Austria";"2004";"96.85803947";"2"
"Austria";"2003";"97.9963298351";"2"
"Austria";"2002";"98.8575718302";"2"
"Austria";"2001";"98.6833144154";"2"
"Austria";"2000";"100";"2"
"Azerbaijan";"2014";"184.1631324642";""
"Azerbaijan";"2013";"197.2450979757";""
"Azerbaijan";"2012";"197.9084036914";""
"Azerbaijan";"2011";"191.4046932971";""
"Azerbaijan";"2010";"155.3012275032";"2"
"Azerbaijan";"2009";"126.9982148425";"2"
"Azerbaijan";"2008";"189.9246913816";"2"
"Azerbaijan";"2007";"153.0969014659";"2"
"Azerbaijan";"2006";"150.3063477349";"2"
"Azerbaijan";"2005";"136.5499006123";"2"
"Azerbaijan";"2004";"111.5742682854";"2"
"Azerbaijan";"2003";"95.943517027";"2"
"Azerbaijan";"2002";"90.1435429051";"2"
"Azerbaijan";"2001";"87.1412451465";"2"
"Azerbaijan";"2000";"100";"2"
"Bahamas, The";"2014";"81.042431622";""
"Bahamas, The";"2013";"81.5661013137";""
"Bahamas, The";"2012";"87.484906918";""
"Bahamas, The";"2011";"87.5644625144";""
"Bahamas, The";"2010";"82.9349335523";"2"
"Bahamas, The";"2009";"81.8224883557";"2"
"Bahamas, The";"2008";"89.8834547712";"2"
"Bahamas, The";"2007";"91.2189431375";"2"
"Bahamas, The";"2006";"93.0744067289";"2"
"Bahamas, The";"2005";"95.8553828469";"2"
"Bahamas, The";"2004";"99.2979494196";"2"
"Bahamas, The";"2003";"99.1290514087";"2"
"Bahamas, The";"2002";"93.3146157893";"2"
"Bahamas, The";"2001";"96.6372497637";"2"
"Bahamas, The";"2000";"100";"2"
"Bahrain";"2014";"125.4128622554";""
"Bahrain";"2013";"125.7590795624";""
"Bahrain";"2012";"125.0337559536";""
"Bahrain";"2011";"127.3408544372";""
"Bahrain";"2010";"125.7139690432";"2"
"Bahrain";"2009";"110.9115140493";"2"
"Bahrain";"2008";"142.8221156353";"2"
"Bahrain";"2007";"127.3120288554";"2"
"Bahrain";"2006";"129.5941845435";"2"
"Bahrain";"2005";"116.0841670797";"2"
"Bahrain";"2004";"105.2859336132";"2"
"Bahrain";"2003";"95.5953338179";"2"
"Bahrain";"2002";"92.5018482213";"2"
"Bahrain";"2001";"95.240671228";"2"
"Bahrain";"2000";"100";"2"
"Bangladesh";"2014";"59.3175150716";""
"Bangladesh";"2013";"59.571612919";""
"Bangladesh";"2012";"60.402894518";""
"Bangladesh";"2011";"56.2798414903";""
"Bangladesh";"2010";"60.9921188891";"2"
"Bangladesh";"2009";"66.9940341224";"2"
"Bangladesh";"2008";"58.7483654652";"2"
"Bangladesh";"2007";"68.0573471478";"2"
"Bangladesh";"2006";"75.1623875755";"2"
"Bangladesh";"2005";"80.4711470125";"2"
"Bangladesh";"2004";"86.4638835603";"2"
"Bangladesh";"2003";"92.9831794064";"2"
"Bangladesh";"2002";"102.7699372268";"2"
"Bangladesh";"2001";"103.6046398819";"2"
"Bangladesh";"2000";"100";"2"
"Bangladesh";"1999";"108.6956521739";"2"
"Bangladesh";"1998";"113.7931034483";"2"
"Bangladesh";"1997";"114.2857142857";"2"
"Bangladesh";"1996";"110.9756097561";"2"
"Bangladesh";"1995";"111.8421052632";"2"
"Bangladesh";"1994";"114.2857142857";"2"
"Bangladesh";"1993";"124.2424242424";"2"
"Bangladesh";"1992";"123.5294117647";"2"
"Bangladesh";"1991";"126.8656716418";"2"
"Bangladesh";"1990";"117.3913043478";"2"
"Bangladesh";"1989";"124.6153846154";"2"
"Bangladesh";"1988";"128.5714285714";"2"
"Bangladesh";"1987";"128.813559322";"2"
"Bangladesh";"1986";"132.7272727273";"2"
"Bangladesh";"1985";"162.2641509434";"2"
"Bangladesh";"1984";"135.8490566038";"2"
"Bangladesh";"1983";"129.6296296296";"2"
"Bangladesh";"1982";"137.7358490566";"2"
"Bangladesh";"1981";"132.7586206897";"2"
"Bangladesh";"1980";"136.6666666667";"2"
"Barbados";"2014";"113.6426815262";""
"Barbados";"2013";"113.7194604986";""
"Barbados";"2012";"115.3947985526";""
"Barbados";"2011";"110.6537248946";""
"Barbados";"2010";"117.5846193849";"2"
"Barbados";"2009";"125.7185277126";"2"
"Barbados";"2008";"121.3440551194";"2"
"Barbados";"2007";"120.0329299569";"2"
"Barbados";"2006";"121.8289639606";"2"
"Barbados";"2005";"118.3306375923";"2"
"Barbados";"2004";"107.5506847979";"2"
"Barbados";"2003";"100.7911365179";"2"
"Barbados";"2002";"96.5405556545";"2"
"Barbados";"2001";"97.7930289597";"2"
"Barbados";"2000";"100";"2"
"Belarus";"2014";"116.886218797";""
"Belarus";"2013";"116.886218797";""
"Belarus";"2012";"119.2740884354";""
"Belarus";"2011";"110.1265736849";""
"Belarus";"2010";"101.1877284182";"2"
"Belarus";"2009";"99.1709885971";"2"
"Belarus";"2008";"111.5337676634";"2"
"Belarus";"2007";"100.4891635137";"2"
"Belarus";"2006";"103.0702207957";"2"
"Belarus";"2005";"99.2762249382";"2"
"Belarus";"2004";"98.3639120941";"2"
"Belarus";"2003";"98.3639120941";"2"
"Belarus";"2002";"99.8952184179";"2"
"Belarus";"2001";"99.7933884298";"2"
"Belarus";"2000";"100";"2"
"Belgium";"2014";"95.3973633507";""
"Belgium";"2013";"94.7194951509";""
"Belgium";"2012";"94.562380703";""
"Belgium";"2011";"95.1274542227";""
"Belgium";"2010";"96.4622641509";"2"
"Belgium";"2009";"98.3495693191";"2"
"Belgium";"2008";"96.4622641509";"2"
"Belgium";"2007";"99.3417347226";"2"
"Belgium";"2006";"98.127200749";"2"
"Belgium";"2005";"98.9663635589";"2"
"Belgium";"2004";"100.4184969388";"2"
"Belgium";"2003";"101.5957757332";"2"
"Belgium";"2002";"101.6572942888";"2"
"Belgium";"2001";"100.2975107979";"2"
"Belgium";"2000";"100";"2"
"Belize";"2014";"100.3470729087";""
"Belize";"2013";"99.3364600593";""
"Belize";"2012";"100.3079340972";""
"Belize";"2011";"102.2344743441";""
"Belize";"2010";"99.0887729281";"2"
"Belize";"2009";"94.4725645835";"2"
"Belize";"2008";"86.6928403449";"2"
"Belize";"2007";"88.0420975672";"2"
"Belize";"2006";"92.8905333681";"2"
"Belize";"2005";"84.9422703555";"2"
"Belize";"2004";"87.7819735662";"2"
"Belize";"2003";"87.9621602677";"2"
"Belize";"2002";"97.4570952043";"2"
"Belize";"2001";"104.7917799814";"2"
"Belize";"2000";"100";"2"
"Benin";"2014";"114.9683974584";""
"Benin";"2013";"113.6322408905";""
"Benin";"2012";"115.7741821846";""
"Benin";"2011";"126.7204807176";""
"Benin";"2010";"120.5035534386";"2"
"Benin";"2009";"107.8633649026";"2"
"Benin";"2008";"105.7985820033";"2"
"Benin";"2007";"106.9921759841";"2"
"Benin";"2006";"105.825350214";"2"
"Benin";"2005";"98.7183002815";"2"
"Benin";"2004";"101.0071725027";"2"
"Benin";"2003";"101.1836509963";"2"
"Benin";"2002";"89.5123100794";"2"
"Benin";"2001";"90.037594583";"2"
"Benin";"2000";"100";"2"
"Benin";"1999";"100";"2"
"Benin";"1998";"99.1304347826";"2"
"Benin";"1997";"99.0990990991";"2"
"Benin";"1996";"94.1666666667";"2"
"Benin";"1995";"106.6115702479";"2"
"Benin";"1994";"80.5309734513";"2"
"Benin";"1993";"82.3529411765";"2"
"Benin";"1992";"85.1851851852";"2"
"Benin";"1991";"94.2307692308";"2"
"Benin";"1990";"107";"2"
"Benin";"1989";"82.1782178218";"2"
"Benin";"1988";"86.2385321101";"2"
"Benin";"1987";"78.8461538462";"2"
"Benin";"1986";"82.5581395349";"2"
"Benin";"1985";"93.9393939394";"2"
"Benin";"1984";"98.4848484848";"2"
"Benin";"1983";"94.2857142857";"2"
"Benin";"1982";"93.4210526316";"2"
"Benin";"1981";"73.8461538462";"2"
"Benin";"1980";"86.3636363636";"2"
"Bermuda";"2014";"112.6187299535";""
"Bermuda";"2013";"96.8389344985";""
"Bermuda";"2012";"63.6117722051";""
"Bermuda";"2011";"70.2986524191";""
"Bermuda";"2010";"71.5582198888";"2"
"Bermuda";"2009";"71.2817949255";"2"
"Bermuda";"2008";"102.4999265469";"2"
"Bermuda";"2007";"96.9573075126";"2"
"Bermuda";"2006";"98.7265106779";"2"
"Bermuda";"2005";"95.0940731794";"2"
"Bermuda";"2004";"97.7529835198";"2"
"Bermuda";"2003";"97.3276362328";"2"
"Bermuda";"2002";"104.4842640266";"2"
"Bermuda";"2001";"105.6223233666";"2"
"Bermuda";"2000";"100";"2"
"Bhutan";"2014";"122.7454658566";""
"Bhutan";"2013";"123.2844289137";""
"Bhutan";"2012";"127.9947649632";""
"Bhutan";"2011";"139.5729411286";""
"Bhutan";"2010";"133.4337623643";"2"
"Bhutan";"2009";"126.2276845804";"2"
"Bhutan";"2008";"138.8886931758";"2"
"Bhutan";"2007";"123.0731349669";"2"
"Bhutan";"2006";"136.3876737169";"2"
"Bhutan";"2005";"135.7424642065";"2"
"Bhutan";"2004";"126.4224499449";"2"
"Bhutan";"2003";"107.9332607653";"2"
"Bhutan";"2002";"106.738158867";"2"
"Bhutan";"2001";"108.4638403342";"2"
"Bhutan";"2000";"100";"2"
"Bolivia";"2014";"202.5292183629";""
"Bolivia";"2013";"211.2678260853";""
"Bolivia";"2012";"223.3774664183";""
"Bolivia";"2011";"219.9241174798";""
"Bolivia";"2010";"201.0217117135";"2"
"Bolivia";"2009";"175.6032068099";"2"
"Bolivia";"2008";"166.5097083724";"2"
"Bolivia";"2007";"170.9701261081";"2"
"Bolivia";"2006";"163.1254693052";"2"
"Bolivia";"2005";"123.6705485336";"2"
"Bolivia";"2004";"111.5188034398";"2"
"Bolivia";"2003";"106.5840507676";"2"
"Bolivia";"2002";"101.0352860871";"2"
"Bolivia";"2001";"97.0599017383";"2"
"Bolivia";"2000";"100";"2"
"Bolivia";"1999";"97.9591836735";"2"
"Bolivia";"1998";"98.0392156863";"2"
"Bolivia";"1997";"103.7735849057";"2"
"Bolivia";"1996";"100";"2"
"Bolivia";"1995";"89.3805309735";"2"
"Bolivia";"1994";"91.2621359223";"2"
"Bolivia";"1993";"79";"2"
"Bolivia";"1992";"82.2916666667";"2"
"Bolivia";"1991";"101.0869565217";"2"
"Bolivia";"1990";"102.0202020202";"2"
"Bolivia";"1989";"113.1868131868";"2"
"Bolivia";"1988";"121.686746988";"2"
"Bolivia";"1987";"133.7662337662";"2"
"Bolivia";"1986";"136.8421052632";"2"
"Bolivia";"1985";"184.4155844156";"2"
"Bolivia";"1984";"182.9268292683";"2"
"Bolivia";"1983";"159.0909090909";"2"
"Bolivia";"1982";"185";"2"
"Bolivia";"1981";"168.9655172414";"2"
"Bolivia";"1980";"187.5";"2"
"Bosnia and Herzegovina";"2014";"98.1576509826";""
"Bosnia and Herzegovina";"2013";"98.0993902912";""
"Bosnia and Herzegovina";"2012";"98.9304104223";""
"Bosnia and Herzegovina";"2011";"101.1022282072";""
"Bosnia and Herzegovina";"2010";"100.3764016055";"2"
"Bosnia and Herzegovina";"2009";"98.6680946377";"2"
"Bosnia and Herzegovina";"2008";"98.5255799583";"2"
"Bosnia and Herzegovina";"2007";"101.2678574039";"2"
"Bosnia and Herzegovina";"2006";"102.6334008622";"2"
"Bosnia and Herzegovina";"2005";"99.4651199687";"2"
"Bosnia and Herzegovina";"2004";"100.6827121463";"2"
"Bosnia and Herzegovina";"2003";"100.6583601555";"2"
"Bosnia and Herzegovina";"2002";"99.8434928421";"2"
"Bosnia and Herzegovina";"2001";"99.2783069234";"2"
"Bosnia and Herzegovina";"2000";"100";"2"
"Botswana";"2014";"84.528255603";""
"Botswana";"2013";"81.5156798335";""
"Botswana";"2012";"82.2609102591";""
"Botswana";"2011";"82.5625931791";""
"Botswana";"2010";"85.1377870804";"2"
"Botswana";"2009";"82.1214909172";"2"
"Botswana";"2008";"81.5093383338";"2"
"Botswana";"2007";"98.4442574131";"2"
"Botswana";"2006";"93.9967677885";"2"
"Botswana";"2005";"89.6256684481";"2"
"Botswana";"2004";"93.9677074919";"2"
"Botswana";"2003";"94.8723525897";"2"
"Botswana";"2002";"97.8456756296";"2"
"Botswana";"2001";"99.562568625";"2"
"Botswana";"2000";"100";"2"
"Botswana";"1999";"100";"2"
"Botswana";"1998";"100";"2"
"Botswana";"1997";"98.1818181818";"2"
"Botswana";"1996";"93.75";"2"
"Botswana";"1995";"89.3442622951";"2"
"Botswana";"1994";"89.5652173913";"2"
"Botswana";"1993";"85.4700854701";"2"
"Botswana";"1992";"84.1666666667";"2"
"Botswana";"1991";"91.8181818182";"2"
"Botswana";"1990";"98.1308411215";"2"
"Botswana";"1989";"102.2471910112";"2"
"Botswana";"1988";"101.1235955056";"2"
"Botswana";"1987";"89.1304347826";"2"
"Botswana";"1986";"82.6666666667";"2"
"Botswana";"1985";"82.8125";"2"
"Botswana";"1984";"68.6046511628";"2"
"Botswana";"1983";"62.8865979381";"2"
"Botswana";"1982";"67.7419354839";"2"
"Botswana";"1981";"74.2574257426";"2"
"Botswana";"1980";"83.5051546392";"2"
"Brazil";"2014";"130.2488970479";""
"Brazil";"2013";"135.4608888483";""
"Brazil";"2012";"140.3205534842";""
"Brazil";"2011";"147.7602389567";""
"Brazil";"2010";"130.9420049233";"2"
"Brazil";"2009";"116.2436486108";"2"
"Brazil";"2008";"127.519183114";"2"
"Brazil";"2007";"106.9956963028";"2"
"Brazil";"2006";"107.4703890824";"2"
"Brazil";"2005";"103.161101188";"2"
"Brazil";"2004";"98.1175620991";"2"
"Brazil";"2003";"94.5818765126";"2"
"Brazil";"2002";"93.116149349";"2"
"Brazil";"2001";"97.8171473211";"2"
"Brazil";"2000";"100";"2"
"Brazil";"1999";"103.1578947368";"2"
"Brazil";"1998";"114.2857142857";"2"
"Brazil";"1997";"114.4230769231";"2"
"Brazil";"1996";"108.3333333333";"2"
"Brazil";"1995";"110.3773584906";"2"
"Brazil";"1994";"100.9523809524";"2"
"Brazil";"1993";"87.2727272727";"2"
"Brazil";"1992";"81.9672131148";"2"
"Brazil";"1991";"78.90625";"2"
"Brazil";"1990";"66.4429530201";"2"
"Brazil";"1989";"74.2647058824";"2"
"Brazil";"1988";"84.2975206612";"2"
"Brazil";"1987";"65.2482269504";"2"
"Brazil";"1986";"73.3870967742";"2"
"Brazil";"1985";"62.0689655172";"2"
"Brazil";"1984";"62.1794871795";"2"
"Brazil";"1983";"57.6687116564";"2"
"Brazil";"1982";"59.649122807";"2"
"Brazil";"1981";"61.9318181818";"2"
"Brazil";"1980";"73.8853503185";"2"
"Brunei Darussalam";"2014";"200.7015106576";""
"Brunei Darussalam";"2013";"214.3913809835";""
"Brunei Darussalam";"2012";"223.9931180205";""
"Brunei Darussalam";"2011";"209.7195373531";""
"Brunei Darussalam";"2010";"180.9107667209";"2"
"Brunei Darussalam";"2009";"168.2483612946";"2"
"Brunei Darussalam";"2008";"244.1648557958";"2"
"Brunei Darussalam";"2007";"186.9919056327";"2"
"Brunei Darussalam";"2006";"191.5804822029";"2"
"Brunei Darussalam";"2005";"159.8046233086";"2"
"Brunei Darussalam";"2004";"114.2217469627";"2"
"Brunei Darussalam";"2003";"102.1732898584";"2"
"Brunei Darussalam";"2002";"89.0621111917";"2"
"Brunei Darussalam";"2001";"100.1333330008";"2"
"Brunei Darussalam";"2000";"100";"2"
"Bulgaria";"2014";"107.8058416193";""
"Bulgaria";"2013";"107.5508507426";""
"Bulgaria";"2012";"108.4667512087";""
"Bulgaria";"2011";"108.2367202829";""
"Bulgaria";"2010";"109.5170454545";"2"
"Bulgaria";"2009";"109.2752859723";"2"
"Bulgaria";"2008";"105.6892652251";"2"
"Bulgaria";"2007";"105.1363636364";"2"
"Bulgaria";"2006";"102.8119202226";"2"
"Bulgaria";"2005";"97.2371021427";"2"
"Bulgaria";"2004";"95.9263759584";"2"
"Bulgaria";"2003";"101.2544425739";"2"
"Bulgaria";"2002";"100.2806681271";"2"
"Bulgaria";"2001";"98.2954545455";"2"
"Bulgaria";"2000";"100";"2"
"Burkina Faso";"2014";"114.3852593914";""
"Burkina Faso";"2013";"119.9030058982";""
"Burkina Faso";"2012";"125.6124593444";""
"Burkina Faso";"2011";"139.7225488831";""
"Burkina Faso";"2010";"121.0058873982";"2"
"Burkina Faso";"2009";"95.7654841622";"2"
"Burkina Faso";"2008";"90.8187216934";"2"
"Burkina Faso";"2007";"90.6994946354";"2"
"Burkina Faso";"2006";"87.017800119";"2"
"Burkina Faso";"2005";"84.499991048";"2"
"Burkina Faso";"2004";"100.9454346102";"2"
"Burkina Faso";"2003";"109.440427776";"2"
"Burkina Faso";"2002";"90.3912486566";"2"
"Burkina Faso";"2001";"91.2363154024";"2"
"Burkina Faso";"2000";"100";"2"
"Burkina Faso";"1999";"112.3711340206";"2"
"Burkina Faso";"1998";"124.4897959184";"2"
"Burkina Faso";"1997";"121.6981132075";"2"
"Burkina Faso";"1996";"122.6086956522";"2"
"Burkina Faso";"1995";"130.9734513274";"2"
"Burkina Faso";"1994";"121.7821782178";"2"
"Burkina Faso";"1993";"110";"2"
"Burkina Faso";"1992";"115.5844155844";"2"
"Burkina Faso";"1991";"114.1592920354";"2"
"Burkina Faso";"1990";"118.8034188034";"2"
"Burkina Faso";"1989";"118.75";"2"
"Burkina Faso";"1988";"112.7272727273";"2"
"Burkina Faso";"1987";"106.7961165049";"2"
"Burkina Faso";"1986";"96.5517241379";"2"
"Burkina Faso";"1985";"85.1063829787";"2"
"Burkina Faso";"1984";"85.2631578947";"2"
"Burkina Faso";"1983";"73";"2"
"Burkina Faso";"1982";"63.7254901961";"2"
"Burkina Faso";"1981";"63.3663366337";"2"
"Burkina Faso";"1980";"64.9572649573";"2"
"Burundi";"2014";"137.802563494";""
"Burundi";"2013";"126.6555202541";""
"Burundi";"2012";"144.9940109875";""
"Burundi";"2011";"164.9635024903";""
"Burundi";"2010";"153.0800970206";"2"
"Burundi";"2009";"130.7386289172";"2"
"Burundi";"2008";"126.9195497853";"2"
"Burundi";"2007";"119.3658431226";"2"
"Burundi";"2006";"119.782103662";"2"
"Burundi";"2005";"112.0685679083";"2"
"Burundi";"2004";"93.3416084452";"2"
"Burundi";"2003";"89.9949596214";"2"
"Burundi";"2002";"87.291147327";"2"
"Burundi";"2001";"86.0734958301";"2"
"Burundi";"2000";"100";"2"
"Burundi";"1999";"115.9292035398";"2"
"Burundi";"1998";"121.1764705882";"2"
