LOCATION,TIME,Value
GRC,2010,31.15995979
GRC,2011,32.73692322
GRC,2012,34.97700119
GRC,2013,37.16896057
GRC,2014,38.66687012
GRC,2015,40.06386566
HUN,1997,12.42180061
HUN,1998,13.9424057
HUN,1999,13.71872997
HUN,2000,14.69306374
HUN,2001,14.78017807
HUN,2002,14.98697281
HUN,2003,16.78673172
HUN,2004,18.88172531
HUN,2005,19.57302284
HUN,2006,20.71768379
HUN,2007,21.98963165
HUN,2008,23.96070099
HUN,2009,25.06879997
HUN,2010,26.0194912
HUN,2011,28.1077137
HUN,2012,30.43092346
HUN,2013,30.87637329
HUN,2014,32.10905457
HUN,2015,32.1263504
ISL,2003,30.15694618
ISL,2004,31.5922699
ISL,2005,34.52556229
ISL,2006,33.35451889
ISL,2007,32.84809113
ISL,2008,33.48812485
ISL,2009,35.67494202
ISL,2010,36.2211647
ISL,2011,39.39951706
ISL,2012,38.30040359
ISL,2013,39.842556
ISL,2014,40.58805466
ISL,2015,40.0526619
IRL,1991,19.65502548
IRL,1992,21.1900425
IRL,1994,24.38383865
IRL,1995,27.17867088
IRL,2000,29.80361176
IRL,2001,33.40642929
IRL,2002,35.21390152
IRL,2003,37.06238174
IRL,2004,39.63393021
IRL,2005,40.67393875
IRL,2006,42.46282196
IRL,2007,44.08719254
IRL,2008,45.06474686
IRL,2009,47.53037643
IRL,2010,48.32497025
IRL,2011,47.42930984
IRL,2012,49.20501709
IRL,2013,51.07355118
IRL,2014,50.7682991
IRL,2015,52.00416565
ITA,1991,6.5751195
ITA,1992,6.76803493
ITA,1994,7.89885902
ITA,1995,8.21705437
ITA,1998,8.9524889
ITA,1999,9.99743176
ITA,2000,10.42900276
ITA,2001,11.75497341
ITA,2002,12.46123791
ITA,2003,12.69585609
ITA,2004,14.79278469
ITA,2005,16.10502625
ITA,2006,17.28362465
ITA,2007,18.86346817
ITA,2008,19.90484047
ITA,2009,20.1606884
ITA,2010,20.71974373
ITA,2011,20.98342323
ITA,2012,22.25071907
ITA,2013,22.74490738
ITA,2014,24.15885353
ITA,2015,25.14996338
JPN,2005,53.18559647
JPN,2006,54.07407379
JPN,2007,53.69603729
JPN,2008,55.06097412
JPN,2009,55.66750717
JPN,2010,56.70573044
JPN,2011,58.72133255
JPN,2012,58.55487442
JPN,2013,58.36849594
JPN,2014,58.58585739
JPN,2015,59.64653778
KOR,1995,28.80638504
KOR,1997,30.87124825
KOR,1998,33.83152008
KOR,1999,34.8371048
KOR,2000,36.91138458
KOR,2001,39.16490936
KOR,2002,41.21727753
KOR,2003,46.64701843
KOR,2004,49.12700272
KOR,2005,50.97895432
KOR,2006,52.95634079
KOR,2007,55.50489044
KOR,2008,57.85150528
KOR,2009,63.0949173
KOR,2010,65.01577759
KOR,2011,63.82359695
KOR,2012,65.68727875
KOR,2013,67.14186096
KOR,2014,67.74672699
KOR,2015,68.97076416
LUX,2000,22.8846035
LUX,2005,37.01299667
LUX,2006,33.48959351
LUX,2007,35.74888229
LUX,2008,38.72797394
LUX,2009,44.46319199
LUX,2010,44.22842026
LUX,2011,46.64620972
LUX,2012,49.88228607
LUX,2013,48.13144302
LUX,2014,52.92813492
LUX,2015,49.94585419
MEX,1997,16.72652054
MEX,1998,16.6572876
MEX,1999,16.28302193
MEX,2000,17.45479774
MEX,2001,18.09062958
MEX,2002,18.55800056
MEX,2003,18.8995018
MEX,2004,19.46790314
MEX,2005,18.22241211
MEX,2006,18.56362152
MEX,2007,19.52036476
MEX,2008,19.70612717
MEX,2009,21.35368156
MEX,2010,17.64947319
MEX,2011,18.67827797
MEX,2012,20.01941299
MEX,2013,21.22621536
MEX,2014,20.31240654
MEX,2015,20.97052193
NLD,1990,22.23552895
NLD,1991,22.17868423
NLD,1992,23.56811142
NLD,1994,23.94746971
NLD,1995,24.52902794
NLD,1998,27.49315643
NLD,2000,26.57077026
NLD,2001,26.54424095
NLD,2002,28.26151085
NLD,2003,32.10798645
NLD,2004,34.48120499
NLD,2005,35.37562943
NLD,2006,35.95743942
NLD,2007,36.69641876
NLD,2008,39.76633453
NLD,2009,40.12200928
NLD,2010,40.80371094
NLD,2011,39.78494644
NLD,2012,43.03624344
NLD,2013,42.86359406
NLD,2014,44.28726578
NLD,2015,45.08727646
NZL,2014,40.40222549
NZL,2015,39.0667572
NOR,1981,20.60963631
NOR,1991,27.11680222
NOR,1992,28.23139954
NOR,1994,30.68078232
NOR,1995,32.06100464
NOR,2005,40.90296555
NOR,2006,41.54523849
NOR,2007,42.65110016
NOR,2008,45.5786972
NOR,2009,46.82977295
NOR,2010,47.25503922
NOR,2011,46.80713272
NOR,2012,45.01845169
NOR,2013,46.64871216
NOR,2014,49.00816727
NOR,2015,48.13867569
POL,1995,14.57194901
POL,1997,10.29262829
POL,1998,11.84019279
POL,1999,12.32311344
POL,2000,14.18426132
POL,2001,15.19703293
POL,2002,16.76588821
POL,2003,20.42140198
POL,2004,23.18030548
POL,2005,25.53621483
POL,2006,28.0394268
POL,2007,30.04764748
POL,2008,32.13319778
POL,2009,35.44984818
POL,2010,37.12697601
POL,2011,38.99824905
POL,2012,40.79892731
POL,2013,41.8215065
POL,2014,42.60153961
POL,2015,43.19376373
PRT,1994,13.21456814
PRT,1995,13.51154327
PRT,1998,11.51418686
PRT,1999,12.26565552
PRT,2000,12.94886017
PRT,2001,14.20539856
PRT,2002,15.37584782
PRT,2003,16.86564255
PRT,2004,18.58044434
PRT,2005,19.11428833
PRT,2006,20.04345322
PRT,2007,21.41540146
PRT,2008,23.17370796
PRT,2009,23.34142494
PRT,2010,24.80492783
PRT,2011,26.92416573
PRT,2012,28.33163071
PRT,2013,29.31347275
PRT,2014,31.43987656
PRT,2015,33.13957596
SVK,1997,10.41886234
SVK,1998,11.25750065
SVK,1999,11.11971092
SVK,2000,11.19705772
SVK,2001,11.86272049
SVK,2002,11.88759041
SVK,2003,13.2176342
SVK,2004,14.27671432
SVK,2005,16.25487328
SVK,2006,16.63907242
SVK,2007,17.47078323
SVK,2008,18.43862152
SVK,2009,20.58722305
SVK,2010,24.0293808
SVK,2011,25.50519943
SVK,2012,26.97694016
SVK,2013,29.67464638
