LOCATION,MEASURE,TIME,Value
SVN,AGRWTH,2015,-0.07374339
SVN,AGRWTH,2016,-1.201397
SVN,IDX2010,1998,62.53262
SVN,IDX2010,1999,64.21607
SVN,IDX2010,2000,69.55
SVN,IDX2010,2001,76.4575
SVN,IDX2010,2002,80.2175
SVN,IDX2010,2003,82.57083
SVN,IDX2010,2004,86.02834
SVN,IDX2010,2005,88.8375
SVN,IDX2010,2006,90.9625
SVN,IDX2010,2007,94.975
SVN,IDX2010,2008,99.89833
SVN,IDX2010,2009,97.93083
SVN,IDX2010,2010,99.99917
SVN,IDX2010,2011,104.0708
SVN,IDX2010,2012,105.22
SVN,IDX2010,2013,105.6133
SVN,IDX2010,2014,105.0942
SVN,IDX2010,2015,105.0167
SVN,IDX2010,2016,103.755
ZAF,AGRWTH,1971,6.224066
ZAF,AGRWTH,1972,5.859375
ZAF,AGRWTH,1973,12.17712
ZAF,AGRWTH,1974,18.91447
ZAF,AGRWTH,1975,16.32088
ZAF,AGRWTH,1976,13.31748
ZAF,AGRWTH,1977,13.22141
ZAF,AGRWTH,1978,10.37998
ZAF,AGRWTH,1979,13.60202
ZAF,AGRWTH,1980,15.15152
ZAF,AGRWTH,1981,13.60719
ZAF,AGRWTH,1982,14.0678
ZAF,AGRWTH,1983,10.30213
ZAF,AGRWTH,1984,8.352043
ZAF,AGRWTH,1985,15.37505
ZAF,AGRWTH,1986,18.78592
ZAF,AGRWTH,1987,14.90777
ZAF,AGRWTH,1988,14.05263
ZAF,AGRWTH,1989,17.02815
ZAF,AGRWTH,1990,11.98738
ZAF,AGRWTH,1991,11.46127
ZAF,AGRWTH,1992,7.171063
ZAF,AGRWTH,1993,8.268239
ZAF,AGRWTH,1994,9.02532
ZAF,AGRWTH,1995,9.988763
ZAF,AGRWTH,1996,7.969122
ZAF,AGRWTH,1997,7.212701
ZAF,AGRWTH,1998,3.844268
ZAF,AGRWTH,1999,5.260176
ZAF,AGRWTH,2000,7.626054
ZAF,AGRWTH,2001,7.135712
ZAF,AGRWTH,2002,13.33645
ZAF,AGRWTH,2003,4.551696
ZAF,AGRWTH,2004,2.03559
ZAF,AGRWTH,2005,3.674625
ZAF,AGRWTH,2006,6.38113
ZAF,AGRWTH,2007,9.767768
ZAF,AGRWTH,2008,15.20838
ZAF,AGRWTH,2009,0.7290177
ZAF,AGRWTH,2010,1.873483
ZAF,AGRWTH,2011,5.68795
ZAF,AGRWTH,2012,6.523301
ZAF,AGRWTH,2013,5.99634
ZAF,AGRWTH,2014,7.404022
ZAF,AGRWTH,2015,3.612293
ZAF,AGRWTH,2016,7.082231
ZAF,IDX2010,1970,2.167266
ZAF,IDX2010,1971,2.302158
ZAF,IDX2010,1972,2.43705
ZAF,IDX2010,1973,2.733813
ZAF,IDX2010,1974,3.250899
ZAF,IDX2010,1975,3.781475
ZAF,IDX2010,1976,4.285072
ZAF,IDX2010,1977,4.851619
ZAF,IDX2010,1978,5.355216
ZAF,IDX2010,1979,6.083633
ZAF,IDX2010,1980,7.005396
ZAF,IDX2010,1981,7.958633
ZAF,IDX2010,1982,9.078238
ZAF,IDX2010,1983,10.01349
ZAF,IDX2010,1984,10.84982
ZAF,IDX2010,1985,12.51799
ZAF,IDX2010,1986,14.8696
ZAF,IDX2010,1987,17.08633
ZAF,IDX2010,1988,19.48741
ZAF,IDX2010,1989,22.80576
ZAF,IDX2010,1990,25.53957
ZAF,IDX2010,1991,28.46673
ZAF,IDX2010,1992,30.50809
ZAF,IDX2010,1993,33.03057
ZAF,IDX2010,1994,36.01169
ZAF,IDX2010,1995,39.60881
ZAF,IDX2010,1996,42.76529
ZAF,IDX2010,1997,45.84982
ZAF,IDX2010,1998,47.61241
ZAF,IDX2010,1999,50.11691
ZAF,IDX2010,2000,53.93885
ZAF,IDX2010,2001,57.78777
ZAF,IDX2010,2002,65.49461
ZAF,IDX2010,2003,68.47572
ZAF,IDX2010,2004,69.86961
ZAF,IDX2010,2005,72.43705
ZAF,IDX2010,2006,77.05935
ZAF,IDX2010,2007,84.58633
ZAF,IDX2010,2008,97.45054
ZAF,IDX2010,2009,98.16097
ZAF,IDX2010,2010,100
ZAF,IDX2010,2011,105.688
ZAF,IDX2010,2012,112.5823
ZAF,IDX2010,2013,119.3331
ZAF,IDX2010,2014,128.1686
ZAF,IDX2010,2015,132.7984
ZAF,IDX2010,2016,142.2035
EU28,AGRWTH,1986,-1.494061
EU28,AGRWTH,1987,0.4670874
EU28,AGRWTH,1988,2.432972
EU28,AGRWTH,1989,4.288847
EU28,AGRWTH,1990,2.310513
EU28,AGRWTH,1991,2.92747
EU28,AGRWTH,1992,1.683306
EU28,AGRWTH,1993,1.392853
EU28,AGRWTH,1994,2.128139
EU28,AGRWTH,1995,4.553473
EU28,AGRWTH,1996,0.6643468
EU28,AGRWTH,1997,0.5971087
EU28,AGRWTH,1998,-0.4269499
EU28,AGRWTH,1999,-0.01045806
EU28,AGRWTH,2000,4.267336
EU28,AGRWTH,2001,1.173638
EU28,AGRWTH,2002,0.2181241
EU28,AGRWTH,2003,1.038781
EU28,AGRWTH,2004,2.91785
EU28,AGRWTH,2005,3.24422
EU28,AGRWTH,2006,3.39108
EU28,AGRWTH,2007,3.11943
EU28,AGRWTH,2008,5.14261
EU28,AGRWTH,2009,-4.545828
EU28,AGRWTH,2010,3.341371
EU28,AGRWTH,2011,5.641667
EU28,AGRWTH,2012,2.153506
EU28,AGRWTH,2013,0.02316602
EU28,AGRWTH,2014,-0.9264263
EU28,AGRWTH,2015,-2.579288
EU28,AGRWTH,2016,-1.2478
EU28,IDX2010,1985,64.4775
EU28,IDX2010,1986,63.51417
EU28,IDX2010,1987,63.81083
EU28,IDX2010,1988,65.36333
EU28,IDX2010,1989,68.16666
EU28,IDX2010,1990,69.74167
EU28,IDX2010,1991,71.78333
EU28,IDX2010,1992,72.99167
EU28,IDX2010,1993,74.00833
EU28,IDX2010,1994,75.58334
EU28,IDX2010,1995,79.025
EU28,IDX2010,1996,79.55
EU28,IDX2010,1997,80.025
EU28,IDX2010,1998,79.68333
EU28,IDX2010,1999,79.675
EU28,IDX2010,2000,83.075
EU28,IDX2010,2001,84.05
EU28,IDX2010,2002,84.23333
EU28,IDX2010,2003,85.10833
EU28,IDX2010,2004,87.59167
EU28,IDX2010,2005,90.43333
EU28,IDX2010,2006,93.5
EU28,IDX2010,2007,96.41666
EU28,IDX2010,2008,101.375
EU28,IDX2010,2009,96.76667
EU28,IDX2010,2010,100
EU28,IDX2010,2011,105.6417
EU28,IDX2010,2012,107.9167
EU28,IDX2010,2013,107.9417
EU28,IDX2010,2014,106.9417
EU28,IDX2010,2015,104.1833
EU28,IDX2010,2016,102.8833
OECD,AGRWTH,1983,8.226001
OECD,AGRWTH,1984,7.633738
OECD,AGRWTH,1985,5.578759
OECD,AGRWTH,1986,2.148828
OECD,AGRWTH,1987,6.774544
OECD,AGRWTH,1988,8.832179
OECD,AGRWTH,1989,6.294585
OECD,AGRWTH,1990,4.916603
OECD,AGRWTH,1991,3.548254
OECD,AGRWTH,1992,2.876696
OECD,AGRWTH,1993,2.754556
OECD,AGRWTH,1994,4.35909
OECD,AGRWTH,1995,7.308019
OECD,AGRWTH,1996,4.249237
OECD,AGRWTH,1997,3.456939
OECD,AGRWTH,1998,2.293387
OECD,AGRWTH,1999,2.428881
OECD,AGRWTH,2000,5.173978
OECD,AGRWTH,2001,1.959741
OECD,AGRWTH,2002,0.8580005
OECD,AGRWTH,2003,1.777846
OECD,AGRWTH,2004,3.660757
OECD,AGRWTH,2005,3.968907
OECD,AGRWTH,2006,3.692069
OECD,AGRWTH,2007,3.19118
OECD,AGRWTH,2008,6.790089
OECD,AGRWTH,2009,-4.048241
OECD,AGRWTH,2010,3.639712
OECD,AGRWTH,2011,6.333524
OECD,AGRWTH,2012,1.792086
OECD,AGRWTH,2013,0.3128885
OECD,AGRWTH,2014,0.762994
OECD,AGRWTH,2015,-2.950612
OECD,AGRWTH,2016,-1.098659
OECD,IDX2010,1982,32.89176
OECD,IDX2010,1983,35.59743
OECD,IDX2010,1984,38.31485
OECD,IDX2010,1985,40.45234
OECD,IDX2010,1986,41.32159
OECD,IDX2010,1987,44.12094
OECD,IDX2010,1988,48.01778
OECD,IDX2010,1989,51.04031
OECD,IDX2010,1990,53.54976
OECD,IDX2010,1991,55.44984
OECD,IDX2010,1992,57.04496
OECD,IDX2010,1993,58.61629
OECD,IDX2010,1994,61.17143
OECD,IDX2010,1995,65.64185
OECD,IDX2010,1996,68.43113
OECD,IDX2010,1997,70.79675
OECD,IDX2010,1998,72.42039
OECD,IDX2010,1999,74.1794
OECD,IDX2010,2000,78.01743
OECD,IDX2010,2001,79.54636
OECD,IDX2010,2002,80.22887
OECD,IDX2010,2003,81.65522
OECD,IDX2010,2004,84.64442
OECD,IDX2010,2005,88.00388
OECD,IDX2010,2006,91.25304
OECD,IDX2010,2007,94.16508
OECD,IDX2010,2008,100.559
OECD,IDX2010,2009,96.48811
OECD,IDX2010,2010,100
OECD,IDX2010,2011,106.3335
OECD,IDX2010,2012,108.2391
OECD,IDX2010,2013,108.5778
OECD,IDX2010,2014,109.4062
OECD,IDX2010,2015,106.1781
OECD,IDX2010,2016,105.0115
OECDE,AGRWTH,1983,8.204566
OECDE,AGRWTH,1984,9.490815
OECDE,AGRWTH,1985,7.250301
OECDE,AGRWTH,1986,1.394499
OECDE,AGRWTH,1987,3.031781
OECDE,AGRWTH,1988,7.884857
OECDE,AGRWTH,1989,8.655351
OECDE,AGRWTH,1990,5.52525
OECDE,AGRWTH,1991,5.470079
OECDE,AGRWTH,1992,5.040629
OECDE,AGRWTH,1993,5.015257
OECDE,AGRWTH,1994,9.409823
OECDE,AGRWTH,1995,10.56295
OECDE,AGRWTH,1996,5.710189
OECDE,AGRWTH,1997,6.31231
OECDE,AGRWTH,1998,4.729917
OECDE,AGRWTH,1999,3.786532
OECDE,AGRWTH,2000,7.62404
OECDE,AGRWTH,2001,4.446185
OECDE,AGRWTH,2002,3.113455
OECDE,AGRWTH,2003,1.899518
OECDE,AGRWTH,2004,3.322698
OECDE,AGRWTH,2005,3.550838
OECDE,AGRWTH,2006,3.81236
OECDE,AGRWTH,2007,3.341038
OECDE,AGRWTH,2008,5.946981
OECDE,AGRWTH,2009,-4.118577
OECDE,AGRWTH,2010,3.553272
OECDE,AGRWTH,2011,6.287021
OECDE,AGRWTH,2012,2.380098
OECDE,AGRWTH,2013,0.3840828
OECDE,AGRWTH,2014,0.07083924
OECDE,AGRWTH,2015,-2.064772
OECDE,AGRWTH,2016,-0.6287874
OECDE,IDX2010,1982,24.84048
OECDE,IDX2010,1983,26.87854
OECDE,IDX2010,1984,29.42953
OECDE,IDX2010,1985,31.56326
OECDE,IDX2010,1986,32.00341
OECDE,IDX2010,1987,32.97368
OECDE,IDX2010,1988,35.57361
OECDE,IDX2010,1989,38.65263
OECDE,IDX2010,1990,40.78829
OECDE,IDX2010,1991,43.01944
OECDE,IDX2010,1992,45.18789
OECDE,IDX2010,1993,47.45418
OECDE,IDX2010,1994,51.91953
OECDE,IDX2010,1995,57.40377
OECDE,IDX2010,1996,60.68163
OECDE,IDX2010,1997,64.51204
OECDE,IDX2010,1998,67.56341
OECDE,IDX2010,1999,70.12172
OECDE,IDX2010,2000,75.46783
OECDE,IDX2010,2001,78.82327
OECDE,IDX2010,2002,81.27739
OECDE,IDX2010,2003,82.82127
OECDE,IDX2010,2004,85.57317
OECDE,IDX2010,2005,88.61173
OECDE,IDX2010,2006,91.98993
OECDE,IDX2010,2007,95.06335
OECDE,IDX2010,2008,100.7168
OECDE,IDX2010,2009,96.56866
OECDE,IDX2010,2010,100
OECDE,IDX2010,2011,106.287
OECDE,IDX2010,2012,108.8168
OECDE,IDX2010,2013,109.2347
OECDE,IDX2010,2014,109.3121
OECDE,IDX2010,2015,107.055
OECDE,IDX2010,2016,106.3819
G-7,AGRWTH,1983,3.055169
G-7,AGRWTH,1984,3.470431
G-7,AGRWTH,1985,2.074785
G-7,AGRWTH,1986,-1.879511
G-7,AGRWTH,1987,1.15838
G-7,AGRWTH,1988,2.781633
G-7,AGRWTH,1989,4.280377
G-7,AGRWTH,1990,3.113024
G-7,AGRWTH,1991,1.527854
G-7,AGRWTH,1992,0.8895186
G-7,AGRWTH,1993,0.9000993
G-7,AGRWTH,1994,1.15588
G-7,AGRWTH,1995,2.991111
G-7,AGRWTH,1996,0.9626699
G-7,AGRWTH,1997,0.2030579
G-7,AGRWTH,1998,-0.9752524
G-7,AGRWTH,1999,0.534812
G-7,AGRWTH,2000,3.155914
G-7,AGRWTH,2001,0.2977171
G-7,AGRWTH,2002,-0.6382436
G-7,AGRWTH,2003,1.243923
G-7,AGRWTH,2004,2.975458
G-7,AGRWTH,2005,3.823306
G-7,AGRWTH,2006,3.348754
G-7,AGRWTH,2007,3.009246
G-7,AGRWTH,2008,6.404688
G-7,AGRWTH,2009,-4.639447
G-7,AGRWTH,2010,3.449178
G-7,AGRWTH,2011,5.975703
G-7,AGRWTH,2012,1.429876
G-7,AGRWTH,2013,0.3724794
G-7,AGRWTH,2014,0.6361085
G-7,AGRWTH,2015,-3.626137
G-7,AGRWTH,2016,-1.699872
G-7,IDX2010,1982,62.10785
G-7,IDX2010,1983,64.00536
G-7,IDX2010,1984,66.22662
G-7,IDX2010,1985,67.60068
G-7,IDX2010,1986,66.33012
G-7,IDX2010,1987,67.09846
G-7,IDX2010,1988,68.9649
G-7,IDX2010,1989,71.91686
G-7,IDX2010,1990,74.15565
G-7,IDX2010,1991,75.28864
G-7,IDX2010,1992,75.95834
G-7,IDX2010,1993,76.64204
G-7,IDX2010,1994,77.52794
G-7,IDX2010,1995,79.84689
G-7,IDX2010,1996,80.61555
G-7,IDX2010,1997,80.77924
G-7,IDX2010,1998,79.99144
G-7,IDX2010,1999,80.41924
G-7,IDX2010,2000,82.95721
G-7,IDX2010,2001,83.20419
G-7,IDX2010,2002,82.67314
G-7,IDX2010,2003,83.70153
G-7,IDX2010,2004,86.19203
G-7,IDX2010,2005,89.48742
G-7,IDX2010,2006,92.48413
G-7,IDX2010,2007,95.2672
G-7,IDX2010,2008,101.3688
G-7,IDX2010,2009,96.66582
G-7,IDX2010,2010,100
G-7,IDX2010,2011,105.9757
G-7,IDX2010,2012,107.491
G-7,IDX2010,2013,107.8914
G-7,IDX2010,2014,108.5777
G-7,IDX2010,2015,104.6405
G-7,IDX2010,2016,102.8618
AUT,AGRWTH,2000-Q1,2.405459
AUT,AGRWTH,2000-Q2,2.267406
AUT,AGRWTH,2000-Q3,4.398516
AUT,AGRWTH,2000-Q4,4.54891
AUT,AGRWTH,2001-Q1,1.891998
AUT,AGRWTH,2001-Q2,1.291585
AUT,AGRWTH,2001-Q3,-0.3862495
AUT,AGRWTH,2001-Q4,-2.526799
AUT,AGRWTH,2002-Q1,-2.205029
AUT,AGRWTH,2002-Q2,-1.738794
AUT,AGRWTH,2002-Q3,-1.473439
AUT,AGRWTH,2002-Q4,-0.1963865
AUT,AGRWTH,2003-Q1,1.661392
AUT,AGRWTH,2003-Q2,-0.1179709
AUT,AGRWTH,2003-Q3,-0.3148367
AUT,AGRWTH,2003-Q4,-0.07870917
AUT,AGRWTH,2004-Q1,-0.2723735
AUT,AGRWTH,2004-Q2,1.771654
AUT,AGRWTH,2004-Q3,3.434662
AUT,AGRWTH,2004-Q4,3.977944
AUT,AGRWTH,2005-Q1,5.072181
AUT,AGRWTH,2005-Q2,4.603482
AUT,AGRWTH,2005-Q3,2.938931
AUT,AGRWTH,2005-Q4,2.159091
AUT,AGRWTH,2006-Q1,0.8540661
AUT,AGRWTH,2006-Q2,1.627219
AUT,AGRWTH,2006-Q3,2.335929
AUT,AGRWTH,2006-Q4,2.187616
AUT,AGRWTH,2007-Q1,3.019146
AUT,AGRWTH,2007-Q2,2.983988
AUT,AGRWTH,2007-Q3,3.369565
AUT,AGRWTH,2007-Q4,4.390421
AUT,AGRWTH,2008-Q1,3.681201
AUT,AGRWTH,2008-Q2,4.275619
AUT,AGRWTH,2008-Q3,4.451455
AUT,AGRWTH,2008-Q4,1.286062
AUT,AGRWTH,2009-Q1,-1.309893
AUT,AGRWTH,2009-Q2,-3.354795
AUT,AGRWTH,2009-Q3,-3.389262
AUT,AGRWTH,2009-Q4,-0.5490735
AUT,AGRWTH,2010-Q1,2.060776
AUT,AGRWTH,2010-Q2,5.154278
AUT,AGRWTH,2010-Q3,5.105939
AUT,AGRWTH,2010-Q4,5.141477
AUT,AGRWTH,2011-Q1,6.810404
AUT,AGRWTH,2011-Q2,5.268423
AUT,AGRWTH,2011-Q3,4.362195
AUT,AGRWTH,2011-Q4,3.807023
AUT,AGRWTH,2012-Q1,1.922461
AUT,AGRWTH,2012-Q2,1.393728
AUT,AGRWTH,2012-Q3,1.393287
AUT,AGRWTH,2012-Q4,1.4227
AUT,AGRWTH,2013-Q1,0.7544797
AUT,AGRWTH,2013-Q2,0.09372071
AUT,AGRWTH,2013-Q3,-0.03123048
AUT,AGRWTH,2013-Q4,-0.4052369
AUT,AGRWTH,2014-Q1,-0.3432137
AUT,AGRWTH,2014-Q2,-0.2808989
AUT,AGRWTH,2014-Q3,-0.2811621
AUT,AGRWTH,2014-Q4,-0.7511737
AUT,AGRWTH,2015-Q1,-1.420605
AUT,AGRWTH,2015-Q2,-0.8609553
AUT,AGRWTH,2015-Q3,-1.457348
AUT,AGRWTH,2015-Q4,-1.730262
AUT,AGRWTH,2016-Q1,-2.296937
AUT,AGRWTH,2016-Q2,-2.183984
AUT,AGRWTH,2016-Q3,-1.132956
AUT,AGRWTH,2016-Q4,0.571813
AUT,IDX2010,2000-Q1,84.60897
AUT,IDX2010,2000-Q2,85.20927
AUT,IDX2010,2000-Q3,86.34317
AUT,IDX2010,2000-Q4,87.11022
AUT,IDX2010,2001-Q1,86.20977
AUT,IDX2010,2001-Q2,86.30982
AUT,IDX2010,2001-Q3,86.00967
AUT,IDX2010,2001-Q4,84.90912
AUT,IDX2010,2002-Q1,84.30882
AUT,IDX2010,2002-Q2,84.80907
AUT,IDX2010,2002-Q3,84.74237
AUT,IDX2010,2002-Q4,84.74237
AUT,IDX2010,2003-Q1,85.70952
AUT,IDX2010,2003-Q2,84.70902
AUT,IDX2010,2003-Q3,84.47557
AUT,IDX2010,2003-Q4,84.67567
AUT,IDX2010,2004-Q1,85.47607
AUT,IDX2010,2004-Q2,86.20977
AUT,IDX2010,2004-Q3,87.37702
AUT,IDX2010,2004-Q4,88.04402
AUT,IDX2010,2005-Q1,89.81157
AUT,IDX2010,2005-Q2,90.17842
AUT,IDX2010,2005-Q3,89.94497
AUT,IDX2010,2005-Q4,89.94497
AUT,IDX2010,2006-Q1,90.57862
AUT,IDX2010,2006-Q2,91.64582
AUT,IDX2010,2006-Q3,92.04602
AUT,IDX2010,2006-Q4,91.91262
AUT,IDX2010,2007-Q1,93.31332
AUT,IDX2010,2007-Q2,94.38052
AUT,IDX2010,2007-Q3,95.14758
AUT,IDX2010,2007-Q4,95.94798
AUT,IDX2010,2008-Q1,96.74837
AUT,IDX2010,2008-Q2,98.41588
AUT,IDX2010,2008-Q3,99.38303
AUT,IDX2010,2008-Q4,97.18192
AUT,IDX2010,2009-Q1,95.48107
AUT,IDX2010,2009-Q2,95.11423
AUT,IDX2010,2009-Q3,96.01467
AUT,IDX2010,2009-Q4,96.64832
AUT,IDX2010,2010-Q1,97.44872
AUT,IDX2010,2010-Q2,100.0167
AUT,IDX2010,2010-Q3,100.9171
AUT,IDX2010,2010-Q4,101.6175
AUT,IDX2010,2011-Q1,104.0854
AUT,IDX2010,2011-Q2,105.286
AUT,IDX2010,2011-Q3,105.3193
AUT,IDX2010,2011-Q4,105.4861
AUT,IDX2010,2012-Q1,106.0864
AUT,IDX2010,2012-Q2,106.7534
AUT,IDX2010,2012-Q3,106.7867
AUT,IDX2010,2012-Q4,106.9868
AUT,IDX2010,2013-Q1,106.8868
AUT,IDX2010,2013-Q2,106.8534
AUT,IDX2010,2013-Q3,106.7534
AUT,IDX2010,2013-Q4,106.5533
AUT,IDX2010,2014-Q1,106.5199
AUT,IDX2010,2014-Q2,106.5533
AUT,IDX2010,2014-Q3,106.4532
AUT,IDX2010,2014-Q4,105.7529
AUT,IDX2010,2015-Q1,105.0067
AUT,IDX2010,2015-Q2,105.6359
AUT,IDX2010,2015-Q3,104.9018
AUT,IDX2010,2015-Q4,103.9231
AUT,IDX2010,2016-Q1,102.5948
AUT,IDX2010,2016-Q2,103.3288
AUT,IDX2010,2016-Q3,103.7133
AUT,IDX2010,2016-Q4,104.5173
BEL,AGRWTH,1981-Q1,7.632159
BEL,AGRWTH,1981-Q2,8.990665
BEL,AGRWTH,1981-Q3,13.99726
BEL,AGRWTH,1981-Q4,10.82103
BEL,AGRWTH,1982-Q1,11.2555
BEL,AGRWTH,1982-Q2,13.74336
BEL,AGRWTH,1982-Q3,12.2066
BEL,AGRWTH,1982-Q4,12.17235
BEL,AGRWTH,1983-Q1,7.895705
BEL,AGRWTH,1983-Q2,3.936592
BEL,AGRWTH,1983-Q3,4.123888
BEL,AGRWTH,1983-Q4,4.077752
BEL,AGRWTH,1984-Q1,6.354686
BEL,AGRWTH,1984-Q2,7.388578
BEL,AGRWTH,1984-Q3,5.258833
BEL,AGRWTH,1984-Q4,5.797808
BEL,AGRWTH,1985-Q1,6.672277
BEL,AGRWTH,1985-Q2,4.217295
BEL,AGRWTH,1985-Q3,2.119438
BEL,AGRWTH,1985-Q4,-0.5065623
BEL,AGRWTH,1986-Q1,-6.814681
BEL,AGRWTH,1986-Q2,-9.387895
BEL,AGRWTH,1986-Q3,-10.88942
BEL,AGRWTH,1986-Q4,-10.71511
BEL,AGRWTH,1987-Q1,-6.893772
BEL,AGRWTH,1987-Q2,-3.404771
BEL,AGRWTH,1987-Q3,-0.6004975
BEL,AGRWTH,1987-Q4,-0.5702437
BEL,AGRWTH,1988-Q1,-0.6105217
BEL,AGRWTH,1988-Q2,0.4195139
BEL,AGRWTH,1988-Q3,2.269785
BEL,AGRWTH,1988-Q4,4.3057
BEL,AGRWTH,1989-Q1,7.144724
BEL,AGRWTH,1989-Q2,8.075283
BEL,AGRWTH,1989-Q3,6.324894
BEL,AGRWTH,1989-Q4,5.181822
BEL,AGRWTH,1990-Q1,1.069366
BEL,AGRWTH,1990-Q2,-1.29513
BEL,AGRWTH,1990-Q3,0.1388944
BEL,AGRWTH,1990-Q4,0.1386084
BEL,AGRWTH,1991-Q1,-0.5270145
BEL,AGRWTH,1991-Q2,0.07267149
BEL,AGRWTH,1991-Q3,-1.636681
BEL,AGRWTH,1991-Q4,-1.728229
BEL,AGRWTH,1992-Q1,0.04853191
BEL,AGRWTH,1992-Q2,0.7705652
BEL,AGRWTH,1992-Q3,-0.08460578
BEL,AGRWTH,1992-Q4,-0.865226
BEL,AGRWTH,1993-Q1,-1.713962
BEL,AGRWTH,1993-Q2,-2.265994
BEL,AGRWTH,1993-Q3,-1.512097
BEL,AGRWTH,1993-Q4,-0.7509946
BEL,AGRWTH,1994-Q1,0.7115242
BEL,AGRWTH,1994-Q2,1.642635
BEL,AGRWTH,1994-Q3,2.06346
BEL,AGRWTH,1994-Q4,2.2414
BEL,AGRWTH,1995-Q1,2.85866
BEL,AGRWTH,1995-Q2,2.349575
BEL,AGRWTH,1995-Q3,2.122026
BEL,AGRWTH,1995-Q4,2.040245
BEL,AGRWTH,1996-Q1,1.417398
BEL,AGRWTH,1996-Q2,0.7520869
BEL,AGRWTH,1996-Q3,0.1217692
BEL,AGRWTH,1996-Q4,0.6547222
BEL,AGRWTH,1997-Q1,0.8142812
BEL,AGRWTH,1997-Q2,1.340524
BEL,AGRWTH,1997-Q3,3.166072
BEL,AGRWTH,1997-Q4,2.13056
BEL,AGRWTH,1998-Q1,0.6562597
BEL,AGRWTH,1998-Q2,0.1118396
BEL,AGRWTH,1998-Q3,-2.604959
BEL,AGRWTH,1998-Q4,-4.012052
BEL,AGRWTH,1999-Q1,-3.881023
BEL,AGRWTH,1999-Q2,-2.176509
BEL,AGRWTH,1999-Q3,1.245559
BEL,AGRWTH,1999-Q4,5.153164
BEL,AGRWTH,2000-Q1,8.862131
BEL,AGRWTH,2000-Q2,9.4353
BEL,AGRWTH,2000-Q3,10.40108
BEL,AGRWTH,2000-Q4,10.36424
BEL,AGRWTH,2001-Q1,3.849132
BEL,AGRWTH,2001-Q2,0.9463836
BEL,AGRWTH,2001-Q3,-2.82251
BEL,AGRWTH,2001-Q4,-5.467493
BEL,AGRWTH,2002-Q1,-2.037846
BEL,AGRWTH,2002-Q2,-0.5347022
BEL,AGRWTH,2002-Q3,0.9094504
BEL,AGRWTH,2002-Q4,2.143995
BEL,AGRWTH,2003-Q1,2.420904
BEL,AGRWTH,2003-Q2,1.7525
BEL,AGRWTH,2003-Q3,-0.2671701
BEL,AGRWTH,2003-Q4,-0.1347327
BEL,AGRWTH,2004-Q1,1.387071
BEL,AGRWTH,2004-Q2,3.176951
BEL,AGRWTH,2004-Q3,6.125656
BEL,AGRWTH,2004-Q4,6.287723
BEL,AGRWTH,2005-Q1,6.209533
BEL,AGRWTH,2005-Q2,5.376676
BEL,AGRWTH,2005-Q3,5.936141
BEL,AGRWTH,2005-Q4,6.518036
BEL,AGRWTH,2006-Q1,6.539075
BEL,AGRWTH,2006-Q2,6.957547
BEL,AGRWTH,2006-Q3,5.666924
BEL,AGRWTH,2006-Q4,3.006088
BEL,AGRWTH,2007-Q1,2.432635
BEL,AGRWTH,2007-Q2,2.793091
BEL,AGRWTH,2007-Q3,3.028092
BEL,AGRWTH,2007-Q4,6.095308
BEL,AGRWTH,2008-Q1,6.868834
BEL,AGRWTH,2008-Q2,7.758313
BEL,AGRWTH,2008-Q3,7.684136
BEL,AGRWTH,2008-Q4,0.5222842
BEL,AGRWTH,2009-Q1,-5.435897
BEL,AGRWTH,2009-Q2,-6.934307
BEL,AGRWTH,2009-Q3,-6.346597
BEL,AGRWTH,2009-Q4,-0.6234846
BEL,AGRWTH,2010-Q1,5.314534
BEL,AGRWTH,2010-Q2,6.773619
BEL,AGRWTH,2010-Q3,6.25
BEL,AGRWTH,2010-Q4,6.90136
BEL,AGRWTH,2011-Q1,8.891177
BEL,AGRWTH,2011-Q2,7.512521
BEL,AGRWTH,2011-Q3,6.146729
BEL,AGRWTH,2011-Q4,4.597326
BEL,AGRWTH,2012-Q1,2.994956
BEL,AGRWTH,2012-Q2,2.267081
BEL,AGRWTH,2012-Q3,2.801992
BEL,AGRWTH,2012-Q4,3.397756
BEL,AGRWTH,2013-Q1,1.805938
BEL,AGRWTH,2013-Q2,-0.8502885
BEL,AGRWTH,2013-Q3,-0.2725621
BEL,AGRWTH,2013-Q4,-1.266204
BEL,AGRWTH,2014-Q1,-2.134696
BEL,AGRWTH,2014-Q2,-0.6431853
BEL,AGRWTH,2014-Q3,-1.943516
BEL,AGRWTH,2014-Q4,-5.129771
BEL,AGRWTH,2015-Q1,-8.018434
BEL,AGRWTH,2015-Q2,-4.963008
BEL,AGRWTH,2015-Q3,-7.587488
BEL,AGRWTH,2015-Q4,-6.662375
BEL,AGRWTH,2016-Q1,-7.247829
BEL,AGRWTH,2016-Q2,-6.454752
BEL,AGRWTH,2016-Q3,-1.642091
BEL,AGRWTH,2016-Q4,4.827586
BEL,IDX2010,1980-Q1,49.88713
BEL,IDX2010,1980-Q2,50.32392
BEL,IDX2010,1980-Q3,50.20304
BEL,IDX2010,1980-Q4,52.29633
BEL,IDX2010,1981-Q1,53.6946
BEL,IDX2010,1981-Q2,54.84837
BEL,IDX2010,1981-Q3,57.2301
BEL,IDX2010,1981-Q4,57.95533
BEL,IDX2010,1982-Q1,59.73819
BEL,IDX2010,1982-Q2,62.38638
