LOCATION,MEASURE,TIME,Value
SVK,IDX2010,Jan-17,98.6
SVK,IDX2010,Feb-17,98.9
ESP,AGRWTH,Jan-01,4.241645
ESP,AGRWTH,Feb-01,4.097311
ESP,AGRWTH,Mar-01,3.557815
ESP,AGRWTH,Apr-01,2.777778
ESP,AGRWTH,May-01,2.889447
ESP,AGRWTH,Jun-01,2.634881
ESP,AGRWTH,Jul-01,1.992528
ESP,AGRWTH,Aug-01,1.747815
ESP,AGRWTH,Sep-01,-0.1226994
ESP,AGRWTH,Oct-01,-1.216545
ESP,AGRWTH,Nov-01,-1.459854
ESP,AGRWTH,Dec-01,-0.8547009
ESP,AGRWTH,Jan-02,-0.3699137
ESP,AGRWTH,Feb-02,-0.3690037
ESP,AGRWTH,Mar-02,0.1226994
ESP,AGRWTH,Apr-02,0.3685504
ESP,AGRWTH,May-02,-0.1221001
ESP,AGRWTH,Jun-02,-0.4889975
ESP,AGRWTH,Jul-02,0
ESP,AGRWTH,Aug-02,0.3680982
ESP,AGRWTH,Sep-02,0.7371007
ESP,AGRWTH,Oct-02,1.108374
ESP,AGRWTH,Nov-02,0.8641976
ESP,AGRWTH,Dec-02,0.862069
ESP,AGRWTH,Jan-03,1.732673
ESP,AGRWTH,Feb-03,1.728395
ESP,AGRWTH,Mar-03,1.22549
ESP,AGRWTH,Apr-03,1.101591
ESP,AGRWTH,May-03,0.1222494
ESP,AGRWTH,Jun-03,-0.1228501
ESP,AGRWTH,Jul-03,0.2442002
ESP,AGRWTH,Aug-03,-0.1222494
ESP,AGRWTH,Sep-03,0.6097561
ESP,AGRWTH,Oct-03,-0.1218027
ESP,AGRWTH,Nov-03,0.8567932
ESP,AGRWTH,Dec-03,0.8547009
ESP,AGRWTH,Jan-04,0.1216545
ESP,AGRWTH,Feb-04,0.4854369
ESP,AGRWTH,Mar-04,1.452785
ESP,AGRWTH,Apr-04,2.179177
ESP,AGRWTH,May-04,3.540904
ESP,AGRWTH,Jun-04,4.674047
ESP,AGRWTH,Jul-04,3.532278
ESP,AGRWTH,Aug-04,4.406365
ESP,AGRWTH,Sep-04,4.242424
ESP,AGRWTH,Oct-04,5.853659
ESP,AGRWTH,Nov-04,5.582524
ESP,AGRWTH,Dec-04,4.358354
ESP,AGRWTH,Jan-05,5.103281
ESP,AGRWTH,Feb-05,5.193237
ESP,AGRWTH,Mar-05,4.653938
ESP,AGRWTH,Apr-05,4.383886
ESP,AGRWTH,May-05,3.773585
ESP,AGRWTH,Jun-05,3.9953
ESP,AGRWTH,Jul-05,4.470588
ESP,AGRWTH,Aug-05,4.806565
ESP,AGRWTH,Sep-05,4.883721
ESP,AGRWTH,Oct-05,4.147465
ESP,AGRWTH,Nov-05,3.563218
ESP,AGRWTH,Dec-05,4.524362
ESP,AGRWTH,Jan-06,5.317919
ESP,AGRWTH,Feb-06,5.396096
ESP,AGRWTH,Mar-06,5.017104
ESP,AGRWTH,Apr-06,5.107832
ESP,AGRWTH,May-06,6.022727
ESP,AGRWTH,Jun-06,5.536723
ESP,AGRWTH,Jul-06,5.743243
ESP,AGRWTH,Aug-06,5.145414
ESP,AGRWTH,Sep-06,3.658537
ESP,AGRWTH,Oct-06,3.318584
ESP,AGRWTH,Nov-06,3.440622
ESP,AGRWTH,Dec-06,3.440622
ESP,AGRWTH,Jan-07,2.524698
ESP,AGRWTH,Feb-07,2.505447
ESP,AGRWTH,Mar-07,2.823019
ESP,AGRWTH,Apr-07,2.699784
ESP,AGRWTH,May-07,2.572347
ESP,AGRWTH,Jun-07,2.569593
ESP,AGRWTH,Jul-07,2.236422
ESP,AGRWTH,Aug-07,2.234043
ESP,AGRWTH,Sep-07,2.994653
ESP,AGRWTH,Oct-07,3.640257
ESP,AGRWTH,Nov-07,4.506438
ESP,AGRWTH,Dec-07,4.935622
ESP,AGRWTH,Jan-08,5.567452
ESP,AGRWTH,Feb-08,5.419766
ESP,AGRWTH,Mar-08,5.596621
ESP,AGRWTH,Apr-08,5.783386
ESP,AGRWTH,May-08,6.583072
ESP,AGRWTH,Jun-08,7.620042
ESP,AGRWTH,Jul-08,8.229167
ESP,AGRWTH,Aug-08,7.492196
ESP,AGRWTH,Sep-08,6.853582
ESP,AGRWTH,Oct-08,4.442149
ESP,AGRWTH,Nov-08,1.129363
ESP,AGRWTH,Dec-08,-1.840491
ESP,AGRWTH,Jan-09,-2.839756
ESP,AGRWTH,Feb-09,-3.427419
ESP,AGRWTH,Mar-09,-4.9
ESP,AGRWTH,Apr-09,-5.367793
ESP,AGRWTH,May-09,-6.568627
ESP,AGRWTH,Jun-09,-6.983511
ESP,AGRWTH,Jul-09,-7.795958
ESP,AGRWTH,Aug-09,-6.485963
ESP,AGRWTH,Sep-09,-6.511176
ESP,AGRWTH,Oct-09,-4.747775
ESP,AGRWTH,Nov-09,-2.13198
ESP,AGRWTH,Dec-09,0.4166667
ESP,AGRWTH,Jan-10,1.356994
ESP,AGRWTH,Feb-10,1.670146
ESP,AGRWTH,Mar-10,3.470031
ESP,AGRWTH,Apr-10,4.831933
ESP,AGRWTH,May-10,5.24659
ESP,AGRWTH,Jun-10,4.796663
ESP,AGRWTH,Jul-10,4.488518
ESP,AGRWTH,Aug-10,4.037267
ESP,AGRWTH,Sep-10,4.781705
ESP,AGRWTH,Oct-10,4.776739
ESP,AGRWTH,Nov-10,5.290456
ESP,AGRWTH,Dec-10,6.53527
ESP,AGRWTH,Jan-11,7.209063
ESP,AGRWTH,Feb-11,7.905544
ESP,AGRWTH,Mar-11,7.621951
ESP,AGRWTH,Apr-11,6.713427
ESP,AGRWTH,May-11,5.882353
ESP,AGRWTH,Jun-11,5.671642
ESP,AGRWTH,Jul-11,6.393606
ESP,AGRWTH,Aug-11,5.671642
ESP,AGRWTH,Sep-11,5.555555
ESP,AGRWTH,Oct-11,5.351833
ESP,AGRWTH,Nov-11,4.827586
ESP,AGRWTH,Dec-11,3.505355
ESP,AGRWTH,Jan-12,3.073967
ESP,AGRWTH,Feb-12,2.664129
ESP,AGRWTH,Mar-12,2.644004
ESP,AGRWTH,Apr-12,2.253521
ESP,AGRWTH,May-12,2.165725
ESP,AGRWTH,Jun-12,1.600753
ESP,AGRWTH,Jul-12,1.784038
ESP,AGRWTH,Aug-12,3.107345
ESP,AGRWTH,Sep-12,3.289474
ESP,AGRWTH,Oct-12,3.104421
ESP,AGRWTH,Nov-12,2.537594
ESP,AGRWTH,Dec-12,2.257761
ESP,AGRWTH,Jan-13,1.67754
ESP,AGRWTH,Feb-13,1.575533
ESP,AGRWTH,Mar-13,0.5519779
ESP,AGRWTH,Apr-13,-0.4591368
ESP,AGRWTH,May-13,-0.1843318
ESP,AGRWTH,Jun-13,0.09267841
ESP,AGRWTH,Jul-13,-0.09225092
ESP,AGRWTH,Aug-13,-1.09589
ESP,AGRWTH,Sep-13,-1.546861
ESP,AGRWTH,Oct-13,-1.824818
ESP,AGRWTH,Nov-13,-1.649863
ESP,AGRWTH,Dec-13,-1.379945
ESP,AGRWTH,Jan-14,-1.92484
ESP,AGRWTH,Feb-14,-2.463504
ESP,AGRWTH,Mar-14,-2.378774
ESP,AGRWTH,Apr-14,-1.476015
ESP,AGRWTH,May-14,-1.292705
ESP,AGRWTH,Jun-14,-0.7407407
ESP,AGRWTH,Jul-14,-0.9233611
ESP,AGRWTH,Aug-14,-1.015697
ESP,AGRWTH,Sep-14,-0.9242144
ESP,AGRWTH,Oct-14,-0.929368
ESP,AGRWTH,Nov-14,-1.11836
ESP,AGRWTH,Dec-14,-2.145522
ESP,AGRWTH,Jan-15,-2.803738
ESP,AGRWTH,Feb-15,-1.777362
ESP,AGRWTH,Mar-15,-0.9372071
ESP,AGRWTH,Apr-15,-0.4681648
ESP,AGRWTH,May-15,-0.1870907
ESP,AGRWTH,Jun-15,-0.4664179
ESP,AGRWTH,Jul-15,-0.8387698
ESP,AGRWTH,Aug-15,-1.865672
ESP,AGRWTH,Sep-15,-2.425373
ESP,AGRWTH,Oct-15,-2.439024
ESP,AGRWTH,Nov-15,-2.167766
ESP,AGRWTH,Dec-15,-2.001907
ESP,AGRWTH,Jan-16,-2.115385
ESP,AGRWTH,Feb-16,-3.619048
ESP,AGRWTH,Mar-16,-3.59508
ESP,AGRWTH,Apr-16,-3.762935
ESP,AGRWTH,May-16,-3.373946
ESP,AGRWTH,Jun-16,-2.62418
ESP,AGRWTH,Jul-16,-2.537594
ESP,AGRWTH,Aug-16,-1.520913
ESP,AGRWTH,Sep-16,-0.7648184
ESP,AGRWTH,Oct-16,0.3846154
ESP,AGRWTH,Nov-16,0.6743738
ESP,AGRWTH,Dec-16,2.821012
ESP,AGRWTH,Jan-17,4.715127
ESP,IDX2010,Jan-00,77.8
ESP,IDX2010,Feb-00,78.1
ESP,IDX2010,Mar-00,78.7
ESP,IDX2010,Apr-00,79.2
ESP,IDX2010,May-00,79.6
ESP,IDX2010,Jun-00,79.7
ESP,IDX2010,Jul-00,80.3
ESP,IDX2010,Aug-00,80.1
ESP,IDX2010,Sep-00,81.5
ESP,IDX2010,Oct-00,82.2
ESP,IDX2010,Nov-00,82.2
ESP,IDX2010,Dec-00,81.9
ESP,IDX2010,Jan-01,81.1
ESP,IDX2010,Feb-01,81.3
ESP,IDX2010,Mar-01,81.5
ESP,IDX2010,Apr-01,81.4
ESP,IDX2010,May-01,81.9
ESP,IDX2010,Jun-01,81.8
ESP,IDX2010,Jul-01,81.9
ESP,IDX2010,Aug-01,81.5
ESP,IDX2010,Sep-01,81.4
ESP,IDX2010,Oct-01,81.2
ESP,IDX2010,Nov-01,81
ESP,IDX2010,Dec-01,81.2
ESP,IDX2010,Jan-02,80.8
ESP,IDX2010,Feb-02,81
ESP,IDX2010,Mar-02,81.6
ESP,IDX2010,Apr-02,81.7
ESP,IDX2010,May-02,81.8
ESP,IDX2010,Jun-02,81.4
ESP,IDX2010,Jul-02,81.9
ESP,IDX2010,Aug-02,81.8
ESP,IDX2010,Sep-02,82
ESP,IDX2010,Oct-02,82.1
ESP,IDX2010,Nov-02,81.7
ESP,IDX2010,Dec-02,81.9
ESP,IDX2010,Jan-03,82.2
ESP,IDX2010,Feb-03,82.4
ESP,IDX2010,Mar-03,82.6
ESP,IDX2010,Apr-03,82.6
ESP,IDX2010,May-03,81.9
ESP,IDX2010,Jun-03,81.3
ESP,IDX2010,Jul-03,82.1
ESP,IDX2010,Aug-03,81.7
ESP,IDX2010,Sep-03,82.5
ESP,IDX2010,Oct-03,82
ESP,IDX2010,Nov-03,82.4
ESP,IDX2010,Dec-03,82.6
ESP,IDX2010,Jan-04,82.3
ESP,IDX2010,Feb-04,82.8
ESP,IDX2010,Mar-04,83.8
ESP,IDX2010,Apr-04,84.4
ESP,IDX2010,May-04,84.8
ESP,IDX2010,Jun-04,85.1
ESP,IDX2010,Jul-04,85
ESP,IDX2010,Aug-04,85.3
ESP,IDX2010,Sep-04,86
ESP,IDX2010,Oct-04,86.8
ESP,IDX2010,Nov-04,87
ESP,IDX2010,Dec-04,86.2
ESP,IDX2010,Jan-05,86.5
ESP,IDX2010,Feb-05,87.1
ESP,IDX2010,Mar-05,87.7
ESP,IDX2010,Apr-05,88.1
ESP,IDX2010,May-05,88
ESP,IDX2010,Jun-05,88.5
ESP,IDX2010,Jul-05,88.8
ESP,IDX2010,Aug-05,89.4
ESP,IDX2010,Sep-05,90.2
ESP,IDX2010,Oct-05,90.4
ESP,IDX2010,Nov-05,90.1
ESP,IDX2010,Dec-05,90.1
ESP,IDX2010,Jan-06,91.1
ESP,IDX2010,Feb-06,91.8
ESP,IDX2010,Mar-06,92.1
ESP,IDX2010,Apr-06,92.6
ESP,IDX2010,May-06,93.3
ESP,IDX2010,Jun-06,93.4
ESP,IDX2010,Jul-06,93.9
ESP,IDX2010,Aug-06,94
ESP,IDX2010,Sep-06,93.5
ESP,IDX2010,Oct-06,93.4
ESP,IDX2010,Nov-06,93.2
ESP,IDX2010,Dec-06,93.2
ESP,IDX2010,Jan-07,93.4
ESP,IDX2010,Feb-07,94.1
ESP,IDX2010,Mar-07,94.7
ESP,IDX2010,Apr-07,95.1
ESP,IDX2010,May-07,95.7
ESP,IDX2010,Jun-07,95.8
ESP,IDX2010,Jul-07,96
ESP,IDX2010,Aug-07,96.1
ESP,IDX2010,Sep-07,96.3
ESP,IDX2010,Oct-07,96.8
ESP,IDX2010,Nov-07,97.4
ESP,IDX2010,Dec-07,97.8
ESP,IDX2010,Jan-08,98.6
ESP,IDX2010,Feb-08,99.2
ESP,IDX2010,Mar-08,100
ESP,IDX2010,Apr-08,100.6
ESP,IDX2010,May-08,102
ESP,IDX2010,Jun-08,103.1
ESP,IDX2010,Jul-08,103.9
ESP,IDX2010,Aug-08,103.3
ESP,IDX2010,Sep-08,102.9
ESP,IDX2010,Oct-08,101.1
ESP,IDX2010,Nov-08,98.5
ESP,IDX2010,Dec-08,96
ESP,IDX2010,Jan-09,95.8
ESP,IDX2010,Feb-09,95.8
ESP,IDX2010,Mar-09,95.1
ESP,IDX2010,Apr-09,95.2
ESP,IDX2010,May-09,95.3
ESP,IDX2010,Jun-09,95.9
ESP,IDX2010,Jul-09,95.8
ESP,IDX2010,Aug-09,96.6
ESP,IDX2010,Sep-09,96.2
ESP,IDX2010,Oct-09,96.3
ESP,IDX2010,Nov-09,96.4
ESP,IDX2010,Dec-09,96.4
ESP,IDX2010,Jan-10,97.1
ESP,IDX2010,Feb-10,97.4
ESP,IDX2010,Mar-10,98.4
ESP,IDX2010,Apr-10,99.8
ESP,IDX2010,May-10,100.3
ESP,IDX2010,Jun-10,100.5
ESP,IDX2010,Jul-10,100.1
ESP,IDX2010,Aug-10,100.5
ESP,IDX2010,Sep-10,100.8
ESP,IDX2010,Oct-10,100.9
ESP,IDX2010,Nov-10,101.5
ESP,IDX2010,Dec-10,102.7
ESP,IDX2010,Jan-11,104.1
ESP,IDX2010,Feb-11,105.1
ESP,IDX2010,Mar-11,105.9
ESP,IDX2010,Apr-11,106.5
ESP,IDX2010,May-11,106.2
ESP,IDX2010,Jun-11,106.2
ESP,IDX2010,Jul-11,106.5
ESP,IDX2010,Aug-11,106.2
ESP,IDX2010,Sep-11,106.4
ESP,IDX2010,Oct-11,106.3
ESP,IDX2010,Nov-11,106.4
ESP,IDX2010,Dec-11,106.3
ESP,IDX2010,Jan-12,107.3
ESP,IDX2010,Feb-12,107.9
ESP,IDX2010,Mar-12,108.7
ESP,IDX2010,Apr-12,108.9
ESP,IDX2010,May-12,108.5
ESP,IDX2010,Jun-12,107.9
ESP,IDX2010,Jul-12,108.4
ESP,IDX2010,Aug-12,109.5
ESP,IDX2010,Sep-12,109.9
ESP,IDX2010,Oct-12,109.6
ESP,IDX2010,Nov-12,109.1
ESP,IDX2010,Dec-12,108.7
ESP,IDX2010,Jan-13,109.1
ESP,IDX2010,Feb-13,109.6
ESP,IDX2010,Mar-13,109.3
ESP,IDX2010,Apr-13,108.4
ESP,IDX2010,May-13,108.3
ESP,IDX2010,Jun-13,108
ESP,IDX2010,Jul-13,108.3
ESP,IDX2010,Aug-13,108.3
ESP,IDX2010,Sep-13,108.2
ESP,IDX2010,Oct-13,107.6
ESP,IDX2010,Nov-13,107.3
ESP,IDX2010,Dec-13,107.2
ESP,IDX2010,Jan-14,107
ESP,IDX2010,Feb-14,106.9
ESP,IDX2010,Mar-14,106.7
ESP,IDX2010,Apr-14,106.8
ESP,IDX2010,May-14,106.9
ESP,IDX2010,Jun-14,107.2
ESP,IDX2010,Jul-14,107.3
ESP,IDX2010,Aug-14,107.2
ESP,IDX2010,Sep-14,107.2
ESP,IDX2010,Oct-14,106.6
ESP,IDX2010,Nov-14,106.1
ESP,IDX2010,Dec-14,104.9
ESP,IDX2010,Jan-15,104
ESP,IDX2010,Feb-15,105
ESP,IDX2010,Mar-15,105.7
ESP,IDX2010,Apr-15,106.3
ESP,IDX2010,May-15,106.7
ESP,IDX2010,Jun-15,106.7
ESP,IDX2010,Jul-15,106.4
ESP,IDX2010,Aug-15,105.2
ESP,IDX2010,Sep-15,104.6
ESP,IDX2010,Oct-15,104
ESP,IDX2010,Nov-15,103.8
ESP,IDX2010,Dec-15,102.8
ESP,IDX2010,Jan-16,101.8
ESP,IDX2010,Feb-16,101.2
ESP,IDX2010,Mar-16,101.9
ESP,IDX2010,Apr-16,102.3
ESP,IDX2010,May-16,103.1
ESP,IDX2010,Jun-16,103.9
ESP,IDX2010,Jul-16,103.7
ESP,IDX2010,Aug-16,103.6
ESP,IDX2010,Sep-16,103.8
ESP,IDX2010,Oct-16,104.4
ESP,IDX2010,Nov-16,104.5
ESP,IDX2010,Dec-16,105.7
ESP,IDX2010,Jan-17,106.6
SWE,AGRWTH,Jan-83,11.39957
SWE,AGRWTH,Feb-83,10.40739
SWE,AGRWTH,Mar-83,10.05083
SWE,AGRWTH,Apr-83,10.28525
SWE,AGRWTH,May-83,11.14903
SWE,AGRWTH,Jun-83,11.4082
SWE,AGRWTH,Jul-83,11.59839
SWE,AGRWTH,Aug-83,12.1416
SWE,AGRWTH,Sep-83,12.71824
SWE,AGRWTH,Oct-83,11.33616
SWE,AGRWTH,Nov-83,9.436576
SWE,AGRWTH,Dec-83,9.358779
SWE,AGRWTH,Jan-84,8.903496
SWE,AGRWTH,Feb-84,9.441291
SWE,AGRWTH,Mar-84,9.952324
SWE,AGRWTH,Apr-84,10.13893
SWE,AGRWTH,May-84,9.752888
SWE,AGRWTH,Jun-84,9.178182
SWE,AGRWTH,Jul-84,8.564848
SWE,AGRWTH,Aug-84,8.24168
SWE,AGRWTH,Sep-84,8.469519
SWE,AGRWTH,Oct-84,7.897335
SWE,AGRWTH,Nov-84,8.130539
SWE,AGRWTH,Dec-84,7.566662
SWE,AGRWTH,Jan-85,7.174211
SWE,AGRWTH,Feb-85,7.384657
SWE,AGRWTH,Mar-85,7.330623
SWE,AGRWTH,Apr-85,6.776704
SWE,AGRWTH,May-85,6.248335
SWE,AGRWTH,Jun-85,6.008526
SWE,AGRWTH,Jul-85,5.502519
SWE,AGRWTH,Aug-85,4.76379
SWE,AGRWTH,Sep-85,4.244727
SWE,AGRWTH,Oct-85,4.234741
SWE,AGRWTH,Nov-85,3.980747
SWE,AGRWTH,Dec-85,3.971447
SWE,AGRWTH,Jan-86,3.468578
SWE,AGRWTH,Feb-86,2.758358
SWE,AGRWTH,Mar-86,2.057821
SWE,AGRWTH,Apr-86,1.822295
SWE,AGRWTH,May-86,1.366771
SWE,AGRWTH,Jun-86,1.596079
SWE,AGRWTH,Jul-86,1.596079
SWE,AGRWTH,Aug-86,1.826427
SWE,AGRWTH,Sep-86,2.274727
SWE,AGRWTH,Oct-86,2.043887
SWE,AGRWTH,Nov-86,2.039284
SWE,AGRWTH,Dec-86,2.034702
SWE,AGRWTH,Jan-87,2.22662
SWE,AGRWTH,Feb-87,2.449283
SWE,AGRWTH,Mar-87,2.449283
SWE,AGRWTH,Apr-87,2.221674
SWE,AGRWTH,May-87,2.671945
SWE,AGRWTH,Jun-87,2.671945
SWE,AGRWTH,Jul-87,3.339931
SWE,AGRWTH,Aug-87,3.785255
SWE,AGRWTH,Sep-87,3.538953
SWE,AGRWTH,Oct-87,4.214795
SWE,AGRWTH,Nov-87,4.426189
SWE,AGRWTH,Dec-87,4.196232
SWE,AGRWTH,Jan-88,4.150532
SWE,AGRWTH,Feb-88,4.57619
SWE,AGRWTH,Mar-88,4.793528
SWE,AGRWTH,Apr-88,5.445545
SWE,AGRWTH,May-88,5.86747
SWE,AGRWTH,Jun-88,6.084337
SWE,AGRWTH,Jul-88,6.272444
SWE,AGRWTH,Aug-88,6.674613
SWE,AGRWTH,Sep-88,6.85972
SWE,AGRWTH,Oct-88,7.015682
SWE,AGRWTH,Nov-88,6.774686
SWE,AGRWTH,Dec-88,7.408712
SWE,AGRWTH,Jan-89,8.388521
SWE,AGRWTH,Feb-89,8.544048
SWE,AGRWTH,Mar-89,9.14852
SWE,AGRWTH,Apr-89,9.50418
SWE,AGRWTH,May-89,9.240924
SWE,AGRWTH,Jun-89,8.608745
SWE,AGRWTH,Jul-89,8.323947
SWE,AGRWTH,Aug-89,7.653631
SWE,AGRWTH,Sep-89,7.007997
SWE,AGRWTH,Oct-89,6.96342
SWE,AGRWTH,Nov-89,6.949637
SWE,AGRWTH,Dec-89,6.318321
SWE,AGRWTH,Jan-90,5.799121
SWE,AGRWTH,Feb-90,5.259072
SWE,AGRWTH,Mar-90,4.324952
SWE,AGRWTH,Apr-90,3.21029
SWE,AGRWTH,May-90,3.087878
SWE,AGRWTH,Jun-90,3.741617
SWE,AGRWTH,Jul-90,3.291188
SWE,AGRWTH,Aug-90,4.021094
SWE,AGRWTH,Sep-90,5.075808
SWE,AGRWTH,Oct-90,4.809073
SWE,AGRWTH,Nov-90,4.615102
SWE,AGRWTH,Dec-90,4.223286
SWE,AGRWTH,Jan-91,3.732304
SWE,AGRWTH,Feb-91,3.337612
SWE,AGRWTH,Mar-91,3.213368
SWE,AGRWTH,Apr-91,2.960103
SWE,AGRWTH,May-91,2.439024
SWE,AGRWTH,Jun-91,1.920615
SWE,AGRWTH,Jul-91,1.790281
SWE,AGRWTH,Aug-91,0.7604563
SWE,AGRWTH,Sep-91,-0.3764116
SWE,AGRWTH,Oct-91,-0.9987516
SWE,AGRWTH,Nov-91,-1.123595
SWE,AGRWTH,Dec-91,-1.002506
SWE,AGRWTH,Jan-92,-2.48139
SWE,AGRWTH,Feb-92,-2.484472
SWE,AGRWTH,Mar-92,-2.241594
SWE,AGRWTH,Apr-92,-1.75
SWE,AGRWTH,May-92,-1.253133
SWE,AGRWTH,Jun-92,-1.005025
SWE,AGRWTH,Jul-92,-1.507538
SWE,AGRWTH,Aug-92,-1.886792
SWE,AGRWTH,Sep-92,-2.141058
SWE,AGRWTH,Oct-92,-1.891551
SWE,AGRWTH,Nov-92,-1.388889
SWE,AGRWTH,Dec-92,0.6329114
SWE,AGRWTH,Jan-93,3.053435
SWE,AGRWTH,Feb-93,4.076433
SWE,AGRWTH,Mar-93,5.095541
SWE,AGRWTH,Apr-93,5.597964
SWE,AGRWTH,May-93,5.076142
SWE,AGRWTH,Jun-93,4.822335
SWE,AGRWTH,Jul-93,5.484694
SWE,AGRWTH,Aug-93,6.538462
SWE,AGRWTH,Sep-93,7.078507
SWE,AGRWTH,Oct-93,7.069409
SWE,AGRWTH,Nov-93,7.042253
SWE,AGRWTH,Dec-93,5.408805
SWE,AGRWTH,Jan-94,4.567901
SWE,AGRWTH,Feb-94,3.549572
SWE,AGRWTH,Mar-94,2.666667
SWE,AGRWTH,Apr-94,2.409639
SWE,AGRWTH,May-94,3.019324
SWE,AGRWTH,Jun-94,3.874092
SWE,AGRWTH,Jul-94,4.957678
SWE,AGRWTH,Aug-94,5.054152
SWE,AGRWTH,Sep-94,5.408654
SWE,AGRWTH,Oct-94,5.882353
SWE,AGRWTH,Nov-94,5.980861
SWE,AGRWTH,Dec-94,6.443914
SWE,AGRWTH,Jan-95,8.382526
SWE,AGRWTH,Feb-95,9.574468
SWE,AGRWTH,Mar-95,10.03542
SWE,AGRWTH,Apr-95,11.41177
SWE,AGRWTH,May-95,11.72333
SWE,AGRWTH,Jun-95,11.30536
SWE,AGRWTH,Jul-95,10.9447
SWE,AGRWTH,Aug-95,10.65292
SWE,AGRWTH,Sep-95,10.26226
SWE,AGRWTH,Oct-95,8.956916
SWE,AGRWTH,Nov-95,7.336343
SWE,AGRWTH,Dec-95,5.717489
SWE,AGRWTH,Jan-96,2.723312
SWE,AGRWTH,Feb-96,1.618123
SWE,AGRWTH,Mar-96,0.5364807
SWE,AGRWTH,Apr-96,-1.372756
SWE,AGRWTH,May-96,-2.623295
SWE,AGRWTH,Jun-96,-3.350785
SWE,AGRWTH,Jul-96,-4.153687
SWE,AGRWTH,Aug-96,-4.865425
SWE,AGRWTH,Sep-96,-4.75698
SWE,AGRWTH,Oct-96,-4.370448
SWE,AGRWTH,Nov-96,-3.785489
SWE,AGRWTH,Dec-96,-2.757158
SWE,AGRWTH,Jan-97,-2.33298
SWE,AGRWTH,Feb-97,-1.910828
SWE,AGRWTH,Mar-97,-1.173959
SWE,AGRWTH,Apr-97,0.1070664
SWE,AGRWTH,May-97,1.400862
SWE,AGRWTH,Jun-97,1.84182
SWE,AGRWTH,Jul-97,2.058505
SWE,AGRWTH,Aug-97,2.50272
SWE,AGRWTH,Sep-97,2.062975
SWE,AGRWTH,Oct-97,1.741023
SWE,AGRWTH,Nov-97,2.404372
SWE,AGRWTH,Dec-97,1.853871
SWE,AGRWTH,Jan-98,1.84582
SWE,AGRWTH,Feb-98,1.406926
SWE,AGRWTH,Mar-98,0.9719222
SWE,AGRWTH,Apr-98,-0.3208556
SWE,AGRWTH,May-98,-1.594049
SWE,AGRWTH,Jun-98,-1.276596
SWE,AGRWTH,Jul-98,-1.380042
SWE,AGRWTH,Aug-98,-1.592357
SWE,AGRWTH,Sep-98,-1.489362
SWE,AGRWTH,Oct-98,-1.069519
SWE,AGRWTH,Nov-98,-1.49413
SWE,AGRWTH,Dec-98,-1.284797
SWE,AGRWTH,Jan-99,-1.918977
SWE,AGRWTH,Feb-99,-3.201708
SWE,AGRWTH,Mar-99,-2.887701
SWE,AGRWTH,Apr-99,-1.93133
SWE,AGRWTH,May-99,-0.9719222
SWE,AGRWTH,Jun-99,-0.862069
SWE,AGRWTH,Jul-99,-0.6458558
SWE,AGRWTH,Aug-99,0
SWE,AGRWTH,Sep-99,0.5399568
SWE,AGRWTH,Oct-99,0.8648649
SWE,AGRWTH,Nov-99,1.625135
SWE,AGRWTH,Dec-99,2.494577
SWE,AGRWTH,Jan-00,3.478261
SWE,AGRWTH,Feb-00,5.071665
SWE,AGRWTH,Mar-00,4.735683
SWE,AGRWTH,Apr-00,3.938731
SWE,AGRWTH,May-00,4.143948
SWE,AGRWTH,Jun-00,4.130435
SWE,AGRWTH,Jul-00,4.008667
SWE,AGRWTH,Aug-00,3.883495
SWE,AGRWTH,Sep-00,4.081633
SWE,AGRWTH,Oct-00,4.71597
SWE,AGRWTH,Nov-00,4.904051
SWE,AGRWTH,Dec-00,3.703704
SWE,AGRWTH,Jan-01,2.731092
SWE,AGRWTH,Feb-01,2.098636
SWE,AGRWTH,Mar-01,2.208202
SWE,AGRWTH,Apr-01,2.947368
SWE,AGRWTH,May-01,2.094241
SWE,AGRWTH,Jun-01,1.983299
SWE,AGRWTH,Jul-01,1.875
SWE,AGRWTH,Aug-01,1.349948
SWE,AGRWTH,Sep-01,1.031992
SWE,AGRWTH,Oct-01,0.4094166
SWE,AGRWTH,Nov-01,-1.219512
SWE,AGRWTH,Dec-01,-1.122449
SWE,AGRWTH,Jan-02,-0.8179959
SWE,AGRWTH,Feb-02,-0.5138746
SWE,AGRWTH,Mar-02,-0.308642
SWE,AGRWTH,Apr-02,-0.8179959
SWE,AGRWTH,May-02,-0.2051282
SWE,AGRWTH,Jun-02,-0.6141249
SWE,AGRWTH,Jul-02,-0.9202454
SWE,AGRWTH,Aug-02,-0.307377
SWE,AGRWTH,Sep-02,-0.9193054
SWE,AGRWTH,Oct-02,-1.325178
SWE,AGRWTH,Nov-02,-0.9259259
SWE,AGRWTH,Dec-02,-0.7223942
SWE,AGRWTH,Jan-03,-0.2061856
SWE,AGRWTH,Feb-03,0.5165289
SWE,AGRWTH,Mar-03,0.4127967
SWE,AGRWTH,Apr-03,-0.3092783
SWE,AGRWTH,May-03,-1.747174
SWE,AGRWTH,Jun-03,-1.956746
SWE,AGRWTH,Jul-03,-1.754386
SWE,AGRWTH,Aug-03,-2.055498
SWE,AGRWTH,Sep-03,-1.752577
SWE,AGRWTH,Oct-03,-2.272727
SWE,AGRWTH,Nov-03,-1.869159
SWE,AGRWTH,Dec-03,-2.079002
