Country or Area;Year;Quantity
Bulgaria;2006;7096.0
Bulgaria;2005;6043.0
Bulgaria;2004;5289.0
Bulgaria;2003;5049.0
Bulgaria;2002;5215.0
Bulgaria;2001;5341.0
Bulgaria;2000;5259.0
Bulgaria;1999;5583.0
Bulgaria;1998;5526.0
Bulgaria;1997;5888.0
Bulgaria;1996;6996.0
Bulgaria;1995;7973.0
Bulgaria;1994;6944.0
Bulgaria;1993;8900.0
Bulgaria;1992;2215.0
Bulgaria;1991;4430.0
Bulgaria;1990;8169.0
Cameroon;2014;1956.0
Cameroon;2013;1880.0
Cameroon;2012;1794.0
Cameroon;2011;1710.0
Cameroon;2010;1711.0
Cameroon;2009;1420.0
Cameroon;2008;1663.0
Cameroon;2007;1760.0
Cameroon;2006;1705.0
Cameroon;2005;1502.0
Cameroon;2004;1689.0
Cameroon;2003;2624.0
Cameroon;2002;1989.0
Cameroon;2001;3675.0
Canada;2014;38614.0
Canada;2013;39527.0
Canada;2012;41783.0
Canada;2011;40770.0
Canada;2010;41691.0
Canada;2009;44073.0
Canada;2008;43908.0
Canada;2007;42006.0
Canada;2006;41544.0
Canada;2005;45426.0
Canada;2004;45841.0
Canada;2003;44522.0
Canada;2002;43533.0
Canada;2001;45384.0
Canada;2000;45098.0
Canada;1999;40733.0
Canada;1998;38354.0
Canada;1997;37842.0
Canada;1996;33777.0
Canada;1995;29202.0
Canada;1994;30767.0
Canada;1993;29270.0
Canada;1992;25405.0
Canada;1991;26885.0
Canada;1990;26510.0
Chile;2014;9383.0
Chile;2013;9259.0
Chile;2012;8470.0
Chile;2011;8931.0
Chile;2010;8337.0
Chile;2009;9849.0
Chile;2008;10019.0
Chile;2007;10754.0
Chile;2006;11080.0
Chile;2005;10222.0
Chile;2004;10410.0
Chile;2003;10226.0
Chile;2002;9574.0
Chile;2001;9802.0
Chile;2000;9674.0
Chile;1999;9292.0
Chile;1998;9428.0
Chile;1997;8561.0
Chile;1996;7954.0
Chile;1995;7565.0
Chile;1994;7068.0
Chile;1993;6250.0
Chile;1992;6020.0
Chile;1991;5493.0
Chile;1990;5393.0
China;2014;308373.9
China;2013;281742.1
China;2012;271027.1
China;2011;253778.8
China;2010;237682.0
China;2009;203653.0
China;2008;178885.0
China;2007;163160.0
China;2006;145175.0
China;2005;126817.0
China;2004;122720.0
China;2003;91020.0
China;2002;69406.0
China;2001;60260.0
China;2000;70270.0
China;1999;36614.0
China;1998;27320.0
China;1997;35470.0
China;1996;22617.0
China;1995;17090.0
China;1994;12346.0
China;1993;15671.0
China;1992;11360.0
China;1991;5973.0
China;1990;2923.0
Colombia;2007;401.0
Colombia;2006;401.0
Colombia;2005;376.0
Colombia;2004;180.0
Colombia;2003;59.0
Colombia;2002;176.0
Colombia;2001;275.0
Colombia;2000;190.0
Colombia;1999;183.0
Colombia;1998;0.0
Colombia;1997;0.0
Colombia;1996;0.0
Colombia;1995;0.0
Colombia;1994;0.0
Colombia;1993;0.0
Colombia;1992;149.0
Colombia;1991;0.0
Colombia;1990;0.0
Costa Rica;2012;0.0
Costa Rica;2011;176.4678487
Costa Rica;2010;500.725532
Costa Rica;2009;401.53026
Costa Rica;2008;631.132151
Costa Rica;2007;710.971868
Costa Rica;2006;663.798345
Costa Rica;2005;534.368558
Costa Rica;2004;527.0
Costa Rica;2003;517.0
Costa Rica;2002;470.0
Costa Rica;2001;282.0
Costa Rica;2000;46.0
Costa Rica;1999;0.0
Costa Rica;1998;39.0
Costa Rica;1997;616.0
Costa Rica;1996;612.0
Costa Rica;1995;708.0
Costa Rica;1994;546.0
Costa Rica;1993;564.0
Costa Rica;1992;543.0
Costa Rica;1991;350.0
Costa Rica;1990;420.0
Côte d'Ivoire;2014;3277.0
Côte d'Ivoire;2013;3546.0
Côte d'Ivoire;2012;3413.0
Côte d'Ivoire;2011;2313.0
Côte d'Ivoire;2010;2973.0
Côte d'Ivoire;2009;2982.0
Côte d'Ivoire;2008;3139.0
Côte d'Ivoire;2007;3606.0
Côte d'Ivoire;2006;3506.0
Côte d'Ivoire;2005;4115.0
Côte d'Ivoire;2004;3348.0
Côte d'Ivoire;2003;2671.0
Côte d'Ivoire;2002;2488.0
Côte d'Ivoire;2001;2547.0
Côte d'Ivoire;2000;2656.7
Côte d'Ivoire;1999;2599.0
Côte d'Ivoire;1998;2987.0
Côte d'Ivoire;1997;2955.0
Côte d'Ivoire;1996;3375.0
Côte d'Ivoire;1995;3248.0
Côte d'Ivoire;1994;2420.0
Côte d'Ivoire;1993;2374.0
Côte d'Ivoire;1992;2398.0
Côte d'Ivoire;1991;2315.0
Côte d'Ivoire;1990;2050.0
Croatia;2014;1851.0
Croatia;2013;2462.0
Croatia;2012;2325.0
Croatia;2011;2838.0
Croatia;2010;3536.0
Croatia;2009;4048.0
Croatia;2008;3473.0
Croatia;2007;4198.0
Croatia;2006;3799.0
Croatia;2005;3999.0
Croatia;2004;4198.0
Croatia;2003;3766.0
Croatia;2002;3895.0
Croatia;2001;3909.0
Croatia;2000;3914.0
Croatia;1999;4478.0
Croatia;1998;3759.0
Croatia;1997;3699.0
Croatia;1996;3624.0
Croatia;1995;4209.0
Croatia;1994;3798.0
Croatia;1993;3662.0
Croatia;1992;2725.0
Cuba;2014;4625.3
Cuba;2013;4778.0
Cuba;2012;4976.0
Cuba;2011;4917.0
Cuba;2010;5049.0
Cuba;2009;5536.0
Cuba;2008;4849.0
Cuba;2007;2156.0
Cuba;2006;2052.0
Cuba;2005;2202.0
Cuba;2004;1967.0
Cuba;2003;2295.0
Cuba;2002;1479.0
Cuba;2001;1715.0
Cuba;2000;1648.0
Cuba;1999;801.0
Cuba;1998;899.0
Cuba;1997;1094.0
Cuba;1996;1636.0
Cuba;1995;1198.0
Cuba;1994;4927.0
Cuba;1993;4726.0
Cuba;1992;4708.0
Cuba;1991;4633.0
Cuba;1990;6432.0
Curaçao;2014;9803.0
Curaçao;2013;8817.0
Curaçao;2012;8558.0
Cyprus;2004;243.0
Cyprus;2003;969.0
Cyprus;2002;1078.0
Cyprus;2001;1154.0
Cyprus;2000;1155.0
Cyprus;1999;1186.0
Cyprus;1998;1075.0
Cyprus;1997;1039.0
Cyprus;1996;804.0
Cyprus;1995;797.0
Cyprus;1994;907.0
Cyprus;1993;789.0
Cyprus;1992;749.0
Cyprus;1991;763.0
Cyprus;1990;624.0
Czechia;2014;7371.0
Czechia;2013;6552.0
Czechia;2012;7074.0
Czechia;2011;6925.0
Czechia;2010;7727.0
Czechia;2009;7187.0
Czechia;2008;8109.0
Czechia;2007;7187.0
Czechia;2006;7767.0
Czechia;2005;7736.0
Czechia;2004;6454.0
Czechia;2003;6413.0
Czechia;2002;6148.0
Czechia;2001;5972.0
Czechia;2000;5699.0
Czechia;1999;6041.0
Czechia;1998;6952.0
Czechia;1997;7041.0
Czechia;1996;7562.0
Czechia;1995;7051.0
Czechia;1994;6920.0
Czechia;1993;6094.0
Czechia;1992;6618.0
Czechoslovakia (former);1991;11225.0
Czechoslovakia (former);1990;13354.0
Dem. Rep. of the Congo;2000;0.0
Dem. Rep. of the Congo;1999;53.0
Dem. Rep. of the Congo;1998;53.0
Dem. Rep. of the Congo;1997;48.0
Dem. Rep. of the Congo;1996;46.0
Dem. Rep. of the Congo;1995;48.0
Dem. Rep. of the Congo;1994;45.0
Dem. Rep. of the Congo;1993;110.0
Dem. Rep. of the Congo;1992;98.0
Dem. Rep. of the Congo;1991;98.0
Dem. Rep. of the Congo;1990;75.0
Denmark;2014;3458.0
Denmark;2013;4670.0
Denmark;2012;3717.0
Denmark;2011;3020.0
Denmark;2010;2712.0
Denmark;2009;3511.0
Denmark;2008;2364.0
Denmark;2007;2032.0
Denmark;2006;2708.0
Denmark;2005;2720.0
Denmark;2004;3735.0
Denmark;2003;3492.0
Denmark;2002;3261.0
Denmark;2001;3042.0
Denmark;2000;3706.0
Denmark;1999;4530.0
Denmark;1998;4708.0
Denmark;1997;4327.0
Denmark;1996;5494.0
Denmark;1995;5363.0
Denmark;1994;5262.0
Denmark;1993;5051.0
Denmark;1992;5245.0
Denmark;1991;5112.0
Denmark;1990;4112.0
Dominican Republic;2014;1321.38
Dominican Republic;2013;1332.4
Dominican Republic;2012;1271.68
Dominican Republic;2011;1320.29
Dominican Republic;2010;1372.13
Dominican Republic;2009;1294.67
Dominican Republic;2008;1718.3
Dominican Republic;2007;1860.72
Dominican Republic;2006;2100.0
Dominican Republic;2005;2104.0
Dominican Republic;2004;2146.0
Dominican Republic;2003;2088.0
Dominican Republic;2002;1975.0
Dominican Republic;2001;1924.0
Dominican Republic;2000;2017.0
Dominican Republic;1999;2017.0
Dominican Republic;1998;2224.0
Dominican Republic;1997;2164.0
Dominican Republic;1996;2324.0
Dominican Republic;1995;2403.0
Dominican Republic;1994;2387.0
Dominican Republic;1993;2203.0
Dominican Republic;1992;1909.0
Dominican Republic;1991;2007.0
Dominican Republic;1990;1576.0
Ecuador;1990;0.0
Egypt;2014;3047.0
Egypt;2013;2757.0
Egypt;2012;2919.0
Egypt;2011;2429.0
Egypt;2010;2437.0
Egypt;2009;2521.0
Egypt;2008;2351.0
Egypt;2007;2407.0
Egypt;2006;2395.0
Egypt;2005;2504.0
Egypt;2004;0.0
Egypt;2003;0.0
Egypt;2002;0.0
Egypt;2001;0.0
Egypt;2000;0.0
Egypt;1999;4851.0
Egypt;1998;5815.0
Egypt;1997;0.0
Egypt;1996;0.0
Egypt;1995;0.0
Egypt;1994;0.0
Egypt;1993;0.0
Egypt;1992;0.0
Egypt;1991;0.0
Egypt;1990;0.0
El Salvador;2014;0.0
El Salvador;2013;0.0
El Salvador;2012;497.0
El Salvador;2011;732.0
El Salvador;2010;808.0
El Salvador;2009;893.0
El Salvador;2008;848.0
El Salvador;2007;1027.0
El Salvador;2006;895.0
El Salvador;2005;1054.0
El Salvador;2004;1025.0
El Salvador;2003;1005.0
El Salvador;2002;984.0
El Salvador;2001;1041.0
El Salvador;2000;1009.0
El Salvador;1999;1002.0
El Salvador;1998;948.0
El Salvador;1997;834.0
El Salvador;1996;785.0
El Salvador;1995;801.0
El Salvador;1994;817.0
El Salvador;1993;991.0
El Salvador;1992;865.0
El Salvador;1991;811.0
El Salvador;1990;697.0
Eritrea;1997;408.0
Eritrea;1996;679.0
Eritrea;1995;633.0
Eritrea;1994;749.0
Ethiopia, incl. Eritrea;1993;745.0
Ethiopia, incl. Eritrea;1992;775.0
Ethiopia, incl. Eritrea;1991;772.0
Ethiopia, incl. Eritrea;1990;770.0
Fiji;2014;0.0617
Fiji;2013;0.0067
Fiji;2012;0.0169
Fiji;2011;0.0105
Fiji;2010;0.0
Fiji;2009;7.21e-05
Fiji;2008;1.5e-06
Finland;2014;11267.0
Finland;2013;11154.0
Finland;2012;10821.0
Finland;2011;11036.0
Finland;2010;10770.0
Finland;2009;10784.0
Finland;2008;11107.0
Finland;2007;11160.0
Finland;2006;10662.0
Finland;2005;9570.0
Finland;2004;11035.0
Finland;2003;10931.0
Finland;2002;10847.0
Finland;2001;9823.0
Finland;2000;10874.0
Finland;1999;10782.0
Finland;1998;11320.0
Finland;1997;9581.0
Finland;1996;9494.0
Finland;1995;8125.0
Finland;1994;9837.0
Finland;1993;8226.0
Finland;1992;8869.0
Finland;1991;9925.0
Finland;1990;8713.0
France;2014;53583.0
France;2013;55484.0
France;2012;56568.0
France;2011;64183.0
France;2010;64087.0
France;2009;71404.0
France;2008;82721.0
France;2007;81000.0
France;2006;81704.0
France;2005;84161.0
France;2004;85103.0
France;2003;85366.0
France;2002;79832.0
France;2001;86156.0
France;2000;85463.0
France;1999;81869.0
France;1998;90340.0
France;1997;87442.0
France;1996;83047.0
France;1995;77115.0
France;1994;74644.0
France;1993;74668.0
France;1992;71003.0
France;1991;72964.0
France;1990;69566.0
Georgia;2014;10.1
Georgia;2013;0.0
Georgia;2012;0.0
Georgia;2011;3.0
Georgia;2010;5.0
Georgia;2009;5.0
Georgia;2008;43.0
Georgia;2007;14.0
Georgia;2006;8.0
Georgia;2005;0.0
Georgia;2004;0.0
Georgia;2003;1.0
Georgia;2002;4.0
Georgia;2001;2.0
Georgia;2000;0.0
Georgia;1999;0.0
Georgia;1998;0.0
Georgia;1997;27.0
Georgia;1996;0.0
Georgia;1995;0.0
Georgia;1994;200.0
Georgia;1993;207.0
Georgia;1992;672.0
German Dem. R. (former);1990;21000.0
Germany;2014;89397.0
Germany;2013;90567.0
Germany;2012;93421.0
Germany;2011;90519.0
Germany;2010;93268.0
Germany;2009;98028.0
Germany;2008;105365.0
Germany;2007;106816.0
Germany;2006;109649.0
Germany;2005;112314.0
Germany;2004;110126.0
Germany;2003;106464.0
Germany;2002;104897.0
Germany;2001;105171.0
Germany;2000;103684.0
Germany;1999;103933.0
Germany;1998;109379.0
Germany;1997;100544.0
Germany;1996;103605.0
Germany;1995;100876.0
Germany;1994;106262.0
Germany;1993;99584.0
Germany;1992;99065.0
Germany;1991;88752.0
Germany, Fed. R. (former);1990;71927.0
Ghana;2014;693.2
Ghana;2013;1302.3
Ghana;2012;1209.5
Ghana;2011;1531.6
Ghana;2010;1603.0
Ghana;2009;982.9
Ghana;2008;1976.0
Ghana;2007;2054.0
Ghana;2006;1713.0
Ghana;2005;1968.0
Ghana;2004;1977.0
Ghana;2003;1934.0
Ghana;2002;1719.0
Ghana;2001;1576.0
Ghana;2000;1309.0
Ghana;1999;1637.0
Ghana;1998;1200.0
Ghana;1997;1012.0
Ghana;1996;1010.0
Ghana;1995;998.0
Ghana;1994;990.0
Ghana;1993;985.0
Ghana;1992;983.0
Ghana;1991;978.0
Ghana;1990;975.0
Greece;2014;20826.0
Greece;2013;19434.0
Greece;2012;20953.0
Greece;2011;16514.0
Greece;2010;20129.0
Greece;2009;17780.0
Greece;2008;19286.0
Greece;2007;20330.0
Greece;2006;19836.0
Greece;2005;18699.0
Greece;2004;20297.0
Greece;2003;19782.0
Greece;2002;19116.0
Greece;2001;18906.0
Greece;2000;19371.0
Greece;1999;15944.0
Greece;1998;18569.0
Greece;1997;17957.0
Greece;1996;17529.0
Greece;1995;15329.0
Greece;1994;12914.0
Greece;1993;11777.0
Greece;1992;13967.0
Greece;1991;12362.0
Greece;1990;14539.0
Guatemala;2006;42.0
Guatemala;2005;262.0
Guatemala;2004;243.0
Guatemala;2003;0.0
Guatemala;2002;599.0
Guatemala;2001;861.0
Guatemala;2000;817.16
Guatemala;1999;890.0
Guatemala;1998;836.0
Guatemala;1997;768.0
Guatemala;1996;643.0
Guatemala;1995;767.0
Guatemala;1994;832.0
Guatemala;1993;702.0
Guatemala;1992;779.0
Guatemala;1991;659.0
Guatemala;1990;535.0
Honduras;1992;418.0
Honduras;1991;407.0
Honduras;1990;425.0
Hungary;2014;6058.0
Hungary;2013;5377.0
Hungary;2012;5449.0
Hungary;2011;5887.0
Hungary;2010;5731.0
Hungary;2009;5425.0
Hungary;2008;6665.0
Hungary;2007;6884.0
Hungary;2006;6915.0
Hungary;2005;6451.0
Hungary;2004;5483.0
Hungary;2003;5273.0
Hungary;2002;4936.0
Hungary;2001;5622.0
Hungary;2000;5800.0
Hungary;1999;5780.0
Hungary;1998;6140.0
Hungary;1997;5723.0
Hungary;1996;5243.0
Hungary;1995;5869.0
Hungary;1994;5524.0
Hungary;1993;6026.0
Hungary;1992;5702.0
Hungary;1991;5284.0
Hungary;1990;6418.0
India;2014;189432.0
India;2013;189238.0
India;2012;184173.0
India;2011;167727.0
India;2010;163339.0
India;2009;152481.0
India;2008;128167.0
India;2007;121672.0
India;2006;111502.0
India;2005;99409.0
India;2004;95861.0
India;2003;90434.0
India;2002;81989.0
India;2001;78706.0
India;2000;74097.0
India;1999;53306.0
India;1998;38686.0
India;1997;33573.0
India;1996;32812.0
India;1995;30000.0
India;1994;27895.0
India;1993;30309.0
India;1992;29977.0
India;1991;21813.0
India;1990;20793.0
Indonesia;2014;16186.0
Indonesia;2013;16015.0
Indonesia;2012;13110.0
Indonesia;2011;13232.0
Indonesia;2010;14221.0
Indonesia;2009;16383.0
Indonesia;2008;11395.0
Indonesia;2007;15130.0
Indonesia;2006;15344.0
Indonesia;2005;16074.0
Indonesia;2004;20175.0
Indonesia;2003;17550.0
Indonesia;2002;16868.0
Indonesia;2001;15337.0
Indonesia;2000;9386.0
Indonesia;1999;9934.0
Indonesia;1998;9109.0
Indonesia;1997;9509.0
Indonesia;1996;9424.0
Indonesia;1995;9320.0
Indonesia;1994;7921.0
Indonesia;1993;7696.0
Indonesia;1992;8288.0
Indonesia;1991;5595.0
Indonesia;1990;6608.0
Ireland;2014;2701.0
Ireland;2013;2933.0
Ireland;2012;2939.0
Ireland;2011;3010.0
Ireland;2010;3044.0
Ireland;2009;2678.0
Ireland;2008;3274.0
Ireland;2007;3411.0
Ireland;2006;3183.0
Ireland;2005;3268.0
Ireland;2004;2894.0
Ireland;2003;3250.0
Ireland;2002;3327.0
Ireland;2001;3353.0
Ireland;2000;2943.0
Ireland;1999;2826.0
Ireland;1998;3129.0
Ireland;1997;2886.0
Ireland;1996;2149.0
Ireland;1995;2233.0
Ireland;1994;2292.0
Ireland;1993;1858.0
Ireland;1992;2002.0
Ireland;1991;1726.0
Ireland;1990;1990.0
Israel;2014;11396.0
Israel;2013;10879.0
Israel;2012;11127.0
Israel;2011;10484.0
Israel;2010;11030.0
Israel;2009;11344.0
Israel;2008;10147.0
Israel;2007;8914.0
Israel;2006;10114.0
Israel;2005;9372.0
Israel;2004;9320.0
Israel;2003;10552.0
Israel;2002;9796.0
Israel;2001;9828.0
Israel;2000;10470.0
Israel;1999;9446.0
Israel;1998;12147.0
Israel;1997;11265.0
Israel;1996;10090.0
Israel;1995;11123.0
Israel;1994;11199.0
Israel;1993;12092.0
Israel;1992;10982.0
Israel;1991;8355.0
Israel;1990;8300.0
Italy;2014;53843.0
Italy;2013;58357.0
Italy;2012;68826.0
Italy;2011;72216.0
Italy;2010;78620.0
Italy;2009;76297.0
Italy;2008;82432.0
Italy;2007;88158.0
Italy;2006;87006.0
Italy;2005;89315.0
Italy;2004;86867.0
Italy;2003;84337.0
Italy;2002;80953.0
Italy;2001;82829.0
Italy;2000;83653.0
Italy;1999;80608.0
Italy;1998;85652.0
Italy;1997;78927.0
Italy;1996;74075.0
Italy;1995;73523.0
Italy;1994;75225.0
Italy;1993;77208.0
Italy;1992;77346.0
Italy;1991;73058.0
Italy;1990;74725.0
Jamaica;2014;942.407216495
Jamaica;2013;1166.50893471
Jamaica;2012;1203.6
Jamaica;2011;1210.5
Jamaica;2010;1144.0
Jamaica;2009;1190.0
Jamaica;2008;1130.0
Jamaica;2007;855.0
Jamaica;2006;1025.0
Jamaica;2005;466.0
Jamaica;2004;731.0
Jamaica;2003;883.0
Jamaica;2002;1159.0
Jamaica;2001;1059.0
Jamaica;2000;1059.0
Jamaica;1999;511.0
Jamaica;1998;712.0
Jamaica;1997;1122.0
Jamaica;1996;1048.0
Jamaica;1995;993.0
Jamaica;1994;799.0
Jamaica;1993;733.0
Jamaica;1992;1188.0
Jamaica;1991;935.0
Jamaica;1990;1092.0
Japan;2014;158705.0
Japan;2013;168028.0
Japan;2012;170309.0
Japan;2011;168301.0
Japan;2010;171679.0
Japan;2009;169199.0
Japan;2008;190726.0
Japan;2007;199873.0
Japan;2006;197459.0
Japan;2005;207306.0
Japan;2004;200397.0
Japan;2003;204444.0
Japan;2002;201649.0
Japan;2001;201529.0
Japan;2000;214353.0
Japan;1999;207282.0
Japan;1998;211956.0
Japan;1997;223029.0
Japan;1996;220521.0
Japan;1995;223482.0
Japan;1994;229145.0
Japan;1993;213631.0
Japan;1992;212149.0
