Country or Area;Year;Value
Tonga;2001;71204000.0
Tonga;2000;73819000.0
Tonga;1999;77865000.0
Tonga;1998;64254000.0
Tonga;1997;57678000.0
Tonga;1996;62485000.0
Tonga;1995;62796000.0
Tonga;1994;57638000.0
Tonga;1993;43673000.0
Tonga;1992;42633000.0
Tonga;1991;44236000.0
Tonga;1990;44455000.0
Tonga;1989;38079000.0
Tonga;1988;36969000.0
Tonga;1987;35555000.0
Tonga;1986;28438000.0
Tonga;1985;23829000.0
Tunisia;2014;26404635000.0
Tunisia;2013;25661397000.0
Tunisia;2012;25261471000.0
Tunisia;2011;22641825000.0
Tunisia;2010;22471865000.0
Tunisia;2009;22721908000.0
Tunisia;2008;21381015000.0
Tunisia;2007;20504800000.0
Tunisia;2006;18665139000.0
Tunisia;2005;17922223000.0
Tunisia;2004;19554253000.0
Tunisia;2003;18109298000.0
Tunisia;2002;15490954000.0
Tunisia;2001;12916183000.0
Tunisia;2000;11355173000.0
Tunisia;1999;11912140000.0
Tunisia;1998;10845589000.0
Tunisia;1997;11229239000.0
Tunisia;1996;11379075000.0
Tunisia;1995;10819486000.0
Tunisia;1994;9614054000.0
Tunisia;1993;8693830000.0
Tunisia;1992;8542011000.0
Tunisia;1991;8251255000.0
Tunisia;1990;7689860000.0
Tunisia;1989;6974801000.0
Tunisia;1988;6800241000.0
Tunisia;1987;6817910000.0
Tunisia;1986;5944695000.0
Tunisia;1985;4886590000.0
Tunisia;1984;4097301000.0
Tunisia;1983;4063243000.0
Tunisia;1982;3777324000.0
Tunisia;1981;3611173000.0
Tunisia;1980;3533401000.0
Tunisia;1979;3410541000.0
Tunisia;1978;2954539000.0
Tunisia;1977;2248217000.0
Tunisia;1976;1290715000.0
Tunisia;1975;1115792000.0
Tunisia;1974;1008319000.0
Tunisia;1973;881777000.0
Tunisia;1972;753134000.0
Tunisia;1971;676472000.0
Tunisia;1970;603180000.0
Turkey;2014;4.08202751e+11
Turkey;2013;3.89385574e+11
Turkey;2012;3.36961273e+11
Turkey;2011;3.05135381e+11
Turkey;2010;2.99113166e+11
Turkey;2009;2.77279684e+11
Turkey;2008;2.88988331e+11
Turkey;2007;2.58453678e+11
Turkey;2006;2.09593623e+11
Turkey;2005;1.72143006e+11
Turkey;2004;1.58172306e+11
Turkey;2003;1.42612461e+11
Turkey;2002;1.29527349e+11
Turkey;2001;1.12935195e+11
Turkey;2000;1.16792699e+11
Turkey;1999;1.01781508e+11
Turkey;1998;96952958000.0
Turkey;1997;84719907000.0
Turkey;1996;79829428000.0
Turkey;1995;73781102000.0
Turkey;1994;66249182000.0
Turkey;1993;68604754000.0
Turkey;1992;56553854000.0
Turkey;1991;50873480000.0
Turkey;1990;49424156000.0
Turkey;1989;41577123000.0
Turkey;1988;40992856000.0
Turkey;1987;40943571000.0
Turkey;1986;32933707000.0
Turkey;1985;26012629000.0
Turkey;1984;21608629000.0
Turkey;1983;20324057000.0
Turkey;1982;19680760000.0
Turkey;1981;19235547000.0
Turkey;1980;19131091000.0
Turkey;1979;15829376000.0
Turkey;1978;14854965000.0
Turkey;1977;11452267000.0
Turkey;1976;6001278000.0
Turkey;1975;5058838000.0
Turkey;1974;4632821000.0
Turkey;1973;4204213000.0
Turkey;1972;3554567000.0
Turkey;1971;3287189000.0
Turkey;1970;2746452000.0
Turkmenistan;2014;441187000.0
Turkmenistan;2013;502854000.0
Turkmenistan;2012;508886000.0
Turkmenistan;2011;454309000.0
Turkmenistan;2010;529121000.0
Turkmenistan;2009;661475000.0
Turkmenistan;2008;745721000.0
Turkmenistan;2007;853749000.0
Turkmenistan;2006;991051000.0
Turkmenistan;2005;1157800000.0
Turkmenistan;2004;1630781000.0
Turkmenistan;2003;1889766000.0
Turkmenistan;2002;2060367000.0
Turkmenistan;2001;2229529000.0
Turkmenistan;2000;2509436000.0
Turkmenistan;1999;2732208000.0
Turkmenistan;1998;2309148000.0
Turkmenistan;1997;1866476000.0
Turkmenistan;1996;756163000.0
Turkmenistan;1995;402247000.0
Turkmenistan;1994;431046000.0
Turkmenistan;1993;276435000.0
Uganda;2014;5134973000.0
Uganda;2013;4807118000.0
Uganda;2012;3777225000.0
Uganda;2011;3262681000.0
Uganda;2010;2974603000.0
Uganda;2009;2738678000.0
Uganda;2008;2268362000.0
Uganda;2007;1628567000.0
Uganda;2006;1276225000.0
Uganda;2005;4436715000.0
Uganda;2004;4769348000.0
Uganda;2003;4565233000.0
Uganda;2002;4014527000.0
Uganda;2001;3768223000.0
Uganda;2000;3535146000.0
Uganda;1999;3537942000.0
Uganda;1998;3941898000.0
Uganda;1997;3907832000.0
Uganda;1996;3710238000.0
Uganda;1995;3608775000.0
Uganda;1994;3397579000.0
Uganda;1993;3052847000.0
Uganda;1992;2951350000.0
Uganda;1991;2803285000.0
Uganda;1990;2605823000.0
Uganda;1989;2196168000.0
Uganda;1988;1940761000.0
Uganda;1987;1935609000.0
Uganda;1986;1422906000.0
Uganda;1985;1238567000.0
Uganda;1984;1074248000.0
Uganda;1983;1009041000.0
Uganda;1982;874408000.0
Uganda;1981;707175000.0
Uganda;1980;690503000.0
Uganda;1979;588285000.0
Uganda;1978;426837000.0
Uganda;1977;300756000.0
Uganda;1976;243892000.0
Uganda;1975;209214000.0
Uganda;1974;202068000.0
Uganda;1973;175538000.0
Uganda;1972;177715000.0
Uganda;1971;172359000.0
Uganda;1970;151676000.0
Ukraine;2014;1.30686414e+11
Ukraine;2013;1.47156446e+11
Ukraine;2012;1.30841782e+11
Ukraine;2011;1.35396104e+11
Ukraine;2010;1.25082796e+11
Ukraine;2009;1.04327104e+11
Ukraine;2008;98266295000.0
Ukraine;2007;78929083000.0
Ukraine;2006;52486665000.0
Ukraine;2005;33705928000.0
Ukraine;2004;30689151000.0
Ukraine;2003;25748256000.0
Ukraine;2002;23423147000.0
Ukraine;2001;22182106000.0
Ukraine;2000;13890089000.0
Ukraine;1999;14955256000.0
Ukraine;1998;12147507000.0
Ukraine;1997;11131389000.0
Ukraine;1996;9536671000.0
Ukraine;1995;8429352000.0
Ukraine;1994;5636043000.0
Ukraine;1993;3855491000.0
Ukraine;1992;550692000.0
Upper middle income;2014;3.699039235e+12
Upper middle income;2013;3.459196856e+12
Upper middle income;2012;3.101059545e+12
Upper middle income;2011;2.788330876e+12
Upper middle income;2010;2.469822648e+12
Upper middle income;2009;2.102097892e+12
Upper middle income;2008;1.942263153e+12
Upper middle income;2007;1.811889501e+12
Upper middle income;2006;1.507679697e+12
Upper middle income;2005;1.343201318e+12
Upper middle income;2004;1.294476341e+12
Upper middle income;2003;1.194071175e+12
Upper middle income;2002;1.116698181e+12
Upper middle income;2001;1.076943057e+12
Upper middle income;2000;1.043219721e+12
Upper middle income;1999;1.058971193e+12
Upper middle income;1998;1.044548962e+12
Upper middle income;1997;9.79529826e+11
Upper middle income;1996;9.42659618e+11
Upper middle income;1995;8.97714231e+11
Upper middle income;1994;7.82194725e+11
Upper middle income;1993;7.03308232e+11
Upper middle income;1992;6.12499176e+11
Upper middle income;1991;5.78153239e+11
Upper middle income;1990;5.42354899e+11
Upper middle income;1989;4.94236484e+11
Upper middle income;1988;4.90561331e+11
Upper middle income;1987;5.00820997e+11
Upper middle income;1986;4.43463524e+11
Upper middle income;1985;4.04923305e+11
Upper middle income;1984;3.76566166e+11
Upper middle income;1983;3.64567238e+11
Upper middle income;1982;3.43041424e+11
Upper middle income;1981;3.05002738e+11
Upper middle income;1980;2.56606751e+11
Upper middle income;1979;2.06059538e+11
Upper middle income;1978;1.76638551e+11
Upper middle income;1977;1.41641798e+11
Upper middle income;1976;1.05076559e+11
Upper middle income;1975;84638709000.0
Upper middle income;1974;68307590000.0
Upper middle income;1973;52572915000.0
Upper middle income;1972;42281336000.0
Upper middle income;1971;34525636000.0
Upper middle income;1970;29531377000.0
Uzbekistan;2014;13389146000.0
Uzbekistan;2013;10680617000.0
Uzbekistan;2012;8849150000.0
Uzbekistan;2011;8434751000.0
Uzbekistan;2010;7795789000.0
Uzbekistan;2009;6961540000.0
Uzbekistan;2008;5108326000.0
Uzbekistan;2007;4647813000.0
Uzbekistan;2006;4487901000.0
Uzbekistan;2005;4655813000.0
Uzbekistan;2004;5215731000.0
Uzbekistan;2003;5295598000.0
Uzbekistan;2002;5151824000.0
Uzbekistan;2001;5208444000.0
Uzbekistan;2000;4979871000.0
Uzbekistan;1999;5300065000.0
Uzbekistan;1998;3354442000.0
Uzbekistan;1997;2916485000.0
Uzbekistan;1996;2377300000.0
Uzbekistan;1995;1799134000.0
Uzbekistan;1994;1247180000.0
Uzbekistan;1993;1031699000.0
Uzbekistan;1992;59702000.0
Vanuatu;2014;181267000.0
Vanuatu;2013;132379000.0
Vanuatu;2012;369236000.0
Vanuatu;2011;201798000.0
Vanuatu;2010;173330000.0
Vanuatu;2009;155309000.0
Vanuatu;2008;150881000.0
Vanuatu;2007;123899000.0
Vanuatu;2006;107584000.0
Vanuatu;2005;105348000.0
Vanuatu;2004;145931000.0
Vanuatu;2003;121146000.0
Vanuatu;2002;112584000.0
Vanuatu;2001;92032000.0
Vanuatu;2000;95670000.0
Vanuatu;1999;87977000.0
Vanuatu;1998;64166000.0
Vanuatu;1997;48735000.0
Vanuatu;1996;47880000.0
Vanuatu;1995;48945000.0
Vanuatu;1994;45581000.0
Vanuatu;1993;40190000.0
Vanuatu;1992;36227000.0
Vanuatu;1991;34869000.0
Vanuatu;1990;38218000.0
Vanuatu;1989;30315000.0
Vanuatu;1988;26778000.0
Vanuatu;1987;23651000.0
Vanuatu;1986;18236000.0
Vanuatu;1985;15763000.0
Vanuatu;1984;12938000.0
Vanuatu;1983;10621000.0
Vanuatu;1982;4076000.0
Vanuatu;1981;3009000.0
Vietnam;2014;71890107000.0
Vietnam;2013;65490857000.0
Vietnam;2012;59118574000.0
Vietnam;2011;53072305000.0
Vietnam;2010;44922572000.0
Vietnam;2009;33083829000.0
Vietnam;2008;26487634000.0
Vietnam;2007;23284721000.0
Vietnam;2006;18648547000.0
Vietnam;2005;19038679000.0
Vietnam;2004;17993066000.0
Vietnam;2003;15958354000.0
Vietnam;2002;13346811000.0
Vietnam;2001;12616661000.0
Vietnam;2000;12859279000.0
Vietnam;1999;23248660000.0
Vietnam;1998;22432189000.0
Vietnam;1997;21750708000.0
Vietnam;1996;26255063000.0
Vietnam;1995;25427802000.0
Vietnam;1994;24799403000.0
Vietnam;1993;24167607000.0
Vietnam;1992;24331839000.0
Vietnam;1991;23395042000.0
Vietnam;1990;23270059000.0
Vietnam;1989;20705350000.0
Vietnam;1988;617485000.0
Vietnam;1987;191481000.0
Vietnam;1986;174639000.0
Vietnam;1985;61267000.0
Vietnam;1984;54570000.0
Vietnam;1983;52564000.0
Vietnam;1982;42766000.0
Vietnam;1981;25579000.0
Yemen, Rep.;2014;7710440000.0
Yemen, Rep.;2013;7646774000.0
Yemen, Rep.;2012;7556099000.0
Yemen, Rep.;2011;6417668000.0
Yemen, Rep.;2010;6681696000.0
Yemen, Rep.;2009;6734195000.0
Yemen, Rep.;2008;6318635000.0
Yemen, Rep.;2007;6152424000.0
Yemen, Rep.;2006;5705769000.0
Yemen, Rep.;2005;5500561000.0
Yemen, Rep.;2004;5616361000.0
Yemen, Rep.;2003;5524634000.0
Yemen, Rep.;2002;5337942000.0
Yemen, Rep.;2001;5197891000.0
Yemen, Rep.;2000;5162399000.0
Yemen, Rep.;1999;5132272000.0
Yemen, Rep.;1998;5778380000.0
Yemen, Rep.;1997;3917087000.0
Yemen, Rep.;1996;6399966000.0
Yemen, Rep.;1995;6250662000.0
Yemen, Rep.;1994;6153599000.0
Yemen, Rep.;1993;5944867000.0
Yemen, Rep.;1992;6573078000.0
Yemen, Rep.;1991;6475141000.0
Yemen, Rep.;1990;6354027000.0
Yemen, Rep.;1989;5594824000.0
Yemen, Rep.;1988;5247817000.0
Yemen, Rep.;1987;4587006000.0
Yemen, Rep.;1986;3883330000.0
Yemen, Rep.;1985;3340615000.0
Yemen, Rep.;1984;3003210000.0
Yemen, Rep.;1983;2797979000.0
Yemen, Rep.;1982;2404744000.0
Yemen, Rep.;1981;2041161000.0
Yemen, Rep.;1980;1685753000.0
Yemen, Rep.;1979;1174999000.0
Yemen, Rep.;1978;926936000.0
Yemen, Rep.;1977;723293000.0
Yemen, Rep.;1976;535432000.0
Yemen, Rep.;1975;440332000.0
Yemen, Rep.;1974;375395000.0
Yemen, Rep.;1973;258062000.0
Yemen, Rep.;1972;99159000.0
Yemen, Rep.;1971;48816000.0
Zambia;2014;7373097000.0
Zambia;2013;6060547000.0
Zambia;2012;5934707000.0
Zambia;2011;5187702000.0
Zambia;2010;4419178000.0
Zambia;2009;3774356000.0
Zambia;2008;3079658000.0
Zambia;2007;2857153000.0
Zambia;2006;2375621000.0
Zambia;2005;5458981000.0
Zambia;2004;7540235000.0
Zambia;2003;6874318000.0
Zambia;2002;6674671000.0
Zambia;2001;6189777000.0
Zambia;2000;5811476000.0
Zambia;1999;5953053000.0
Zambia;1998;6870439000.0
Zambia;1997;6659844000.0
Zambia;1996;7060060000.0
Zambia;1995;6957765000.0
Zambia;1994;6807509000.0
Zambia;1993;6477912000.0
Zambia;1992;6700066000.0
Zambia;1991;6958351000.0
Zambia;1990;6904821000.0
Zambia;1989;6553432000.0
Zambia;1988;6694153000.0
Zambia;1987;6480351000.0
Zambia;1986;5633311000.0
Zambia;1985;4487166000.0
Zambia;1984;3751410000.0
Zambia;1983;3745392000.0
Zambia;1982;3662595000.0
Zambia;1981;3609975000.0
Zambia;1980;3252572000.0
Zambia;1979;3039850000.0
Zambia;1978;2578003000.0
Zambia;1977;2336026000.0
Zambia;1976;1893527000.0
Zambia;1975;1681369000.0
Zambia;1974;1196330000.0
Zambia;1973;1030649000.0
Zambia;1972;943512000.0
Zambia;1971;857446000.0
Zambia;1970;813520000.0
Zimbabwe;2014;10570371000.0
Zimbabwe;2013;8195614000.0
Zimbabwe;2012;8654761000.0
Zimbabwe;2011;7311371000.0
Zimbabwe;2010;6604753000.0
Zimbabwe;2009;6000141000.0
Zimbabwe;2008;5710814000.0
Zimbabwe;2007;5707379000.0
Zimbabwe;2006;4908101000.0
Zimbabwe;2005;4444631000.0
Zimbabwe;2004;4953634000.0
Zimbabwe;2003;4603900000.0
Zimbabwe;2002;3978768000.0
Zimbabwe;2001;3644778000.0
Zimbabwe;2000;3832043000.0
Zimbabwe;1999;4325878000.0
Zimbabwe;1998;4585388000.0
Zimbabwe;1997;4868856000.0
Zimbabwe;1996;4970519000.0
Zimbabwe;1995;4989204000.0
Zimbabwe;1994;4485834000.0
Zimbabwe;1993;4249519000.0
Zimbabwe;1992;4124869000.0
Zimbabwe;1991;3472785000.0
Zimbabwe;1990;3278128000.0
Zimbabwe;1989;2819339000.0
Zimbabwe;1988;2694721000.0
Zimbabwe;1987;2883726000.0
Zimbabwe;1986;2620149000.0
Zimbabwe;1985;2413217000.0
Zimbabwe;1984;2179449000.0
Zimbabwe;1983;2191075000.0
Zimbabwe;1982;1871003000.0
Zimbabwe;1981;1259852000.0
Zimbabwe;1980;785615000.0
Zimbabwe;1979;559236000.0
Zimbabwe;1978;446078000.0
Zimbabwe;1977;199463000.0
Zimbabwe;1976;143901000.0
Zimbabwe;1975;186855000.0
Zimbabwe;1974;217427000.0
Zimbabwe;1973;217480000.0
Zimbabwe;1972;218823000.0
Zimbabwe;1971;238494000.0
Zimbabwe;1970;232363000.0
