LOCATION,SUBJECT,TIME,Value
DEU,MFG,01-Oct,88.27378
DEU,MFG,01-Nov,87.36789
DEU,MFG,01-Dec,87.97182
DEU,MFG,02-Jan,88.17313
DEU,MFG,02-Feb,88.57574
DEU,MFG,02-Mar,88.77705
DEU,MFG,02-Apr,88.97836
DEU,MFG,02-May,88.17313
DEU,MFG,02-Jun,90.38752
DEU,MFG,02-Jul,88.77705
DEU,MFG,02-Aug,90.68948
DEU,MFG,02-Sep,89.78359
DEU,MFG,02-Oct,88.6764
DEU,MFG,02-Nov,90.48817
DEU,MFG,02-Dec,88.97836
DEU,MFG,03-Jan,89.58228
DEU,MFG,03-Feb,89.48163
DEU,MFG,03-Mar,89.38097
DEU,MFG,03-Apr,89.17966
DEU,MFG,03-May,88.6764
DEU,MFG,03-Jun,87.97182
DEU,MFG,03-Jul,89.9849
DEU,MFG,03-Aug,87.87116
DEU,MFG,03-Sep,87.77051
DEU,MFG,03-Oct,90.08556
DEU,MFG,03-Nov,91.19276
DEU,MFG,03-Dec,91.39406
DEU,MFG,04-Jan,90.99145
DEU,MFG,04-Feb,91.49471
DEU,MFG,04-Mar,90.58883
DEU,MFG,04-Apr,91.99799
DEU,MFG,04-May,93.10519
DEU,MFG,04-Jun,92.4006
DEU,MFG,04-Jul,93.5078
DEU,MFG,04-Aug,92.50126
DEU,MFG,04-Sep,92.4006
DEU,MFG,04-Oct,93.40714
DEU,MFG,04-Nov,91.79668
DEU,MFG,04-Dec,91.69602
DEU,MFG,05-Jan,94.41369
DEU,MFG,05-Feb,92.80322
DEU,MFG,05-Mar,93.91042
DEU,MFG,05-Apr,94.71565
DEU,MFG,05-May,93.5078
DEU,MFG,05-Jun,95.52089
DEU,MFG,05-Jul,96.93005
DEU,MFG,05-Aug,94.21238
DEU,MFG,05-Sep,96.82939
DEU,MFG,05-Oct,98.74182
DEU,MFG,05-Nov,97.53397
DEU,MFG,05-Dec,97.53397
DEU,MFG,06-Jan,98.03724
DEU,MFG,06-Feb,98.3392
DEU,MFG,06-Mar,97.43332
DEU,MFG,06-Apr,99.74837
DEU,MFG,06-May,101.2582
DEU,MFG,06-Jun,100.5536
DEU,MFG,06-Jul,102.2647
DEU,MFG,06-Aug,103.07
DEU,MFG,06-Sep,102.9693
DEU,MFG,06-Oct,102.6673
DEU,MFG,06-Nov,104.6804
DEU,MFG,06-Dec,105.5863
DEU,MFG,07-Jan,105.8883
DEU,MFG,07-Feb,106.4922
DEU,MFG,07-Mar,106.9955
DEU,MFG,07-Apr,105.9889
DEU,MFG,07-May,107.8007
DEU,MFG,07-Jun,107.8007
DEU,MFG,07-Jul,108.7066
DEU,MFG,07-Aug,108.8072
DEU,MFG,07-Sep,110.0151
DEU,MFG,07-Oct,110.1158
DEU,MFG,07-Nov,109.9144
DEU,MFG,07-Dec,111.0216
DEU,MFG,08-Jan,112.6321
DEU,MFG,08-Feb,112.0282
DEU,MFG,08-Mar,111.5249
DEU,MFG,08-Apr,111.9275
DEU,MFG,08-May,109.4112
DEU,MFG,08-Jun,110.5184
DEU,MFG,08-Jul,108.8072
DEU,MFG,08-Aug,111.0216
DEU,MFG,08-Sep,108.4046
DEU,MFG,08-Oct,106.0896
DEU,MFG,08-Nov,101.6608
DEU,MFG,08-Dec,97.63463
DEU,MFG,09-Jan,90.08556
DEU,MFG,09-Feb,87.26723
DEU,MFG,09-Mar,87.5692
DEU,MFG,09-Apr,85.05284
DEU,MFG,09-May,88.77705
DEU,MFG,09-Jun,89.58228
DEU,MFG,09-Jul,88.57574
DEU,MFG,09-Aug,89.78359
DEU,MFG,09-Sep,93.80976
DEU,MFG,09-Oct,91.79668
DEU,MFG,09-Nov,92.70257
DEU,MFG,09-Dec,92.80322
DEU,MFG,10-Jan,93.70911
DEU,MFG,10-Feb,92.80322
DEU,MFG,10-Mar,95.72219
DEU,MFG,10-Apr,97.63463
DEU,MFG,10-May,100.4529
DEU,MFG,10-Jun,100.3523
DEU,MFG,10-Jul,99.74837
DEU,MFG,10-Aug,101.5601
DEU,MFG,10-Sep,102.9693
DEU,MFG,10-Oct,104.9824
DEU,MFG,10-Nov,104.3785
DEU,MFG,10-Dec,105.687
DEU,MFG,11-Jan,105.7876
DEU,MFG,11-Feb,106.9955
DEU,MFG,11-Mar,107.8007
DEU,MFG,11-Apr,108.304
DEU,MFG,11-May,109.5118
DEU,MFG,11-Jun,107.8007
DEU,MFG,11-Jul,111.0216
DEU,MFG,11-Aug,110.8203
DEU,MFG,11-Sep,108.8072
DEU,MFG,11-Oct,109.9144
DEU,MFG,11-Nov,109.0086
DEU,MFG,11-Dec,107.2974
DEU,MFG,12-Jan,108.1027
DEU,MFG,12-Feb,108.2033
DEU,MFG,12-Mar,109.5118
DEU,MFG,12-Apr,107.2974
DEU,MFG,12-May,109.2099
DEU,MFG,12-Jun,107.9014
DEU,MFG,12-Jul,109.0086
DEU,MFG,12-Aug,109.4112
DEU,MFG,12-Sep,107.7001
DEU,MFG,12-Oct,106.2909
DEU,MFG,12-Nov,105.687
DEU,MFG,12-Dec,106.3915
DEU,MFG,13-Jan,105.2843
DEU,MFG,13-Feb,105.9889
DEU,MFG,13-Mar,107.2974
DEU,MFG,13-Apr,107.8007
DEU,MFG,13-May,106.6935
DEU,MFG,13-Jun,108.8072
DEU,MFG,13-Jul,106.7942
DEU,MFG,13-Aug,109.8138
DEU,MFG,13-Sep,108.6059
DEU,MFG,13-Oct,108.002
DEU,MFG,13-Nov,110.5184
DEU,MFG,13-Dec,110.4177
DEU,MFG,14-Jan,110.3171
DEU,MFG,14-Feb,110.4177
DEU,MFG,14-Mar,110.619
DEU,MFG,14-Apr,110.4177
DEU,MFG,14-May,109.0086
DEU,MFG,14-Jun,109.2099
DEU,MFG,14-Jul,111.0216
DEU,MFG,14-Aug,107.8007
DEU,MFG,14-Sep,109.9144
DEU,MFG,14-Oct,110.1158
DEU,MFG,14-Nov,110.4177
DEU,MFG,14-Dec,111.7262
DEU,MFG,15-Jan,110.2164
DEU,MFG,15-Feb,110.5184
DEU,MFG,15-Mar,110.5184
DEU,MFG,15-Apr,110.8203
DEU,MFG,15-May,110.8203
DEU,MFG,15-Jun,110.921
DEU,MFG,15-Jul,111.4243
DEU,MFG,15-Aug,110.3171
DEU,MFG,15-Sep,109.8138
DEU,MFG,15-Oct,110.4177
DEU,MFG,15-Nov,109.9144
DEU,MFG,15-Dec,110.0151
DEU,MFG,16-Jan,113.3367
DEU,MFG,16-Feb,112.3301
DEU,MFG,16-Mar,111.2229
DEU,MFG,16-Apr,112.2295
DEU,MFG,16-May,110.4177
DEU,MFG,16-Jun,112.1288
DEU,MFG,16-Jul,109.5118
DEU,MFG,16-Aug,113.538
DEU,MFG,16-Sep,111.8269
DEU,MFG,16-Oct,112.3301
DEU,MFG,16-Nov,112.8334
DEU,MFG,16-Dec,109.8138
DEU,MFG,17-Jan,113.9406
DEU,TOT,Jan-58,26.25725
DEU,TOT,Feb-58,26.36761
DEU,TOT,Mar-58,26.79599
DEU,TOT,Apr-58,25.95388
DEU,TOT,May-58,26.27105
DEU,TOT,Jun-58,26.59207
DEU,TOT,Jul-58,26.13764
DEU,TOT,Aug-58,27.13489
DEU,TOT,Sep-58,26.36527
DEU,TOT,Oct-58,26.35597
DEU,TOT,Nov-58,26.96949
DEU,TOT,Dec-58,27.07894
DEU,TOT,Jan-59,26.84026
DEU,TOT,Feb-59,26.91296
DEU,TOT,Mar-59,27.19936
DEU,TOT,Apr-59,27.13533
DEU,TOT,May-59,28.25606
DEU,TOT,Jun-59,28.11168
DEU,TOT,Jul-59,27.70733
DEU,TOT,Aug-59,29.34683
DEU,TOT,Sep-59,28.93512
DEU,TOT,Oct-59,30.02389
DEU,TOT,Nov-59,29.73407
DEU,TOT,Dec-59,29.85724
DEU,TOT,Jan-60,30.3464
DEU,TOT,Feb-60,30.1702
DEU,TOT,Mar-60,30.59829
DEU,TOT,Apr-60,31.28709
DEU,TOT,May-60,30.89673
DEU,TOT,Jun-60,31.05807
DEU,TOT,Jul-60,32.20221
DEU,TOT,Aug-60,31.58258
DEU,TOT,Sep-60,32.12523
DEU,TOT,Oct-60,32.81301
DEU,TOT,Nov-60,32.55654
DEU,TOT,Dec-60,33.01341
DEU,TOT,Jan-61,33.45665
DEU,TOT,Feb-61,33.65464
DEU,TOT,Mar-61,33.97736
DEU,TOT,Apr-61,33.96603
DEU,TOT,May-61,33.24699
DEU,TOT,Jun-61,33.24879
DEU,TOT,Jul-61,33.86908
DEU,TOT,Aug-61,33.61303
DEU,TOT,Sep-61,33.8905
DEU,TOT,Oct-61,33.62936
DEU,TOT,Nov-61,33.72731
DEU,TOT,Dec-61,34.48083
DEU,TOT,Jan-62,35.98469
DEU,TOT,Feb-62,35.91602
DEU,TOT,Mar-62,35.91602
DEU,TOT,Apr-62,35.36663
DEU,TOT,May-62,36.4654
DEU,TOT,Jun-62,36.4654
DEU,TOT,Jul-62,36.53408
DEU,TOT,Aug-62,38.11356
DEU,TOT,Sep-62,37.22081
DEU,TOT,Oct-62,36.60275
DEU,TOT,Nov-62,37.35815
DEU,TOT,Dec-62,36.39673
DEU,TOT,Jan-63,36.53408
DEU,TOT,Feb-63,36.12204
DEU,TOT,Mar-63,37.01479
DEU,TOT,Apr-63,37.35815
DEU,TOT,May-63,37.63285
DEU,TOT,Jun-63,37.28948
DEU,TOT,Jul-63,37.90754
DEU,TOT,Aug-63,39.281
DEU,TOT,Sep-63,38.18223
DEU,TOT,Oct-63,38.80029
DEU,TOT,Nov-63,39.07498
DEU,TOT,Dec-63,37.90754
DEU,TOT,Jan-64,39.69304
DEU,TOT,Feb-64,40.65446
DEU,TOT,Mar-64,39.96773
DEU,TOT,Apr-64,40.0364
DEU,TOT,May-64,39.96773
DEU,TOT,Jun-64,40.65446
DEU,TOT,Jul-64,41.47854
DEU,TOT,Aug-64,41.13517
DEU,TOT,Sep-64,41.20385
DEU,TOT,Oct-64,41.75323
DEU,TOT,Nov-64,41.68456
DEU,TOT,Dec-64,42.16527
DEU,TOT,Jan-65,43.12669
DEU,TOT,Feb-65,42.78333
DEU,TOT,Mar-65,42.71465
DEU,TOT,Apr-65,42.92067
DEU,TOT,May-65,42.92067
DEU,TOT,Jun-65,42.57731
DEU,TOT,Jul-65,42.78333
DEU,TOT,Aug-65,43.19537
DEU,TOT,Sep-65,43.53873
DEU,TOT,Oct-65,43.33271
DEU,TOT,Nov-65,43.05802
DEU,TOT,Dec-65,44.08812
DEU,TOT,Jan-66,43.74475
DEU,TOT,Feb-66,43.81342
DEU,TOT,Mar-66,44.70617
DEU,TOT,Apr-66,43.95077
DEU,TOT,May-66,43.74475
DEU,TOT,Jun-66,44.29413
DEU,TOT,Jul-66,43.81342
DEU,TOT,Aug-66,43.26404
DEU,TOT,Sep-66,43.53873
DEU,TOT,Oct-66,42.98935
DEU,TOT,Nov-66,42.43996
DEU,TOT,Dec-66,42.50863
DEU,TOT,Jan-67,41.75323
DEU,TOT,Feb-67,41.27252
DEU,TOT,Mar-67,40.99783
DEU,TOT,Apr-67,41.27252
DEU,TOT,May-67,40.65446
DEU,TOT,Jun-67,41.54721
DEU,TOT,Jul-67,42.64598
DEU,TOT,Aug-67,41.75323
DEU,TOT,Sep-67,42.852
DEU,TOT,Oct-67,43.33271
DEU,TOT,Nov-67,43.74475
DEU,TOT,Dec-67,46.28565
DEU,TOT,Jan-68,42.64598
DEU,TOT,Feb-68,43.6074
DEU,TOT,Mar-68,44.15679
DEU,TOT,Apr-68,44.29413
DEU,TOT,May-68,45.46157
DEU,TOT,Jun-68,46.21698
DEU,TOT,Jul-68,45.59892
DEU,TOT,Aug-68,48.68921
DEU,TOT,Sep-68,47.93381
DEU,TOT,Oct-68,48.07115
DEU,TOT,Nov-68,49.71931
DEU,TOT,Dec-68,49.44461
DEU,TOT,Jan-69,49.994
DEU,TOT,Feb-69,50.26869
DEU,TOT,Mar-69,50.81808
DEU,TOT,Apr-69,51.16144
DEU,TOT,May-69,51.7795
DEU,TOT,Jun-69,52.32888
DEU,TOT,Jul-69,52.19154
DEU,TOT,Aug-69,53.63367
DEU,TOT,Sep-69,53.15296
DEU,TOT,Oct-69,53.83969
DEU,TOT,Nov-69,54.66377
DEU,TOT,Dec-69,54.25173
DEU,TOT,Jan-70,54.38908
DEU,TOT,Feb-70,55.14448
DEU,TOT,Mar-70,55.3505
DEU,TOT,Apr-70,55.89988
DEU,TOT,May-70,56.31192
DEU,TOT,Jun-70,55.76254
DEU,TOT,Jul-70,56.44927
DEU,TOT,Aug-70,55.55652
DEU,TOT,Sep-70,55.28183
DEU,TOT,Oct-70,55.69386
DEU,TOT,Nov-70,55.21315
DEU,TOT,Dec-70,56.17458
DEU,TOT,Jan-71,57.20467
DEU,TOT,Feb-71,56.58661
DEU,TOT,Mar-71,56.31192
DEU,TOT,Apr-71,56.72396
DEU,TOT,May-71,55.89988
DEU,TOT,Jun-71,56.51794
DEU,TOT,Jul-71,57.41069
DEU,TOT,Aug-71,55.00713
DEU,TOT,Sep-71,56.31192
DEU,TOT,Oct-71,56.44927
DEU,TOT,Nov-71,55.62519
DEU,TOT,Dec-71,54.66377
DEU,TOT,Jan-72,56.79263
DEU,TOT,Feb-72,57.20467
DEU,TOT,Mar-72,57.82273
DEU,TOT,Apr-72,57.82273
DEU,TOT,May-72,57.47936
DEU,TOT,Jun-72,57.82273
DEU,TOT,Jul-72,58.09742
DEU,TOT,Aug-72,57.82273
DEU,TOT,Sep-72,57.8914
DEU,TOT,Oct-72,58.6468
DEU,TOT,Nov-72,59.6769
DEU,TOT,Dec-72,60.43231
DEU,TOT,Jan-73,60.98169
DEU,TOT,Feb-73,61.53107
DEU,TOT,Mar-73,61.94312
DEU,TOT,Apr-73,61.59975
DEU,TOT,May-73,62.01179
DEU,TOT,Jun-73,61.59975
DEU,TOT,Jul-73,59.40221
DEU,TOT,Aug-73,62.69852
DEU,TOT,Sep-73,62.42382
DEU,TOT,Oct-73,62.01179
DEU,TOT,Nov-73,62.35515
DEU,TOT,Dec-73,61.73709
DEU,TOT,Jan-74,61.94312
DEU,TOT,Feb-74,61.73709
DEU,TOT,Mar-74,61.39373
DEU,TOT,Apr-74,61.53107
DEU,TOT,May-74,62.21781
DEU,TOT,Jun-74,61.4624
DEU,TOT,Jul-74,61.39373
DEU,TOT,Aug-74,59.88292
DEU,TOT,Sep-74,60.02027
DEU,TOT,Oct-74,59.81425
DEU,TOT,Nov-74,59.40221
DEU,TOT,Dec-74,56.44927
DEU,TOT,Jan-75,56.79263
DEU,TOT,Feb-75,56.51794
DEU,TOT,Mar-75,57.136
DEU,TOT,Apr-75,56.3806
DEU,TOT,May-75,56.17458
DEU,TOT,Jun-75,56.03723
DEU,TOT,Jul-75,54.66377
DEU,TOT,Aug-75,56.79263
DEU,TOT,Sep-75,56.72396
DEU,TOT,Oct-75,57.82273
DEU,TOT,Nov-75,58.6468
DEU,TOT,Dec-75,58.57813
DEU,TOT,Jan-76,59.33354
DEU,TOT,Feb-76,60.50098
DEU,TOT,Mar-76,60.43231
DEU,TOT,Apr-76,60.77567
DEU,TOT,May-76,61.11904
DEU,TOT,Jun-76,61.80577
DEU,TOT,Jul-76,59.53955
DEU,TOT,Aug-76,61.4624
DEU,TOT,Sep-76,62.08046
DEU,TOT,Oct-76,62.08046
DEU,TOT,Nov-76,62.14913
DEU,TOT,Dec-76,62.21781
DEU,TOT,Jan-77,62.56117
DEU,TOT,Feb-77,62.35515
DEU,TOT,Mar-77,63.04188
DEU,TOT,Apr-77,62.35515
DEU,TOT,May-77,61.80577
DEU,TOT,Jun-77,62.90454
DEU,TOT,Jul-77,60.22629
DEU,TOT,Aug-77,62.83587
DEU,TOT,Sep-77,62.97321
DEU,TOT,Oct-77,62.69852
DEU,TOT,Nov-77,62.76719
DEU,TOT,Dec-77,64.0033
DEU,TOT,Jan-78,64.20933
DEU,TOT,Feb-78,62.35515
DEU,TOT,Mar-78,61.05037
DEU,TOT,Apr-78,62.28648
DEU,TOT,May-78,62.21781
DEU,TOT,Jun-78,61.87444
DEU,TOT,Jul-78,63.52259
DEU,TOT,Aug-78,64.14066
DEU,TOT,Sep-78,65.17075
DEU,TOT,Oct-78,64.07198
DEU,TOT,Nov-78,64.55269
DEU,TOT,Dec-78,66.61288
DEU,TOT,Jan-79,64.82738
DEU,TOT,Feb-79,64.62136
DEU,TOT,Mar-79,64.89606
DEU,TOT,Apr-79,66.40686
DEU,TOT,May-79,66.26952
DEU,TOT,Jun-79,67.5743
DEU,TOT,Jul-79,67.91767
DEU,TOT,Aug-79,66.95625
DEU,TOT,Sep-79,67.0936
DEU,TOT,Oct-79,66.33819
DEU,TOT,Nov-79,68.05502
DEU,TOT,Dec-79,69.08511
DEU,TOT,Jan-80,68.67307
DEU,TOT,Feb-80,68.6044
DEU,TOT,Mar-80,67.98634
DEU,TOT,Apr-80,67.29961
DEU,TOT,May-80,67.23094
DEU,TOT,Jun-80,66.61288
DEU,TOT,Jul-80,66.95625
DEU,TOT,Aug-80,67.0936
DEU,TOT,Sep-80,64.75871
DEU,TOT,Oct-80,65.10207
DEU,TOT,Nov-80,66.20084
DEU,TOT,Dec-80,65.23942
DEU,TOT,Jan-81,64.96473
DEU,TOT,Feb-81,66.20084
DEU,TOT,Mar-81,65.92616
DEU,TOT,Apr-81,65.3081
DEU,TOT,May-81,65.72013
DEU,TOT,Jun-81,64.96473
DEU,TOT,Jul-81,65.51411
DEU,TOT,Aug-81,65.58279
DEU,TOT,Sep-81,65.7888
DEU,TOT,Oct-81,66.13217
DEU,TOT,Nov-81,65.58279
DEU,TOT,Dec-81,65.0334
DEU,TOT,Jan-82,65.3081
DEU,TOT,Feb-82,64.82738
DEU,TOT,Mar-82,65.44544
DEU,TOT,Apr-82,65.3081
DEU,TOT,May-82,65.3081
DEU,TOT,Jun-82,63.72861
DEU,TOT,Jul-82,61.59975
DEU,TOT,Aug-82,62.90454
DEU,TOT,Sep-82,62.62984
DEU,TOT,Oct-82,61.94312
DEU,TOT,Nov-82,61.18771
DEU,TOT,Dec-82,61.4624
DEU,TOT,Jan-83,62.42382
DEU,TOT,Feb-83,61.87444
DEU,TOT,Mar-83,62.97321
DEU,TOT,Apr-83,63.59127
DEU,TOT,May-83,63.17923
DEU,TOT,Jun-83,65.3081
DEU,TOT,Jul-83,62.35515
DEU,TOT,Aug-83,62.97321
DEU,TOT,Sep-83,64.62136
DEU,TOT,Oct-83,64.41534
DEU,TOT,Nov-83,65.23942
DEU,TOT,Dec-83,66.54421
DEU,TOT,Jan-84,65.72013
DEU,TOT,Feb-84,66.33819
DEU,TOT,Mar-84,65.3081
DEU,TOT,Apr-84,64.82738
DEU,TOT,May-84,65.3081
DEU,TOT,Jun-84,59.12752
DEU,TOT,Jul-84,66.40686
DEU,TOT,Aug-84,65.72013
DEU,TOT,Sep-84,67.0936
DEU,TOT,Oct-84,66.8189
DEU,TOT,Nov-84,67.36829
DEU,TOT,Dec-84,67.78033
DEU,TOT,Jan-85,67.78033
DEU,TOT,Feb-85,67.849
DEU,TOT,Mar-85,68.46706
DEU,TOT,Apr-85,67.71165
DEU,TOT,May-85,68.53573
DEU,TOT,Jun-85,69.35981
DEU,TOT,Jul-85,70.04654
DEU,TOT,Aug-85,68.26104
DEU,TOT,Sep-85,69.08511
DEU,TOT,Oct-85,69.90919
DEU,TOT,Nov-85,71.21398
DEU,TOT,Dec-85,68.53573
DEU,TOT,Jan-86,69.90919
DEU,TOT,Feb-86,70.18388
DEU,TOT,Mar-86,70.32123
DEU,TOT,Apr-86,70.6646
DEU,TOT,May-86,69.97787
DEU,TOT,Jun-86,70.32123
DEU,TOT,Jul-86,71.35133
DEU,TOT,Aug-86,70.11521
DEU,TOT,Sep-86,69.70317
DEU,TOT,Oct-86,69.90919
DEU,TOT,Nov-86,70.6646
DEU,TOT,Dec-86,69.77184
DEU,TOT,Jan-87,68.67307
DEU,TOT,Feb-87,70.04654
DEU,TOT,Mar-87,69.6345
DEU,TOT,Apr-87,70.59592
DEU,TOT,May-87,71.62601
DEU,TOT,Jun-87,70.32123
DEU,TOT,Jul-87,69.49715
DEU,TOT,Aug-87,71.00796
DEU,TOT,Sep-87,70.11521
DEU,TOT,Oct-87,71.21398
DEU,TOT,Nov-87,71.62601
DEU,TOT,Dec-87,71.69469
DEU,TOT,Jan-88,71.35133
DEU,TOT,Feb-88,71.90071
DEU,TOT,Mar-88,71.55734
DEU,TOT,Apr-88,72.03806
DEU,TOT,May-88,72.03806
DEU,TOT,Jun-88,73.34284
DEU,TOT,Jul-88,71.62601
DEU,TOT,Aug-88,74.57896
DEU,TOT,Sep-88,73.68621
DEU,TOT,Oct-88,73.9609
DEU,TOT,Nov-88,74.30427
DEU,TOT,Dec-88,75.95242
DEU,TOT,Jan-89,74.85365
DEU,TOT,Feb-89,74.57896
DEU,TOT,Mar-89,75.12834
DEU,TOT,Apr-89,77.39455
DEU,TOT,May-89,73.68621
DEU,TOT,Jun-89,76.63915
DEU,TOT,Jul-89,77.05119
DEU,TOT,Aug-89,76.84517
DEU,TOT,Sep-89,77.25721
DEU,TOT,Oct-89,77.46323
DEU,TOT,Nov-89,77.80659
DEU,TOT,Dec-89,79.11138
DEU,TOT,Jan-90,78.97404
DEU,TOT,Feb-90,78.63067
DEU,TOT,Mar-90,79.38608
DEU,TOT,Apr-90,78.01261
DEU,TOT,May-90,80.00414
DEU,TOT,Jun-90,80.00414
DEU,TOT,Jul-90,80.75954
DEU,TOT,Aug-90,81.24025
DEU,TOT,Sep-90,81.99565
DEU,TOT,Oct-90,82.133
DEU,TOT,Nov-90,82.133
DEU,TOT,Dec-90,82.47636
DEU,TOT,Jan-91,84.99581
DEU,TOT,Feb-91,83.98994
DEU,TOT,Mar-91,83.48701
DEU,TOT,Apr-91,82.7829
DEU,TOT,May-91,81.47527
DEU,TOT,Jun-91,84.89523
DEU,TOT,Jul-91,82.58173
DEU,TOT,Aug-91,81.2741
DEU,TOT,Sep-91,80.97234
DEU,TOT,Oct-91,82.27997
DEU,TOT,Nov-91,83.08466
DEU,TOT,Dec-91,83.18525
DEU,TOT,Jan-92,84.19112
DEU,TOT,Feb-92,85.59933
DEU,TOT,Mar-92,83.18525
DEU,TOT,Apr-92,83.08466
DEU,TOT,May-92,82.48114
DEU,TOT,Jun-92,81.2741
DEU,TOT,Jul-92,79.66471
DEU,TOT,Aug-92,80.06705
DEU,TOT,Sep-92,79.26237
DEU,TOT,Oct-92,79.16177
DEU,TOT,Nov-92,77.95473
DEU,TOT,Dec-92,76.64711
DEU,TOT,Jan-93,75.84241
DEU,TOT,Feb-93,74.73596
DEU,TOT,Mar-93,74.73596
DEU,TOT,Apr-93,74.13244
DEU,TOT,May-93,74.13244
DEU,TOT,Jun-93,73.62951
DEU,TOT,Jul-93,71.91953
DEU,TOT,Aug-93,75.13831
DEU,TOT,Sep-93,74.73596
DEU,TOT,Oct-93,74.73596
DEU,TOT,Nov-93,74.03185
DEU,TOT,Dec-93,74.93713
DEU,TOT,Jan-94,74.73596
DEU,TOT,Feb-94,75.74183
DEU,TOT,Mar-94,75.44006
DEU,TOT,Apr-94,76.24476
DEU,TOT,May-94,76.04359
DEU,TOT,Jun-94,76.44594
DEU,TOT,Jul-94,76.14417
DEU,TOT,Aug-94,76.24476
DEU,TOT,Sep-94,77.35122
DEU,TOT,Oct-94,78.75943
DEU,TOT,Nov-94,79.16177
DEU,TOT,Dec-94,79.16177
DEU,TOT,Jan-95,77.65298
DEU,TOT,Feb-95,78.75943
DEU,TOT,Mar-95,77.95473
DEU,TOT,Apr-95,78.25649
DEU,TOT,May-95,78.75943
DEU,TOT,Jun-95,77.85415
DEU,TOT,Jul-95,77.65298
DEU,TOT,Aug-95,76.7477
DEU,TOT,Sep-95,78.25649
DEU,TOT,Oct-95,76.24476
DEU,TOT,Nov-95,76.7477
DEU,TOT,Dec-95,76.7477
DEU,TOT,Jan-96,77.04945
DEU,TOT,Feb-96,76.34534
DEU,TOT,Mar-96,76.54652
DEU,TOT,Apr-96,76.54652
DEU,TOT,May-96,77.25063
DEU,TOT,Jun-96,77.55239
DEU,TOT,Jul-96,76.7477
DEU,TOT,Aug-96,77.75356
DEU,TOT,Sep-96,78.35709
DEU,TOT,Oct-96,77.35122
DEU,TOT,Nov-96,78.45767
DEU,TOT,Dec-96,78.35709
DEU,TOT,Jan-97,77.45181
DEU,TOT,Feb-97,78.55826
DEU,TOT,Mar-97,79.36295
DEU,TOT,Apr-97,79.06119
DEU,TOT,May-97,78.15591
DEU,TOT,Jun-97,81.17352
DEU,TOT,Jul-97,82.0788
DEU,TOT,Aug-97,79.36295
DEU,TOT,Sep-97,80.06705
DEU,TOT,Oct-97,81.2741
DEU,TOT,Nov-97,81.57586
DEU,TOT,Dec-97,82.48114
DEU,TOT,Jan-98,83.28584
DEU,TOT,Feb-98,83.08466
DEU,TOT,Mar-98,84.19112
DEU,TOT,Apr-98,83.38642
DEU,TOT,May-98,83.78876
DEU,TOT,Jun-98,83.28584
DEU,TOT,Jul-98,84.99581
DEU,TOT,Aug-98,83.08466
DEU,TOT,Sep-98,82.48114
DEU,TOT,Oct-98,83.08466
DEU,TOT,Nov-98,81.9782
DEU,TOT,Dec-98,82.38055
DEU,TOT,Jan-99,83.68818
DEU,TOT,Feb-99,82.0788
DEU,TOT,Mar-99,82.58173
DEU,TOT,Apr-99,83.18525
DEU,TOT,May-99,83.68818
DEU,TOT,Jun-99,83.78876
DEU,TOT,Jul-99,84.39229
DEU,TOT,Aug-99,85.19698
DEU,TOT,Sep-99,84.89523
DEU,TOT,Oct-99,85.69991
DEU,TOT,Nov-99,85.69991
DEU,TOT,Dec-99,85.80051
DEU,TOT,Jan-00,85.0964
DEU,TOT,Feb-00,87.20872
DEU,TOT,Mar-00,87.3093
DEU,TOT,Apr-00,88.41576
DEU,TOT,May-00,90.52808
DEU,TOT,Jun-00,88.51634
DEU,TOT,Jul-00,90.02515
DEU,TOT,Aug-00,90.82984
DEU,TOT,Sep-00,90.93043
DEU,TOT,Oct-00,90.72926
DEU,TOT,Nov-00,91.33277
DEU,TOT,Dec-00,92.03688
DEU,TOT,01-Jan,91.73512
DEU,TOT,01-Feb,92.74099
DEU,TOT,01-Mar,91.23219
DEU,TOT,01-Apr,89.6228
DEU,TOT,01-May,90.62867
DEU,TOT,01-Jun,91.03101
DEU,TOT,01-Jul,88.31517
DEU,TOT,01-Aug,90.72926
DEU,TOT,01-Sep,89.52221
DEU,TOT,01-Oct,88.01341
DEU,TOT,01-Nov,86.90696
DEU,TOT,01-Dec,87.40989
DEU,TOT,02-Jan,87.91283
DEU,TOT,02-Feb,88.114
DEU,TOT,02-Mar,88.31517
DEU,TOT,02-Apr,88.41576
DEU,TOT,02-May,87.51048
DEU,TOT,02-Jun,90.02515
DEU,TOT,02-Jul,88.31517
DEU,TOT,02-Aug,90.3269
DEU,TOT,02-Sep,89.22045
DEU,TOT,02-Oct,88.51634
DEU,TOT,02-Nov,90.12573
DEU,TOT,02-Dec,88.51634
DEU,TOT,03-Jan,89.22045
DEU,TOT,03-Feb,89.22045
DEU,TOT,03-Mar,89.01928
DEU,TOT,03-Apr,88.71752
DEU,TOT,03-May,88.01341
DEU,TOT,03-Jun,87.61106
DEU,TOT,03-Jul,89.72339
DEU,TOT,03-Aug,87.51048
DEU,TOT,03-Sep,87.20872
DEU,TOT,03-Oct,89.92456
DEU,TOT,03-Nov,90.72926
DEU,TOT,03-Dec,91.1316
DEU,TOT,04-Jan,90.42749
DEU,TOT,04-Feb,90.93043
DEU,TOT,04-Mar,90.3269
DEU,TOT,04-Apr,91.63454
DEU,TOT,04-May,92.6404
DEU,TOT,04-Jun,92.03688
DEU,TOT,04-Jul,93.14333
