LOCATION,SUBJECT,TIME,Value
USA,TOT,1920,5.667192
USA,TOT,1921,4.356099
USA,TOT,1922,5.54911
USA,TOT,1923,6.611601
USA,TOT,1924,6.193445
USA,TOT,1925,6.81806
USA,TOT,1926,7.229014
USA,TOT,1927,7.229178
USA,TOT,1928,7.516977
USA,TOT,1929,8.335857
USA,TOT,1930,6.933769
USA,TOT,1931,5.738384
USA,TOT,1932,4.493738
USA,TOT,1933,5.298053
USA,TOT,1934,5.770298
USA,TOT,1935,6.660863
USA,TOT,1936,7.868522
USA,TOT,1937,8.613918
USA,TOT,1938,6.803412
USA,TOT,1939,8.365316
USA,TOT,1940,9.66168
USA,TOT,1941,12.19271
USA,TOT,1942,13.98333
USA,TOT,1943,16.97694
USA,TOT,1944,18.2684
USA,TOT,1945,15.68058
USA,TOT,1946,13.51125
USA,TOT,1947,15.19361
USA,TOT,1948,15.83557
USA,TOT,1949,14.96497
USA,TOT,1950,17.32129
USA,TOT,1951,18.78737
USA,TOT,1952,19.50797
USA,TOT,1953,21.15359
USA,TOT,1954,20.0073
USA,TOT,1955,22.55805
USA,TOT,1956,23.55172
USA,TOT,1957,23.85908
USA,TOT,1958,22.34152
USA,TOT,1959,25.00037
USA,TOT,1960,25.55387
USA,TOT,1961,25.72597
USA,TOT,1962,27.86347
USA,TOT,1963,29.51637
USA,TOT,1964,31.50649
USA,TOT,1965,34.65231
USA,TOT,1966,37.71213
USA,TOT,1967,38.51595
USA,TOT,1968,40.66442
USA,TOT,1969,42.55095
USA,TOT,1970,41.13618
USA,TOT,1971,41.713
USA,TOT,1972,45.72263
USA,TOT,1973,49.45886
USA,TOT,1974,49.28963
USA,TOT,1975,44.89384
USA,TOT,1976,48.39759
USA,TOT,1977,52.10265
USA,TOT,1978,54.95601
USA,TOT,1979,56.63354
USA,TOT,1980,55.14053
USA,TOT,1981,55.87407
USA,TOT,1982,53.00221
USA,TOT,1983,54.39211
USA,TOT,1984,59.28805
USA,TOT,1985,60.0584
USA,TOT,1986,60.78939
USA,TOT,1987,63.94576
USA,TOT,1988,67.28019
USA,TOT,1989,67.88048
USA,TOT,1990,68.56069
USA,TOT,1991,67.53339
USA,TOT,1992,69.47372
USA,TOT,1993,71.74898
USA,TOT,1994,75.49895
USA,TOT,1995,79.01034
USA,TOT,1996,82.59677
USA,TOT,1997,88.51909
USA,TOT,1998,93.68209
USA,TOT,1999,97.84248
USA,TOT,2000,101.6584
USA,TOT,2001,98.48785
USA,TOT,2002,98.79594
USA,TOT,2003,99.99659
USA,TOT,2004,102.6337
USA,TOT,2005,105.9883
USA,TOT,2006,108.3513
USA,TOT,2007,111.0693
USA,TOT,2008,107.1241
USA,TOT,2009,94.80093
USA,TOT,2010,100
USA,TOT,2011,102.9298
USA,TOT,2012,105.8025
USA,TOT,2013,107.826
USA,TOT,2014,110.9772
USA,TOT,2015,111.3191
USA,TOT,2016,110.2547
BRA,CONSTR,1986,81.96178
BRA,CONSTR,1987,78.62377
BRA,CONSTR,1988,75.72733
BRA,CONSTR,1989,80.8582
BRA,CONSTR,1990,70.80923
BRA,CONSTR,1991,71.12216
BRA,CONSTR,1992,66.15334
BRA,CONSTR,1993,69.30893
BRA,CONSTR,1994,73.51439
BRA,CONSTR,1995,73.52235
BRA,CONSTR,1996,77.67011
BRA,CONSTR,1997,84.32883
BRA,CONSTR,1998,85.85223
BRA,CONSTR,1999,82.73577
BRA,CONSTR,2000,84.48667
BRA,CONSTR,2001,82.52421
BRA,CONSTR,2002,79.58151
BRA,CONSTR,2003,74.76721
BRA,CONSTR,2004,79.05226
BRA,CONSTR,2005,80.07959
BRA,CONSTR,2006,83.64637
BRA,CONSTR,2007,87.9228
BRA,CONSTR,2008,95.38533
BRA,CONSTR,2009,89.38785
BRA,CONSTR,2010,100
BRA,CONSTR,2011,104.0211
BRA,CONSTR,2012,106.1347
BRA,CONSTR,2013,107.3286
BRA,CONSTR,2014,101.2087
BRA,CONSTR,2015,88.54432
BRA,CONSTR,2016,78.00249
BRA,MFG,1975,49.23498
BRA,MFG,1976,55.20476
BRA,MFG,1977,56.45883
BRA,MFG,1978,59.91045
BRA,MFG,1979,64.01778
BRA,MFG,1980,69.85007
BRA,MFG,1981,62.60006
BRA,MFG,1982,62.48984
BRA,MFG,1983,58.83561
BRA,MFG,1984,62.46758
BRA,MFG,1985,67.67757
BRA,MFG,1986,75.3239
BRA,MFG,1987,76.03638
BRA,MFG,1988,73.4453
BRA,MFG,1989,75.55713
BRA,MFG,1990,65.61347
BRA,MFG,1991,64.06731
BRA,MFG,1992,61.451
BRA,MFG,1993,66.41277
BRA,MFG,1994,71.60876
BRA,MFG,1995,72.84397
BRA,MFG,1996,73.66243
BRA,MFG,1997,76.32258
BRA,MFG,1998,73.8358
BRA,MFG,1999,72.64508
BRA,MFG,2000,77.04878
BRA,MFG,2001,78.09361
BRA,MFG,2002,78.57085
BRA,MFG,2003,78.64426
BRA,MFG,2004,85.39848
BRA,MFG,2005,87.46227
BRA,MFG,2006,89.53422
BRA,MFG,2007,94.88539
BRA,MFG,2008,97.75675
BRA,MFG,2009,90.88017
BRA,MFG,2010,100
BRA,MFG,2011,100.2937
BRA,MFG,2012,97.89542
BRA,MFG,2013,100.6363
BRA,MFG,2014,96.43527
BRA,MFG,2015,86.94836
BRA,MFG,2016,81.59719
BRA,TOT,1975,43.2814
BRA,TOT,1976,48.43309
BRA,TOT,1977,49.47153
BRA,TOT,1978,52.50982
BRA,TOT,1979,56.16788
BRA,TOT,1980,61.32957
BRA,TOT,1981,55.08642
BRA,TOT,1982,55.10342
BRA,TOT,1983,52.24971
BRA,TOT,1984,55.95929
BRA,TOT,1985,60.71131
BRA,TOT,1986,67.35063
BRA,TOT,1987,67.93688
BRA,TOT,1988,65.73294
BRA,TOT,1989,67.65626
BRA,TOT,1990,61.6342
BRA,TOT,1991,60.02602
BRA,TOT,1992,57.78429
BRA,TOT,1993,62.12423
BRA,TOT,1994,66.84797
BRA,TOT,1995,68.07209
BRA,TOT,1996,69.2501
BRA,TOT,1997,71.94251
BRA,TOT,1998,70.48461
BRA,TOT,1999,70.02419
BRA,TOT,2000,74.67389
BRA,TOT,2001,75.85191
BRA,TOT,2002,77.96125
BRA,TOT,2003,78.21467
BRA,TOT,2004,84.73801
BRA,TOT,2005,87.11681
BRA,TOT,2006,89.4711
BRA,TOT,2007,94.76825
BRA,TOT,2008,97.68658
BRA,TOT,2009,90.73
BRA,TOT,2010,100
BRA,TOT,2011,100.4087
BRA,TOT,2012,98.09531
BRA,TOT,2013,100.1308
BRA,TOT,2014,97.10619
BRA,TOT,2015,89.09507
BRA,TOT,2016,83.25022
CHL,CONSTR,1991,64.62928
CHL,CONSTR,1992,83.27639
CHL,CONSTR,1993,88.62479
CHL,CONSTR,1994,89.05368
CHL,CONSTR,1995,106.7484
CHL,CONSTR,1996,111.9413
CHL,CONSTR,1997,109.6344
CHL,CONSTR,1998,102.8415
CHL,CONSTR,1999,92.0475
CHL,CONSTR,2000,90.36423
CHL,CONSTR,2001,95.91976
CHL,CONSTR,2002,86.15738
CHL,CONSTR,2003,104.3052
CHL,CONSTR,2004,120.1847
CHL,CONSTR,2005,125.8478
CHL,CONSTR,2006,142.1745
CHL,CONSTR,2007,144.7353
CHL,CONSTR,2008,139.3666
CHL,CONSTR,2009,121.7868
CHL,CONSTR,2010,100
CHL,CONSTR,2011,147.2369
CHL,CONSTR,2012,144.8939
CHL,CONSTR,2013,129.2148
CHL,CONSTR,2014,161.0336
CHL,CONSTR,2015,166.2821
CHL,CONSTR,2016,123.5706
CHL,MFG,1991,56.96083
CHL,MFG,1992,63.92971
CHL,MFG,1993,66.52193
CHL,MFG,1994,69.04265
CHL,MFG,1995,73.21738
CHL,MFG,1996,76.78748
CHL,MFG,1997,79.14977
CHL,MFG,1998,78.71342
CHL,MFG,1999,76.05039
CHL,MFG,2000,78.98751
CHL,MFG,2001,80.47731
CHL,MFG,2002,81.95084
CHL,MFG,2003,86.20422
CHL,MFG,2004,93.45388
CHL,MFG,2005,98.97221
CHL,MFG,2006,102.1366
CHL,MFG,2007,106.1894
CHL,MFG,2008,106.1239
CHL,MFG,2009,99.32887
CHL,MFG,2010,100
CHL,MFG,2011,105.4047
CHL,MFG,2012,112.8564
CHL,MFG,2013,113.2783
CHL,MFG,2014,111.8825
CHL,MFG,2015,112.2029
CHL,MFG,2016,111.0977
CHL,TOT,1991,57.07057
CHL,TOT,1992,64.26422
CHL,TOT,1993,66.6302
CHL,TOT,1994,69.05772
CHL,TOT,1995,73.29048
CHL,TOT,1996,77.20186
CHL,TOT,1997,79.32166
CHL,TOT,1998,78.91138
CHL,TOT,1999,76.24453
CHL,TOT,2000,79.1849
CHL,TOT,2001,80.6209
CHL,TOT,2002,82.08424
CHL,TOT,2003,86.34437
CHL,TOT,2004,93.90044
CHL,TOT,2005,99.01532
CHL,TOT,2006,102.2155
CHL,TOT,2007,106.4346
CHL,TOT,2008,106.6603
CHL,TOT,2009,99.49398
CHL,TOT,2010,100
CHL,TOT,2011,105.4226
CHL,TOT,2012,113.3064
CHL,TOT,2013,113.4974
CHL,TOT,2014,112.1555
CHL,TOT,2015,112.4136
CHL,TOT,2016,111.5273
EST,CONSTR,1994,41.49603
EST,CONSTR,1995,45.25029
EST,CONSTR,1996,46.70094
EST,CONSTR,1997,54.17209
EST,CONSTR,1998,68.325
EST,CONSTR,1999,56.275
EST,CONSTR,2000,66.775
EST,CONSTR,2001,69.45
EST,CONSTR,2002,85.2
EST,CONSTR,2003,90.35
EST,CONSTR,2004,101.8
EST,CONSTR,2005,124.5
EST,CONSTR,2006,158.05
EST,CONSTR,2007,179.55
EST,CONSTR,2008,155.9
EST,CONSTR,2009,109.425
EST,CONSTR,2010,100
EST,CONSTR,2011,127.325
EST,CONSTR,2012,148.525
EST,CONSTR,2013,148.325
EST,CONSTR,2014,145.225
EST,CONSTR,2015,140.225
EST,CONSTR,2016,143.85
EST,MFG,1998,51.49166
EST,MFG,1999,50.20833
EST,MFG,2000,58.925
EST,MFG,2001,64.76667
EST,MFG,2002,70.58334
EST,MFG,2003,78.05833
EST,MFG,2004,87.10833
EST,MFG,2005,97.39167
EST,MFG,2006,107.6167
EST,MFG,2007,114.0917
EST,MFG,2008,108.9583
EST,MFG,2009,81.16666
EST,MFG,2010,100
EST,MFG,2011,122.5917
EST,MFG,2012,124.675
EST,MFG,2013,129.4333
EST,MFG,2014,135.7667
EST,MFG,2015,137.675
EST,MFG,2016,140.8417
EST,TOT,1998,54.10451
EST,TOT,1999,52.27102
EST,TOT,2000,59.85499
EST,TOT,2001,65.12209
EST,TOT,2002,70.59755
EST,TOT,2003,78.35653
EST,TOT,2004,86.51554
EST,TOT,2005,96.008
EST,TOT,2006,105.5255
EST,TOT,2007,112.276
EST,TOT,2008,106.5505
EST,TOT,2009,80.98175
EST,TOT,2010,100
EST,TOT,2011,119.9183
EST,TOT,2012,121.2268
EST,TOT,2013,126.1938
EST,TOT,2014,131.1276
EST,TOT,2015,131.511
EST,TOT,2016,134.6445
IND,MFG,1995,31.02491
IND,MFG,1996,34.32076
IND,MFG,1997,36.32542
IND,MFG,1998,37.95718
IND,MFG,1999,40.43391
IND,MFG,2000,43.03782
IND,MFG,2001,44.29235
IND,MFG,2002,46.54276
IND,MFG,2003,49.84938
IND,MFG,2004,55.69955
IND,MFG,2005,62.02002
IND,MFG,2006,70.96202
IND,MFG,2007,84.07275
IND,MFG,2008,91.39663
IND,MFG,2009,90.47157
IND,MFG,2010,100
IND,MFG,2011,105.2431
IND,MFG,2012,105.8447
IND,MFG,2013,106.3443
IND,MFG,2014,107.2709
IND,MFG,2015,110.8218
IND,MFG,2016,110.133
IND,TOT,1995,36.12932
IND,TOT,1996,39.38192
IND,TOT,1997,41.58985
IND,TOT,1998,43.48236
IND,TOT,1999,46.05365
IND,TOT,2000,48.83691
IND,TOT,2001,50.15914
IND,TOT,2002,52.61436
IND,TOT,2003,56.06378
IND,TOT,2004,62.14
IND,TOT,2005,65.82426
IND,TOT,2006,73.0312
IND,TOT,2007,84.45871
IND,TOT,2008,90.93616
IND,TOT,2009,91.12408
IND,TOT,2010,100
IND,TOT,2011,104.7956
IND,TOT,2012,105.5457
IND,TOT,2013,106.1827
IND,TOT,2014,108.099
IND,TOT,2015,111.608
IND,TOT,2016,111.9213
IDN,MFG,1986,30.47536
IDN,MFG,1987,34.06867
IDN,MFG,1988,38.98317
IDN,MFG,1989,43.69468
IDN,MFG,1990,49.71377
IDN,MFG,1991,55.14144
IDN,MFG,1992,61.21553
IDN,MFG,1993,68.04265
IDN,MFG,1994,74.13071
IDN,MFG,1995,81.19234
IDN,MFG,1996,81.67432
IDN,MFG,1997,86.09762
IDN,MFG,1998,70.3969
IDN,MFG,1999,71.74471
IDN,MFG,2000,74.31783
IDN,MFG,2001,77.49179
IDN,MFG,2002,80.02229
IDN,MFG,2003,84.39339
IDN,MFG,2004,87.19948
IDN,MFG,2005,88.326
IDN,MFG,2006,86.88921
IDN,MFG,2007,91.67213
IDN,MFG,2008,94.49495
IDN,MFG,2009,95.88345
IDN,MFG,2010,100
IDN,MFG,2011,104.095
IDN,MFG,2012,108.3801
IDN,MFG,2013,114.8893
IDN,MFG,2014,120.3598
IDN,MFG,2015,126.09
IDN,MFG,2016,131.1468
ISR,CONSTR,2000,88.44727
ISR,CONSTR,2001,83.88277
ISR,CONSTR,2002,84.74215
ISR,CONSTR,2003,81.80244
ISR,CONSTR,2004,76.73051
ISR,CONSTR,2005,78.63174
ISR,CONSTR,2006,78.60371
ISR,CONSTR,2007,81.93533
ISR,CONSTR,2008,87.5173
ISR,CONSTR,2009,90.10115
ISR,CONSTR,2010,100
ISR,CONSTR,2011,112.3366
ISR,CONSTR,2012,121.8702
ISR,CONSTR,2013,129.6005
ISR,CONSTR,2014,124.8839
ISR,CONSTR,2015,125.9304
ISR,CONSTR,2016,143.4661
ISR,MFG,1990,43.27925
ISR,MFG,1991,46.18777
ISR,MFG,1992,49.97708
ISR,MFG,1993,53.37352
ISR,MFG,1994,57.34659
ISR,MFG,1995,62.18145
ISR,MFG,1996,65.52719
ISR,MFG,1997,66.67413
ISR,MFG,1998,68.57511
ISR,MFG,1999,69.53828
ISR,MFG,2000,76.52126
ISR,MFG,2001,72.73195
ISR,MFG,2002,71.36324
ISR,MFG,2003,71.14146
ISR,MFG,2004,76.0777
ISR,MFG,2005,79.94547
ISR,MFG,2006,87.18691
ISR,MFG,2007,91.9833
ISR,MFG,2008,98.35577
ISR,MFG,2009,92.63078
ISR,MFG,2010,100
ISR,MFG,2011,102.2235
ISR,MFG,2012,107.054
ISR,MFG,2013,105.955
ISR,MFG,2014,106.5514
ISR,MFG,2015,109.1327
ISR,MFG,2016,108.8601
ISR,TOT,1990,43.27925
ISR,TOT,1991,46.18777
ISR,TOT,1992,49.97708
ISR,TOT,1993,53.37352
ISR,TOT,1994,57.34659
ISR,TOT,1995,62.18145
ISR,TOT,1996,65.52719
ISR,TOT,1997,66.67413
ISR,TOT,1998,68.57511
ISR,TOT,1999,69.53828
ISR,TOT,2000,76.52126
ISR,TOT,2001,72.73195
ISR,TOT,2002,71.36324
ISR,TOT,2003,71.14146
ISR,TOT,2004,76.0777
ISR,TOT,2005,79.94547
ISR,TOT,2006,87.18691
ISR,TOT,2007,91.9833
ISR,TOT,2008,98.35577
ISR,TOT,2009,92.63078
ISR,TOT,2010,100
ISR,TOT,2011,102.2235
ISR,TOT,2012,107.054
ISR,TOT,2013,105.955
ISR,TOT,2014,106.5514
ISR,TOT,2015,109.1327
ISR,TOT,2016,108.8601
RUS,CONSTR,2004,60.9649
RUS,CONSTR,2005,65.40055
RUS,CONSTR,2006,73.44244
RUS,CONSTR,2007,96.92991
RUS,CONSTR,2008,103.7374
RUS,CONSTR,2009,107.7482
RUS,CONSTR,2010,100
RUS,CONSTR,2011,104.8813
RUS,CONSTR,2012,111.4911
RUS,CONSTR,2013,119.201
RUS,CONSTR,2014,140.4787
RUS,CONSTR,2015,141.4933
RUS,CONSTR,2016,126.6278
RUS,MFG,1999,58.866
RUS,MFG,2000,65.30529
RUS,MFG,2001,66.59034
RUS,MFG,2002,67.33949
RUS,MFG,2003,74.71703
RUS,MFG,2004,82.31847
RUS,MFG,2005,88.39184
RUS,MFG,2006,95.71667
RUS,MFG,2007,105.8
RUS,MFG,2008,106.575
RUS,MFG,2009,90.36667
RUS,MFG,2010,100
RUS,MFG,2011,107.9417
RUS,MFG,2012,113.4917
RUS,MFG,2013,114.1083
RUS,MFG,2014,116.475
RUS,MFG,2015,110.1667
RUS,MFG,2016,109.7583
RUS,TOT,1993,92.4199
RUS,TOT,1994,71.95544
RUS,TOT,1995,70.32027
RUS,TOT,1996,67.24321
RUS,TOT,1997,68.67274
RUS,TOT,1998,62.02198
RUS,TOT,1999,63.56293
RUS,TOT,2000,69.09126
RUS,TOT,2001,71.26557
RUS,TOT,2002,73.53452
RUS,TOT,2003,80.42265
RUS,TOT,2004,86.68861
RUS,TOT,2005,91.41438
RUS,TOT,2006,97.29752
RUS,TOT,2007,103.8702
RUS,TOT,2008,104.354
RUS,TOT,2009,93.23547
RUS,TOT,2010,100
RUS,TOT,2011,104.9879
RUS,TOT,2012,108.4411
RUS,TOT,2013,108.9666
RUS,TOT,2014,110.8349
RUS,TOT,2015,107.315
RUS,TOT,2016,107.9072
SVN,CONSTR,1998,67.21209
SVN,CONSTR,1999,85.81409
SVN,CONSTR,2000,88.82961
SVN,CONSTR,2001,79.47649
SVN,CONSTR,2002,85.44514
SVN,CONSTR,2003,93.63955
SVN,CONSTR,2004,94.38979
SVN,CONSTR,2005,96.31544
SVN,CONSTR,2006,111.4038
SVN,CONSTR,2007,131.9857
SVN,CONSTR,2008,152.4091
SVN,CONSTR,2009,120.3985
SVN,CONSTR,2010,100
SVN,CONSTR,2011,75.16673
SVN,CONSTR,2012,62.52084
SVN,CONSTR,2013,60.93698
SVN,CONSTR,2014,72.79093
SVN,CONSTR,2015,66.87229
SVN,CONSTR,2016,55.03501
SVN,MFG,1992,69.49844
SVN,MFG,1993,67.81253
SVN,MFG,1994,72.34776
SVN,MFG,1995,74.382
SVN,MFG,1996,75.06472
SVN,MFG,1997,75.22495
SVN,MFG,1998,78.13698
SVN,MFG,1999,78.08698
SVN,MFG,2000,83.5944
SVN,MFG,2001,85.95234
SVN,MFG,2002,87.64372
SVN,MFG,2003,89.07682
SVN,MFG,2004,92.97617
SVN,MFG,2005,96.65056
SVN,MFG,2006,102.6412
SVN,MFG,2007,111.3814
SVN,MFG,2008,114.256
SVN,MFG,2009,92.94284
SVN,MFG,2010,100
SVN,MFG,2011,101.0665
SVN,MFG,2012,98.71688
SVN,MFG,2013,97.19213
SVN,MFG,2014,101.3498
SVN,MFG,2015,107.4738
SVN,MFG,2016,116.0473
SVN,TOT,1992,71.12427
SVN,TOT,1993,69.17442
SVN,TOT,1994,73.60527
SVN,TOT,1995,75.07989
SVN,TOT,1996,75.85564
SVN,TOT,1997,76.58247
SVN,TOT,1998,79.35
SVN,TOT,1999,78.93333
SVN,TOT,2000,83.85
SVN,TOT,2001,86.29166
SVN,TOT,2002,88.38333
SVN,TOT,2003,89.61667
SVN,TOT,2004,93.96667
SVN,TOT,2005,97.275
SVN,TOT,2006,102.7917
SVN,TOT,2007,110.175
SVN,TOT,2008,112.9333
SVN,TOT,2009,93.34167
SVN,TOT,2010,100
SVN,TOT,2011,101.3
SVN,TOT,2012,100.175
SVN,TOT,2013,99.23333
SVN,TOT,2014,101.4083
SVN,TOT,2015,107.1333
SVN,TOT,2016,114.3417
ZAF,CONSTR,1993,57.66964
ZAF,CONSTR,1994,52.70848
ZAF,CONSTR,1995,54.87547
ZAF,CONSTR,1996,60.41582
ZAF,CONSTR,1997,61.89377
ZAF,CONSTR,1998,60.84486
ZAF,CONSTR,1999,50.35364
ZAF,CONSTR,2000,51.72864
ZAF,CONSTR,2001,56.15468
ZAF,CONSTR,2002,55.63391
ZAF,CONSTR,2003,61.46395
ZAF,CONSTR,2004,77.5637
ZAF,CONSTR,2005,97.57001
ZAF,CONSTR,2006,116.9102
ZAF,CONSTR,2007,137.4091
ZAF,CONSTR,2008,138.0399
ZAF,CONSTR,2009,131.1278
ZAF,CONSTR,2010,100
ZAF,CONSTR,2011,92.60513
ZAF,CONSTR,2012,92.43078
ZAF,CONSTR,2013,100.3849
ZAF,CONSTR,2014,95.13644
ZAF,CONSTR,2015,98.51433
ZAF,CONSTR,2016,100.5104
ZAF,MFG,1990,80.20413
ZAF,MFG,1991,77.40357
ZAF,MFG,1992,75.09007
ZAF,MFG,1993,76.83281
ZAF,MFG,1994,79.59531
ZAF,MFG,1995,86.12489
ZAF,MFG,1996,89.24508
ZAF,MFG,1997,91.55098
ZAF,MFG,1998,88.49167
ZAF,MFG,1999,87.91666
ZAF,MFG,2000,91.59167
ZAF,MFG,2001,93.38333
ZAF,MFG,2002,97.45834
ZAF,MFG,2003,95.21667
ZAF,MFG,2004,99.15833
ZAF,MFG,2005,102.0333
ZAF,MFG,2006,106.7583
ZAF,MFG,2007,111.2833
ZAF,MFG,2008,110.875
ZAF,MFG,2009,95.55
ZAF,MFG,2010,100
ZAF,MFG,2011,102.8083
ZAF,MFG,2012,105.0833
ZAF,MFG,2013,106.4583
ZAF,MFG,2014,106.55
ZAF,MFG,2015,106.5083
ZAF,MFG,2016,107.3333
EU28,CONSTR,1993,90.98999
EU28,CONSTR,1994,93.3552
EU28,CONSTR,1995,96.51338
EU28,CONSTR,1996,96.82526
EU28,CONSTR,1997,95.64203
EU28,CONSTR,1998,95.942
EU28,CONSTR,1999,98.95009
EU28,CONSTR,2000,102.1665
EU28,CONSTR,2001,103.2581
EU28,CONSTR,2002,103.7997
EU28,CONSTR,2003,105.4162
EU28,CONSTR,2004,106.4328
EU28,CONSTR,2005,109.1492
EU28,CONSTR,2006,113.3739
EU28,CONSTR,2007,116.8153
EU28,CONSTR,2008,113.3822
EU28,CONSTR,2009,104.458
EU28,CONSTR,2010,100
EU28,CONSTR,2011,98.4668
EU28,CONSTR,2012,93.00058
EU28,CONSTR,2013,91.53404
EU28,CONSTR,2014,94.30048
EU28,CONSTR,2015,94.90043
EU28,CONSTR,2016,96.19199
EU28,TOT,1976,66.36187
EU28,TOT,1977,68.05488
EU28,TOT,1978,69.52599
EU28,TOT,1979,72.83155
EU28,TOT,1980,71.39854
EU28,TOT,1981,70.17798
EU28,TOT,1982,68.47299
EU28,TOT,1983,68.70135
EU28,TOT,1984,70.79227
EU28,TOT,1985,73.44642
EU28,TOT,1986,74.92854
EU28,TOT,1987,76.00075
EU28,TOT,1988,78.70414
EU28,TOT,1989,82.38319
EU28,TOT,1990,85.31103
EU28,TOT,1991,87.63333
EU28,TOT,1992,85.89167
EU28,TOT,1993,81.375
EU28,TOT,1994,84.83334
EU28,TOT,1995,87.58334
EU28,TOT,1996,86.86667
EU28,TOT,1997,90.36667
EU28,TOT,1998,93.475
EU28,TOT,1999,94.55
EU28,TOT,2000,98.70834
EU28,TOT,2001,98.86667
EU28,TOT,2002,98.31667
EU28,TOT,2003,98.74167
EU28,TOT,2004,101.0333
EU28,TOT,2005,102.4833
EU28,TOT,2006,106.7583
EU28,TOT,2007,110.6917
EU28,TOT,2008,108.7083
EU28,TOT,2009,93.68333
EU28,TOT,2010,100
EU28,TOT,2011,103.225
EU28,TOT,2012,101.1333
EU28,TOT,2013,100.575
EU28,TOT,2014,101.7667
EU28,TOT,2015,104.0083
EU28,TOT,2016,105.6083
OECD,TOT,1975,46.80989
OECD,TOT,1976,50.40723
OECD,TOT,1977,52.72381
OECD,TOT,1978,54.85841
OECD,TOT,1979,57.32309
OECD,TOT,1980,57.24932
OECD,TOT,1981,57.54525
OECD,TOT,1982,56.12199
OECD,TOT,1983,57.00982
OECD,TOT,1984,60.69597
OECD,TOT,1985,62.69896
OECD,TOT,1986,63.32654
OECD,TOT,1987,65.70454
OECD,TOT,1988,69.24333
OECD,TOT,1989,71.4894
OECD,TOT,1990,73.32059
OECD,TOT,1991,72.99159
OECD,TOT,1992,72.95001
OECD,TOT,1993,72.77793
OECD,TOT,1994,75.96139
OECD,TOT,1995,78.84266
OECD,TOT,1996,81.14172
OECD,TOT,1997,85.56033
OECD,TOT,1998,87.51716
OECD,TOT,1999,90.1116
OECD,TOT,2000,94.7782
OECD,TOT,2001,92.82874
OECD,TOT,2002,93.19263
OECD,TOT,2003,94.79445
OECD,TOT,2004,98.02938
OECD,TOT,2005,100.4799
OECD,TOT,2006,104.2475
OECD,TOT,2007,107.727
OECD,TOT,2008,105.5924
OECD,TOT,2009,92.88605
OECD,TOT,2010,100
OECD,TOT,2011,102.8084
OECD,TOT,2012,103.5156
OECD,TOT,2013,104.0245
OECD,TOT,2014,106.3358
OECD,TOT,2015,107.1584
OECD,TOT,2016,107.5274
AUS,CONSTR,1974-Q3,29.47079
AUS,CONSTR,1974-Q4,29.82185
AUS,CONSTR,1975-Q1,30.1729
AUS,CONSTR,1975-Q2,28.81572
AUS,CONSTR,1975-Q3,31.44323
AUS,CONSTR,1975-Q4,31.03065
AUS,CONSTR,1976-Q1,30.56377
AUS,CONSTR,1976-Q2,31.28037
AUS,CONSTR,1976-Q3,32.41316
AUS,CONSTR,1976-Q4,32.65203
AUS,CONSTR,1977-Q1,32.48555
AUS,CONSTR,1977-Q2,32.7606
AUS,CONSTR,1977-Q3,31.84134
AUS,CONSTR,1977-Q4,30.85331
AUS,CONSTR,1978-Q1,31.99696
AUS,CONSTR,1978-Q2,31.79791
AUS,CONSTR,1978-Q3,31.43961
AUS,CONSTR,1978-Q4,32.50002
AUS,CONSTR,1979-Q1,32.88727
AUS,CONSTR,1979-Q2,33.29624
AUS,CONSTR,1979-Q3,33.14423
AUS,CONSTR,1979-Q4,33.08271
AUS,CONSTR,1980-Q1,33.24195
AUS,CONSTR,1980-Q2,33.66539
AUS,CONSTR,1980-Q3,35.81879
AUS,CONSTR,1980-Q4,36.14813
AUS,CONSTR,1981-Q1,35.65231
AUS,CONSTR,1981-Q2,35.2361
AUS,CONSTR,1981-Q3,37.70075
AUS,CONSTR,1981-Q4,37.46912
AUS,CONSTR,1982-Q1,37.88171
AUS,CONSTR,1982-Q2,36.03594
AUS,CONSTR,1982-Q3,35.58354
AUS,CONSTR,1982-Q4,33.24195
AUS,CONSTR,1983-Q1,31.76533
AUS,CONSTR,1983-Q2,31.55904
AUS,CONSTR,1983-Q3,31.23332
AUS,CONSTR,1983-Q4,33.44824
AUS,CONSTR,1984-Q1,32.70631
AUS,CONSTR,1984-Q2,35.1022
AUS,CONSTR,1984-Q3,34.69685
AUS,CONSTR,1984-Q4,35.98889
AUS,CONSTR,1985-Q1,37.19045
AUS,CONSTR,1985-Q2,36.03594
AUS,CONSTR,1985-Q3,38.37753
AUS,CONSTR,1985-Q4,38.20743
AUS,CONSTR,1986-Q1,37.59217
AUS,CONSTR,1986-Q2,37.54151
AUS,CONSTR,1986-Q3,37.00225
AUS,CONSTR,1986-Q4,36.50281
AUS,CONSTR,1987-Q1,36.39785
AUS,CONSTR,1987-Q2,37.55598
AUS,CONSTR,1987-Q3,38.13867
AUS,CONSTR,1987-Q4,39.94463
AUS,CONSTR,1988-Q1,40.36445
AUS,CONSTR,1988-Q2,40.70465
AUS,CONSTR,1988-Q3,41.86278
AUS,CONSTR,1988-Q4,42.60833
AUS,CONSTR,1989-Q1,44.63505
AUS,CONSTR,1989-Q2,46.26006
AUS,CONSTR,1989-Q3,47.03455
AUS,CONSTR,1989-Q4,45.42403
AUS,CONSTR,1990-Q1,44.53372
AUS,CONSTR,1990-Q2,42.39841
AUS,CONSTR,1990-Q3,43.80265
AUS,CONSTR,1990-Q4,43.08606
