Country or Area;Year;Quantity
Chile;2012;153170.0
Chile;2011;154754.0
Chile;2010;139900.0
Chile;2009;56980.0
Chile;2008;30491.0
Chile;2007;108772.0
Chile;2006;224428.0
Chile;2005;245404.0
Chile;2004;266016.0
Chile;2003;238163.0
Chile;2002;204666.0
Chile;2001;204235.0
Chile;2000;170800.0
Chile;1999;148166.0
Chile;1998;78360.0
Chile;1997;27499.0
China;2014;2204773.0
China;2013;1959202.0
China;2012;1568254.4
China;2011;1161703.4
China;2010;614536.6
China;2009;284442.8
China;2008;171545.0
China;2007;149785.2
China;2006;35397.0
China;2005;0.0
China;2004;0.0
China;2003;0.0
China;2002;0.0
China, Hong Kong SAR;2014;94480.0
China, Hong Kong SAR;2013;96693.0
China, Hong Kong SAR;2012;99313.0
China, Hong Kong SAR;2011;95030.0
China, Hong Kong SAR;2010;119324.0
China, Hong Kong SAR;2009;96017.0
China, Hong Kong SAR;2008;98866.0
China, Hong Kong SAR;2007;85466.0
China, Hong Kong SAR;2006;91483.0
China, Hong Kong SAR;2005;83389.0
China, Hong Kong SAR;2004;83197.0
China, Hong Kong SAR;2003;57590.0
China, Hong Kong SAR;2002;89560.0
China, Hong Kong SAR;2001;94271.0
China, Hong Kong SAR;2000;93409.0
China, Hong Kong SAR;1999;103327.0
China, Hong Kong SAR;1998;93703.0
China, Hong Kong SAR;1997;99881.0
China, Hong Kong SAR;1996;63927.0
China, Hong Kong SAR;1995;1086.0
China, Macao SAR;2014;2278.0
China, Macao SAR;2013;14.0
China, Macao SAR;2012;0.0
China, Macao SAR;2011;2870.0
China, Macao SAR;2010;6029.0
China, Macao SAR;2009;3643.0
China, Macao SAR;2008;3221.0
Croatia;2014;43542.0
Croatia;2013;47993.0
Croatia;2012;51291.0
Croatia;2011;33097.0
Croatia;2010;40407.0
Croatia;2009;39448.0
Croatia;2008;45882.0
Croatia;2007;40094.0
Croatia;2006;42807.0
Croatia;2005;43096.0
Croatia;2004;40037.0
Croatia;2003;43274.0
Croatia;2002;41207.0
Croatia;2001;41162.0
Croatia;2000;42104.0
Croatia;1999;42142.0
Croatia;1998;41952.0
Croatia;1997;39729.0
Croatia;1996;33402.0
Croatia;1995;10408.0
Croatia;1994;28234.0
Croatia;1993;30020.0
Croatia;1992;27398.0
Czechia;2014;276915.0
Czechia;2013;324154.0
Czechia;2012;284123.0
Czechia;2011;355528.0
Czechia;2010;324541.0
Czechia;2009;330292.0
Czechia;2008;330143.0
Czechia;2007;317899.0
Czechia;2006;372152.0
Czechia;2005;353726.0
Czechia;2004;333350.0
Czechia;2003;360045.0
Czechia;2002;368354.0
Czechia;2001;359894.0
Czechia;2000;348100.0
Czechia;1999;346211.0
Czechia;1998;354193.0
Czechia;1997;354110.0
Czechia;1996;351241.0
Czechia;1995;298871.0
Czechia;1994;270496.0
Czechia;1993;264378.0
Czechia;1992;254451.0
Czechoslovakia (former);1991;458436.0
Czechoslovakia (former);1990;444413.0
Dem. Rep. of the Congo;2014;80.0
Dem. Rep. of the Congo;2013;0.0
Dem. Rep. of the Congo;2012;0.0
Dem. Rep. of the Congo;2011;914.0
Dem. Rep. of the Congo;2010;914.0
Dem. Rep. of the Congo;2009;914.0
Dem. Rep. of the Congo;2008;914.0
Dem. Rep. of the Congo;2007;914.0
Dem. Rep. of the Congo;2006;457.0
Denmark;2014;26024.0
Denmark;2013;55984.0
Denmark;2012;38228.0
Denmark;2011;34967.0
Denmark;2010;6328.0
Dominican Republic;2014;39661.93
Dominican Republic;2013;40428.63
Dominican Republic;2012;42188.09
Dominican Republic;2011;33339.97
Dominican Republic;2010;30081.67
Dominican Republic;2009;19328.37
Dominican Republic;2008;16909.91
Dominican Republic;2007;22957.22493
Dominican Republic;2006;11977.0
Dominican Republic;2005;9571.0
Dominican Republic;2004;4850.0
Dominican Republic;2003;11574.0
Egypt;2014;0.0
Egypt;2013;17965.0
Egypt;2012;0.0
Egypt;2011;0.0
Egypt;2010;0.0
Egypt;1997;0.0
Egypt;1996;0.0
Egypt;1995;0.0
Egypt;1994;0.0
Egypt;1993;0.0
Estonia;2014;20262.0
Estonia;2013;25814.0
Estonia;2012;25372.0
Estonia;2011;23413.0
Estonia;2010;26168.0
Estonia;2009;24429.0
Estonia;2008;35844.0
Estonia;2007;37372.0
Estonia;2006;37595.0
Estonia;2005;37201.0
Estonia;2004;36032.0
Estonia;2003;31635.0
Estonia;2002;27714.0
Estonia;2001;33050.0
Estonia;2000;30797.0
Estonia;1999;26790.0
Estonia;1998;27560.0
Estonia;1997;29038.0
Estonia;1996;29884.0
Estonia;1995;27098.0
Estonia;1994;23763.0
Estonia;1993;16546.0
Estonia;1992;33381.0
Fiji;2014;3.0
Fiji;2011;2.0
Fiji;2010;93.0
Finland;2014;116925.0
Finland;2013;132901.0
Finland;2012;139799.0
Finland;2011;156304.0
Finland;2010;178502.0
Finland;2009;162080.0
Finland;2008;179240.0
Finland;2007;173166.0
Finland;2006;180308.0
Finland;2005;167381.0
Finland;2004;183779.0
Finland;2003;190004.0
Finland;2002;171371.0
Finland;2001;172446.0
Finland;2000;159201.0
Finland;1999;155283.0
Finland;1998;155171.0
Finland;1997;135221.0
Finland;1996;138037.0
Finland;1995;132093.0
Finland;1994;127720.0
Finland;1993;115511.0
Finland;1992;111241.0
Finland;1991;107331.0
Finland;1990;101546.0
France;2014;1867235.0
France;2013;1978049.0
France;2012;1970780.0
France;2011;1937315.0
France;2010;1959008.0
France;2009;1894275.0
France;2008;1865485.0
France;2007;1763524.0
France;2006;1867698.0
France;2005;1936328.0
France;2004;1857438.0
France;2003;1788025.0
France;2002;1744261.0
France;2001;1663132.0
France;2000;1696095.0
France;1999;1649710.0
France;1998;1434395.0
France;1997;1419433.0
France;1996;1410181.0
France;1995;1307646.0
France;1994;1249938.0
France;1993;1200654.0
France;1992;1281068.0
France;1991;1217725.0
France;1990;1147554.0
Gambia;2014;102.0
Gambia;2013;102.0
Gambia;2012;102.0
Gambia;2011;102.0
Gambia;2010;102.0
Gambia;2009;102.0
Gambia;2008;89.6
Gambia;2007;89.6
Gambia;2006;71.7
Gambia;2005;67.2
Gambia;2004;67.2
Gambia;2003;62.7
Gambia;2002;62.7
Georgia;2014;84913.0
Georgia;2013;64371.0
Georgia;2012;76462.0
Georgia;2011;70135.0
Georgia;2010;46972.0
Georgia;2009;50242.0
Georgia;2008;49488.0
Georgia;2007;66476.1756
Georgia;2006;73398.501
Georgia;2005;56190.24
Georgia;2004;48073.872
Georgia;2003;35169.0
Georgia;2002;30957.0
Georgia;2001;36535.0
Georgia;2000;41734.0
Georgia;1999;32099.0
Georgia;1998;35323.0
Georgia;1997;35589.0
Georgia;1996;29368.0
Georgia;1995;33930.0
Georgia;1994;92591.0
Georgia;1993;138284.0
Georgia;1992;182717.0
German Dem. R. (former);1990;230000.0
Germany;2014;3504877.0
Germany;2013;3812138.0
Germany;2012;3446585.0
Germany;2011;3495078.0
Germany;2010;3665881.0
Germany;2009;3417555.0
Germany;2008;3538495.0
Germany;2007;3376370.0
Germany;2006;3627582.0
Germany;2005;3670436.0
Germany;2004;3525341.0
Germany;2003;3273685.0
Germany;2002;3063709.0
Germany;2001;2951423.0
Germany;2000;2841697.0
Germany;1999;2865234.0
Germany;1998;2760192.0
Germany;1997;2845235.0
Germany;1996;2919984.0
Germany;1995;2573617.0
Germany;1994;2375961.0
Germany;1993;2265243.0
Germany;1992;2115799.0
Germany;1991;2063657.0
Germany, Fed. R. (former);1990;1752018.0
Ghana;2014;23780.76
Ghana;2013;12210.68
Ghana;2012;16343.7
Ghana;2011;32203.4
Ghana;2010;16475.6
Ghana;2009;208.9
Greece;2014;114747.0
Greece;2013;150477.0
Greece;2012;170908.0
Greece;2011;184847.0
Greece;2010;150292.0
Greece;2009;137835.0
Greece;2008;163122.0
Greece;2007;155138.0
Greece;2006;126604.0
Greece;2005;108495.0
Greece;2004;101125.0
Greece;2003;93138.0
Greece;2002;81622.0
Greece;2001;77680.0
Greece;2000;78551.0
Greece;1999;56575.0
Greece;1998;32111.0
Greece;1997;6017.0
Greece;1996;357.0
Hungary;2014;345937.0
Hungary;2013;314831.0
Hungary;2012;313776.0
Hungary;2011;306979.0
Hungary;2010;368092.0
Hungary;2009;367843.0
Hungary;2008;433824.0
Hungary;2007;398883.0
Hungary;2006;438282.0
Hungary;2005;456244.0
Hungary;2004;431618.0
Hungary;2003;462396.0
Hungary;2002;404952.0
Hungary;2001;362207.0
Hungary;2000;341792.0
Hungary;1999;340509.0
Hungary;1998;329423.0
Hungary;1997;304682.0
Hungary;1996;337982.0
Hungary;1995;257342.0
Hungary;1994;210120.0
Hungary;1993;221831.0
Hungary;1992;191344.0
Hungary;1991;231275.0
Hungary;1990;241444.0
India;2014;603654.87
India;2013;718562.0
India;2012;0.0
India;2011;0.0
India;2010;0.0
India;2009;0.0
India;2008;0.0
Iran (Islamic Rep. of);2014;296185.0
Iran (Islamic Rep. of);2013;209659.833
Iran (Islamic Rep. of);2012;182071.986
Iran (Islamic Rep. of);2011;460877.031
Iran (Islamic Rep. of);2010;351071.937
Iran (Islamic Rep. of);2009;225892.569
Iran (Islamic Rep. of);2008;275644.344
Iran (Islamic Rep. of);2007;240720.549
Iran (Islamic Rep. of);2006;244388.523
Iran (Islamic Rep. of);2005;201972.696
Iran (Islamic Rep. of);2004;230468.998705
Iran (Islamic Rep. of);2003;225530.001476
Iran (Islamic Rep. of);2002;207717.000823
Iran (Islamic Rep. of);2001;177694.0
Iran (Islamic Rep. of);2000;129351.0
Iran (Islamic Rep. of);1999;83029.0
Iran (Islamic Rep. of);1998;73320.0
Iran (Islamic Rep. of);1997;15506.0
Iran (Islamic Rep. of);1996;0.0
Iran (Islamic Rep. of);1995;0.0
Iran (Islamic Rep. of);1994;0.0
Iran (Islamic Rep. of);1993;0.0
Ireland;2014;167089.0
Ireland;2013;172594.0
Ireland;2012;178557.0
Ireland;2011;183928.0
Ireland;2010;208403.0
Ireland;2009;186662.0
Ireland;2008;193801.0
Ireland;2007;182153.0
Ireland;2006;167523.0
Ireland;2005;140007.0
Ireland;2004;137684.0
Ireland;2003;145769.0
Ireland;2002;139612.0
Ireland;2001;136078.0
Ireland;2000;115259.0
Ireland;1999;88099.0
Ireland;1998;64933.0
Ireland;1997;40261.0
Ireland;1996;22489.0
Ireland;1995;3946.0
Ireland;1994;106.0
Ireland;1993;190.0
Israel;2014;4606.0
Israel;2013;22262.0
Israel;2012;2303.0
Israel;2011;26484.0
Israel;2010;80583.0
Israel;2009;58150.0
Israel;2008;12323.0
Italy;2014;2124342.0
Italy;2013;2360905.0
Italy;2012;2580323.0
Italy;2011;2681059.0
Italy;2010;2870987.0
Italy;2009;2638433.0
Italy;2008;2928634.0
Italy;2007;2817495.0
Italy;2006;2948903.0
Italy;2005;2798826.0
Italy;2004;2587295.0
Italy;2003;2392454.0
Italy;2002;2259025.0
Italy;2001;2086927.0
Italy;2000;2188731.0
Italy;1999;1885340.0
Italy;1998;1624813.0
Italy;1997;1489138.0
Italy;1996;1417359.0
Italy;1995;1328676.0
Italy;1994;1127177.0
Italy;1993;1245746.0
Italy;1992;1316877.0
Italy;1991;1281368.0
Italy;1990;1178158.0
Japan;2014;4898459.0
Japan;2013;4824640.0
Japan;2012;4748508.0
Japan;2011;4546523.0
Japan;2010;3852397.0
Japan;2009;3621889.0
Japan;2008;3716978.0
Japan;2007;3726023.0
Japan;2006;3452108.0
Japan;2005;3153883.0
Japan;2004;3166545.0
Japan;2003;3194295.0
Japan;2002;3001888.0
Japan;2001;2969286.0
Japan;2000;2954329.0
Japan;1999;2842985.0
Japan;1998;2698500.0
Japan;1997;2636958.0
Japan;1996;2534149.0
Japan;1995;2384203.0
Japan;1994;2313910.0
Japan;1993;2188312.0
Japan;1992;2128048.0
Japan;1991;2071837.0
Japan;1990;1969965.0
Jordan;2014;8507.578
Jordan;2013;33293.0
Jordan;2012;25032.4
Jordan;2011;34369.0
Jordan;2010;100125.0
Jordan;2009;136010.5
Jordan;2008;119677.4
Jordan;2007;104256.0
Jordan;2006;84587.3
Jordan;2005;56065.9
Jordan;2004;45551.0
Jordan;2003;0.0
Jordan;2002;0.0
Kazakhstan;2014;162714.0
Kazakhstan;2013;201109.0
Kazakhstan;2012;169698.0
Kazakhstan;2011;176296.0
Kazakhstan;2010;137089.0
Kazakhstan;2009;84069.0
Kazakhstan;2008;241844.0
Kazakhstan;2007;249024.9982
Kazakhstan;2006;431761.9996
Kazakhstan;2005;438122.0
Kazakhstan;2004;454665.0
Kazakhstan;2003;339361.0013
Kazakhstan;2002;319003.0003
Kazakhstan;2001;166954.0019
Kazakhstan;2000;164574.0019
Kazakhstan;1999;108584.0
Kazakhstan;1998;115053.0
Kazakhstan;1997;113239.0
Kazakhstan;1996;207161.0
Kazakhstan;1995;344050.0
Kazakhstan;1994;270422.0
Kazakhstan;1993;368442.0
Kazakhstan;1992;536440.0
Korea, Republic of;2014;2047587.0
Korea, Republic of;2013;2217444.0
Korea, Republic of;2012;1993500.0
Korea, Republic of;2011;1949271.0
Korea, Republic of;2010;1827793.0
Korea, Republic of;2009;1405435.0
Korea, Republic of;2008;1551273.0
Korea, Republic of;2007;1391631.0
Korea, Republic of;2006;1374628.0
Korea, Republic of;2005;1214706.0
Korea, Republic of;2004;1205771.0
Korea, Republic of;2003;1057773.0
Korea, Republic of;2002;970328.0
Korea, Republic of;2001;879788.0
Korea, Republic of;2000;794151.0
Korea, Republic of;1999;708209.0
Korea, Republic of;1998;576953.0
Korea, Republic of;1997;632948.0
Korea, Republic of;1996;522256.0
Korea, Republic of;1995;384283.0
Korea, Republic of;1994;322662.0
Korea, Republic of;1993;242410.0
Korea, Republic of;1992;186437.0
Korea, Republic of;1991;150124.0
Korea, Republic of;1990;124700.0
Kuwait;2014;131480.0
Kuwait;2013;82840.0
Kuwait;2012;100700.0
Kuwait;2011;131480.0
Kuwait;2010;105640.0
Kuwait;2009;33877.0
Kuwait;1997;0.0
Kuwait;1996;0.0
Kuwait;1995;0.0
Kuwait;1994;0.0
Kuwait;1993;0.0
Kuwait;1992;0.0
Kuwait;1991;0.0
Kuwait;1990;80000.0
Kyrgyzstan;2014;9248.0
Kyrgyzstan;2013;11433.0
Kyrgyzstan;2012;15452.0
Kyrgyzstan;2011;11905.0
Kyrgyzstan;2010;10602.0
Kyrgyzstan;2009;12038.0
Kyrgyzstan;2008;28399.0
Kyrgyzstan;2007;29351.0
Kyrgyzstan;2006;29265.0
Kyrgyzstan;2005;27747.0
Kyrgyzstan;2004;30017.0
Kyrgyzstan;2003;27470.0
Kyrgyzstan;2002;33401.0
Kyrgyzstan;2001;25987.0
Kyrgyzstan;2000;25441.0
Kyrgyzstan;1999;22421.0
Kyrgyzstan;1998;38992.0
Kyrgyzstan;1997;32241.0
Kyrgyzstan;1996;40074.0
Kyrgyzstan;1995;33741.0
Kyrgyzstan;1994;33412.0
Kyrgyzstan;1993;45661.0
Kyrgyzstan;1992;60463.0
Latvia;2014;36291.0
Latvia;2013;64778.0
Latvia;2012;64115.0
Latvia;2011;65579.0
Latvia;2010;42014.0
Latvia;2009;65117.0
Latvia;2008;50953.0
Latvia;2007;61201.0
Latvia;2006;71174.0
Latvia;2005;66710.0
Latvia;2004;80880.0
Latvia;2003;65403.0
Latvia;2002;53210.0
Latvia;2001;50565.0
Latvia;2000;51790.0
Latvia;1999;47709.0
Latvia;1998;51124.0
Latvia;1997;49249.0
Latvia;1996;40692.0
Latvia;1995;46491.0
Latvia;1994;37798.0
Latvia;1993;35309.0
Latvia;1992;99298.0
Lebanon;2014;0.0
Lebanon;2013;0.0
Lebanon;2012;0.0
Lebanon;2011;0.0
Lebanon;2010;9867.0
Lebanon;2009;1931.0
Lebanon;2008;0.0
Liechtenstein;2014;858.5
Liechtenstein;2013;1032.3
Liechtenstein;2012;973.2
Liechtenstein;2011;956.4
Liechtenstein;2010;1081.2
Liechtenstein;2009;1026.9
Liechtenstein;2008;1299.9
Liechtenstein;2007;1260.8
Lithuania;2014;99725.0
Lithuania;2013;100731.0
Lithuania;2012;123540.0
Lithuania;2011;126778.0
Lithuania;2010;115580.0
Lithuania;2009;101846.0
Lithuania;2008;116284.0
Lithuania;2007;138425.0
Lithuania;2006;115354.0
Lithuania;2005;115949.0
Lithuania;2004;108991.0
Lithuania;2003;109549.0
Lithuania;2002;100879.0
Lithuania;2001;99763.0
Lithuania;2000;97244.0
Lithuania;1999;84946.0
Lithuania;1998;81578.0
Lithuania;1997;93134.0
Lithuania;1996;100884.0
Lithuania;1995;94366.0
Lithuania;1994;80518.0
Lithuania;1993;72511.0
Lithuania;1992;116649.0
Luxembourg;2014;39224.0
Luxembourg;2013;41398.0
Luxembourg;2012;48895.0
Luxembourg;2011;48021.0
Luxembourg;2010;55665.0
Luxembourg;2009;51752.0
Luxembourg;2008;50857.0
Luxembourg;2007;53426.0
Luxembourg;2006;57237.0
Luxembourg;2005;54720.0
Luxembourg;2004;55632.0
Luxembourg;2003;50238.0
Luxembourg;2002;49629.0
Luxembourg;2001;34718.0
Luxembourg;2000;31231.0
Luxembourg;1999;30517.0
Luxembourg;1998;29434.0
Luxembourg;1997;29131.0
Luxembourg;1996;28430.0
Luxembourg;1995;25916.0
Luxembourg;1994;22712.0
Luxembourg;1993;22509.0
Luxembourg;1992;21669.0
Luxembourg;1991;20789.0
Luxembourg;1990;19981.0
Malaysia;2014;270788.0
Malaysia;2013;357879.0
Malaysia;2012;329325.0
Malaysia;2011;292189.0
Malaysia;2010;231231.0
Malaysia;2009;211651.0
Malaysia;2008;191106.0
Malaysia;2007;227546.0
Malaysia;2006;87584.0
Malaysia;2005;56066.0
Malaysia;2004;31428.0
Malaysia;2003;30111.0
Malaysia;2002;0.0
Malaysia;2001;0.0
Malaysia;1997;0.0
Malaysia;1996;0.0
Malaysia;1995;0.0
Malaysia;1994;0.0
Malaysia;1993;0.0
Malaysia;1992;0.0
Malaysia;1991;0.0
Malaysia;1990;0.0
Mexico;2014;1099188.0
Mexico;2013;1022996.0
Mexico;2012;879032.0
Mexico;2011;675183.0
Mexico;2010;588088.0
Mexico;2009;517317.0
Mexico;2008;500985.0
Mexico;2007;434901.0
Mexico;2006;404599.0
Mexico;2005;357481.0
Mexico;2004;446023.0
Mexico;2003;393822.0
Mexico;2002;291145.0
Mexico;2001;148674.0
Mexico;2000;112041.0
Mexico;1999;67625.0
Mexico;1998;60717.0
Mexico;1997;42850.0
Mexico;1996;32930.0
Mexico;1995;67845.0
Mexico;1994;49073.0
Mexico;1993;39615.0
Mexico;1992;101216.0
Mexico;1991;65004.0
Mexico;1990;17191.0
Morocco;2014;42883.0
Morocco;2013;44289.0
Morocco;2012;45986.0
Morocco;2011;31203.0
Morocco;2010;24403.0
Morocco;2009;22818.0
Morocco;2008;20557.0
Morocco;2007;22790.0
Morocco;2006;19683.0
Morocco;2005;15849.0
Morocco;2004;0.0
Morocco;2003;0.0
Morocco;2002;0.0
Morocco;2001;0.0
Netherlands;2014;970952.0
Netherlands;2013;899944.0
Netherlands;2012;869744.0
Netherlands;2011;767094.0
Netherlands;2010;858439.0
Netherlands;2009;855776.0
Netherlands;2008;882112.0
Netherlands;2007;869935.0
Netherlands;2006;839298.0
Netherlands;2005;764779.0
Netherlands;2004;628124.0
Netherlands;2003;849263.0
Netherlands;2002;892022.0
Netherlands;2001;712810.0
Netherlands;2000;580346.0
Netherlands;1999;360586.0
Netherlands;1998;240252.0
Netherlands;1997;240674.0
Netherlands;1996;189802.0
Netherlands;1995;128446.0
Netherlands;1994;122444.0
Netherlands;1993;122787.0
Netherlands;1992;98413.0
Netherlands;1991;81447.0
Netherlands;1990;94532.0
Oman;2014;81558.0
Oman;2013;80730.0
Oman;2012;80730.0
Oman;2011;80730.0
Oman;2010;78660.0
Oman;2009;62100.0
Oman;2008;14490.0
Other Asia;2014;666548.0
Other Asia;2013;633001.0
Other Asia;2012;629062.0
Other Asia;2011;662617.0
Other Asia;2010;602086.0
Other Asia;2009;480365.0
Other Asia;2008;492365.0
Other Asia;2007;449740.0
Other Asia;2006;421309.0
Other Asia;2005;388504.0
Other Asia;2004;372921.0
Other Asia;2003;302611.0
Other Asia;2002;290174.0
Other Asia;2001;257374.0
Other Asia;2000;240473.0
Other Asia;1999;216905.0
Other Asia;1998;211727.0
Other Asia;1997;174343.0
Other Asia;1996;142400.0
Other Asia;1995;137393.0
Other Asia;1994;120545.0
Other Asia;1993;96291.0
Other Asia;1992;89637.0
Other Asia;1991;85819.0
Other Asia;1990;35465.0
Panama;1997;2380.0
Panama;1996;2370.0
Panama;1995;2350.0
Panama;1994;2340.0
Panama;1993;2330.0
Panama;1992;2320.0
Panama;1991;2330.0
